Project,Prec@10,Reca@10,F1@10,Prec@20,Reca@20,F1@20,Prec@30,Reca@30,F1@30,Prec@40,Reca@40,F1@40,Prec@50,Reca@50,F1@50,Prec@60,Reca@60,F1@60,Prec@70,Reca@70,F1@70,Prec@80,Reca@80,F1@80,Prec@90,Reca@90,F1@90
bigbluebutton,0.1538,0.0113,0.0211,0.2188,0.0395,0.0670,0.2157,0.0621,0.0965,0.2385,0.1469,0.1818,0.1487,0.1638,0.1559,0.1530,0.2316,0.1843,0.1780,0.4124,0.2487,0.2038,0.6667,0.3122,0.1965,0.9492,0.3256
jabref,0.8436,0.4069,0.5490,0.8731,0.5239,0.6548,0.8942,0.6436,0.7485,0.8940,0.6886,0.7780,0.8673,0.7010,0.7754,0.8035,0.7273,0.7635,0.7011,0.7792,0.7381,0.5441,0.8415,0.6609,0.3331,0.9280,0.4902
mediastore,0.1667,0.0714,0.1000,0.1667,0.0714,0.1000,0.2857,0.1429,0.1905,0.4545,0.3571,0.4000,0.5000,0.4286,0.4615,0.4706,0.5714,0.5161,0.3704,0.7143,0.4878,0.2683,0.7857,0.4000,0.1512,0.9286,0.2600
teammates,0.7596,0.1447,0.2431,0.8148,0.2418,0.3729,0.8228,0.3571,0.4981,0.6925,0.4744,0.5630,0.6221,0.4945,0.5510,0.5377,0.5751,0.5558,0.4470,0.7179,0.5509,0.3853,0.8645,0.5330,0.2684,0.9670,0.4202
teastore,0.9375,0.6250,0.7500,0.9444,0.7083,0.8095,0.9492,0.7778,0.8550,0.9365,0.8194,0.8741,0.9375,0.8333,0.8824,0.9104,0.8472,0.8777,0.8611,0.8611,0.8611,0.8049,0.9167,0.8571,0.5338,0.9861,0.6927
