file_path,backtest,data,model,rl,run,strategy,tests,utils,workflow,best_module,best_likelihood
qlib\tests\data_mid_layer_tests\test_handler_storage.py,5.218883514404297,85.03660583496094,10.774847030639648,6.802454948425293,15.373172760009766,6.345532417297363,107.81453704833984,15.671379089355469,22.187007904052734,tests,107.81453704833984
qlib\qlib\contrib\strategy\optimizer\enhanced_indexing.py,5.649245738983154,15.98387336730957,16.885969161987305,10.392236709594727,11.523265838623047,85.47206115722656,7.32025146484375,10.974434852600098,21.195772171020508,strategy,85.47206115722656
qlib\qlib\rl\reward.py,8.475139617919922,1.3920254707336426,1.752588152885437,87.36031341552734,0.0,2.9482221603393555,1.0012303590774536,5.278863906860352,14.547369003295898,rl,87.36031341552734
qlib\tests\ops\test_special_ops.py,6.158468246459961,82.6025161743164,6.542908191680908,4.645816326141357,8.042510986328125,9.630163192749023,110.12387084960938,12.681365013122559,22.380538940429688,tests,110.12387084960938
qlib\qlib\contrib\model\pytorch_lstm.py,6.9362406730651855,90.11287689208984,100.48499298095703,39.63429641723633,44.72506332397461,23.727603912353516,79.68511199951172,76.98261260986328,53.86821746826172,model,100.48499298095703
qlib\examples\benchmarks_dynamic\baseline\rolling_benchmark.py,7.851900100708008,78.98428344726562,68.91682434082031,10.639455795288086,11.154022216796875,13.823720932006836,17.68666648864746,22.543407440185547,132.28982543945312,workflow,132.28982543945312
qlib\qlib\workflow\task\collect.py,8.022275924682617,12.725255012512207,16.481830596923828,10.232279777526855,14.981877326965332,15.481101989746094,11.66636848449707,17.744083404541016,147.25601196289062,workflow,147.25601196289062
qlib\qlib\rl\utils\log.py,4.877406120300293,54.13062286376953,13.629339218139648,68.49183654785156,22.380584716796875,14.715670585632324,12.256765365600586,71.33222961425781,42.87189865112305,utils,71.33222961425781
qlib\qlib\backtest\report.py,63.529266357421875,100.82172393798828,26.348087310791016,23.66205406188965,32.47346115112305,25.48665428161621,46.06436538696289,28.15300178527832,45.70904541015625,data,100.82172393798828
qlib\qlib\contrib\data\__init__.py,1.001301884651184,63.963958740234375,1.001301884651184,1.001301884651184,3.9977474212646484,1.001301884651184,4.999049186706543,6.7972517013549805,8.730030059814453,data,63.963958740234375
qlib\qlib\rl\order_execution\simulator_simple.py,108.21141052246094,88.34335327148438,8.004326820373535,70.25474548339844,40.394840240478516,6.094685077667236,11.391153335571289,22.574596405029297,33.97850799560547,backtest,108.21141052246094
qlib\examples\data_demo\data_mem_resuse_demo.py,5.821967601776123,84.98274993896484,7.095047473907471,6.974254608154297,11.004457473754883,10.774322509765625,14.50676155090332,15.192590713500977,142.19754028320312,workflow,142.19754028320312
qlib\qlib\data\cache.py,12.569931030273438,117.9796371459961,47.367183685302734,82.00374603271484,75.2724838256836,24.84947967529297,30.016939163208008,35.55880355834961,65.97789764404297,data,117.9796371459961
qlib\qlib\contrib\report\data\ana.py,2.2401745319366455,72.91743469238281,7.860450267791748,5.373353958129883,36.72577667236328,9.80741024017334,10.32279109954834,12.026556968688965,15.877701759338379,data,72.91743469238281
qlib\examples\highfreq\highfreq_processor.py,2.0232977867126465,73.5146713256836,3.980099678039551,2.099783182144165,5.209066390991211,3.203778028488159,14.191437721252441,10.171303749084473,14.686812400817871,data,73.5146713256836
qlib\qlib\contrib\data\processor.py,2.281186103820801,74.55337524414062,3.042210578918457,4.34208345413208,22.458032608032227,6.48222017288208,11.039538383483887,10.363055229187012,18.782264709472656,data,74.55337524414062
qlib\qlib\rl\strategy\__init__.py,3.6284241676330566,0.0,1.0013008117675781,86.6097412109375,0.0,98.20487213134766,1.0013008117675781,5.94570779800415,7.3212785720825195,strategy,98.20487213134766
qlib\scripts\get_data.py,3.2397048473358154,65.40563201904297,3.4237849712371826,4.186580657958984,11.254316329956055,4.408907890319824,7.232298374176025,9.61220932006836,9.980127334594727,data,65.40563201904297
qlib\qlib\rl\data\pickle_styled.py,102.30735778808594,102.16636657714844,9.438997268676758,69.60189056396484,29.96942901611328,5.199258804321289,12.816473007202148,22.884765625,41.64011001586914,backtest,102.30735778808594
qlib\tests\misc\test_sepdf.py,1.0010271072387695,62.27751159667969,2.256809711456299,3.4846580028533936,4.8922882080078125,3.807429313659668,105.2437515258789,10.062397003173828,14.54712200164795,tests,105.2437515258789
qlib\qlib\model\riskmodel\base.py,3.2532291412353516,56.157283782958984,71.20721435546875,6.142918109893799,27.61490821838379,9.785868644714355,11.6385498046875,17.70726203918457,43.234989166259766,model,71.20721435546875
qlib\tests\rl\test_finite_env.py,5.082019329071045,59.072349548339844,10.186359405517578,66.392578125,29.59754180908203,6.202398300170898,103.8018798828125,12.258391380310059,44.825042724609375,tests,103.8018798828125
qlib\qlib\contrib\torch.py,1.001240611076355,68.98033905029297,2.557981491088867,1.001240611076355,4.2785491943359375,1.001240611076355,6.254482746124268,7.223929405212402,10.52342700958252,data,68.98033905029297
qlib\qlib\backtest\account.py,82.30867767333984,63.84115219116211,32.73709487915039,15.598482131958008,30.151927947998047,23.89044189453125,14.772671699523926,14.150995254516602,45.12754440307617,backtest,82.30867767333984
qlib\qlib\rl\order_execution\interpreter.py,4.031042098999023,86.9900894165039,7.04113245010376,72.95708465576172,48.266204833984375,5.298591613769531,9.35704517364502,18.840085983276367,32.369468688964844,data,86.9900894165039
qlib\qlib\contrib\model\pytorch_gats.py,6.933157444000244,114.16792297363281,112.8536376953125,39.06479263305664,53.62386703491211,26.158889770507812,78.45899963378906,76.3508529663086,65.9432373046875,data,114.16792297363281
qlib\tests\model\test_general_nn.py,3.171416759490967,86.73836517333984,84.9078369140625,6.326673984527588,21.940595626831055,13.338822364807129,143.876953125,18.124544143676758,29.474578857421875,tests,143.876953125
qlib\qlib\backtest\utils.py,76.74207305908203,76.85414123535156,3.6313297748565674,6.291375160217285,56.15868377685547,8.689311027526855,14.057098388671875,80.58824157714844,22.6122989654541,utils,80.58824157714844
qlib\qlib\contrib\model\pytorch_adarnn.py,9.772711753845215,116.98214721679688,106.40757751464844,49.01772689819336,59.342979431152344,24.178510665893555,70.37705993652344,79.71199798583984,64.82366943359375,data,116.98214721679688
qlib\qlib\rl\simulator.py,5.740713596343994,0.4393358826637268,1.00127375125885,84.8847885131836,0.0,1.2163790464401245,1.00127375125885,5.015395164489746,5.4717230796813965,rl,84.8847885131836
qlib\qlib\contrib\tuner\pipeline.py,106.88536834716797,82.41349029541016,24.84869384765625,4.605122089385986,64.57705688476562,9.513847351074219,33.48808288574219,21.813323974609375,45.21455001831055,backtest,106.88536834716797
