file_path,dsp,filter_bank,general,mir,best_module,best_likelihood
audioFlux\src\cepstrogram_algorithm.c,5.694643020629883,0.0,8.702383995056152,3.804511547088623,general,8.702383995056152
audioFlux\src\swt_algorithm.h,3.4650204181671143,0.0,4.8802642822265625,1.4133514165878296,general,4.8802642822265625
audioFlux\src\mir\timeStretch_algorithm.h,3.4617397785186768,0.0,4.874053955078125,78.24624633789062,mir,78.24624633789062
audioFlux\src\vector\flux_vectorOp.h,17.523357391357422,33.1114616394043,5.184291839599609,1.9768109321594238,filter_bank,33.1114616394043
audioFlux\include\ewt_algorithm.h,3.4650204181671143,0.0,4.8802642822265625,1.4133514165878296,general,4.8802642822265625
audioFlux\src\fst_algorithm.h,20.85311508178711,0.0,4.883402347564697,1.4148250818252563,dsp,20.85311508178711
audioFlux\src\flux_spectral.h,5.728529930114746,9.092260360717773,8.062699317932129,12.211265563964844,mir,12.211265563964844
audioFlux\include\pwt_algorithm.h,4.450613498687744,2.0,5.852992057800293,1.4005452394485474,general,5.852992057800293
audioFlux\src\dsp\flux_correct.c,109.00167846679688,21.43895721435547,3.7378668785095215,18.279869079589844,dsp,109.00167846679688
audioFlux\include\wsst_algorithm.h,4.452691078186035,2.8258633613586426,5.8569254875183105,1.4023921489715576,general,5.8569254875183105
audioFlux\src\filterbank\nsgt_filterBank.h,3.0,100.00193786621094,4.001887798309326,4.390109539031982,filter_bank,100.00193786621094
audioFlux\src\dsp\dct_algorithm.h,102.2386703491211,0.7086866497993469,4.8569254875183105,2.3473076820373535,dsp,102.2386703491211
audioFlux\include\track\tune_track.h,2.0,0.0,3.001804828643799,2.0825984477996826,general,3.001804828643799
audioFlux\src\mir\_queue.c,85.01371002197266,29.417728424072266,6.843622207641602,71.02484130859375,dsp,85.01371002197266
audioFlux\include\dsp\hilbert_algorithm.h,84.09021759033203,0.0,4.884453296661377,1.4153186082839966,dsp,84.09021759033203
audioFlux\src\dsp\filterDesign_fir.h,81.30514526367188,163.9687042236328,3.0018463134765625,51.44328689575195,filter_bank,163.9687042236328
