Project,Prec@10,Reca@10,F1@10,Prec@20,Reca@20,F1@20,Prec@30,Reca@30,F1@30,Prec@40,Reca@40,F1@40,Prec@50,Reca@50,F1@50,Prec@60,Reca@60,F1@60,Prec@70,Reca@70,F1@70,Prec@80,Reca@80,F1@80,Prec@90,Reca@90,F1@90
celery,0.0612,0.0316,0.0417,0.0727,0.0421,0.0533,0.0645,0.0421,0.0510,0.0781,0.0526,0.0629,0.1176,0.0842,0.0982,0.1200,0.0947,0.1059,0.1392,0.1158,0.1264,0.1744,0.1579,0.1657,0.3261,0.4737,0.3863
fastmcp,0.1538,0.1333,0.1429,0.1538,0.1333,0.1429,0.1538,0.1333,0.1429,0.1538,0.1333,0.1429,0.2143,0.2000,0.2069,0.2143,0.2000,0.2069,0.3125,0.3333,0.3226,0.3125,0.3333,0.3226,0.3478,0.5333,0.4211
lerobot,0.1579,0.1875,0.1714,0.1579,0.1875,0.1714,0.1579,0.1875,0.1714,0.1579,0.1875,0.1714,0.1579,0.1875,0.1714,0.1579,0.1875,0.1714,0.2381,0.3125,0.2703,0.3043,0.4375,0.3590,0.3276,0.5938,0.4222
qlib,0.0690,0.0588,0.0635,0.0678,0.0588,0.0630,0.0656,0.0588,0.0620,0.0746,0.0735,0.0741,0.0725,0.0735,0.0730,0.0706,0.0882,0.0784,0.0732,0.1324,0.0942,0.0735,0.1471,0.0980,0.0761,0.3235,0.1232
