file_path,Apps,BBB web,FSESL,FreeSWITCH,Redis DB,Redis PubSub,best_module,best_likelihood
bbb-common-web/src/main/java/org/bigbluebutton/api/model/request/MeetingRunning.java,11.889243125915527,74.69125366210938,0.20431649684906006,2.768364906311035,1.8310341835021973,1.2710070610046387,BBB web,74.69125366210938
bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/MeetingEndedConstraint.java,13.608154296875,74.7310562133789,1.630497694015503,8.107565879821777,1.8348647356033325,3.559296131134033,BBB web,74.7310562133789
bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/IDocConversionMsg.java,4.412805557250977,74.73766326904297,2.3218302726745605,2.165688991546631,0.0,5.717998027801514,BBB web,74.73766326904297
bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/Png2SvgConversionHandler.java,5.06204891204834,74.73429870605469,0.0,2.165194034576416,0.0,1.0741300582885742,BBB web,74.73429870605469
bbb-common-web/src/main/java/org/bigbluebutton/web/services/IStorageService.java,5.266434669494629,74.78398132324219,0.0,3.247076988220215,1.8114013671875,1.0717295408248901,BBB web,74.78398132324219
bbb-common-web/src/main/java/org/bigbluebutton/api/model/validator/IsBooleanValidator.java,10.385931015014648,74.66185760498047,0.21286135911941528,2.1541688442230225,0.0,1.2823410034179688,BBB web,74.66185760498047
bbb-common-web/src/main/java/org/bigbluebutton/api/LearningDashboardService.java,12.47601318359375,77.19393157958984,0.7787716388702393,7.340524196624756,2.7593483924865723,1.832517147064209,BBB web,77.19393157958984
bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/UserStatusChanged.java,15.356268882751465,74.67572784423828,3.2427449226379395,6.641005992889404,1.8320963382720947,7.340209484100342,BBB web,74.67572784423828
bigbluebutton-web/test/groovy/org/bigbluebutton/api/ParamsProcessorUtilTest.java,14.327862739562988,38.92449188232422,0.3283906579017639,5.555469512939453,0.0,2.3888463973999023,BBB web,38.92449188232422
bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/HeaderParser.java,5.784738540649414,36.23134994506836,77.29773712158203,84.12396240234375,0.16595765948295593,5.657845497131348,FreeSWITCH,84.12396240234375
