Project,Prec@10,Reca@10,F1@10,Prec@20,Reca@20,F1@20,Prec@30,Reca@30,F1@30,Prec@40,Reca@40,F1@40,Prec@50,Reca@50,F1@50,Prec@60,Reca@60,F1@60,Prec@70,Reca@70,F1@70,Prec@80,Reca@80,F1@80,Prec@90,Reca@90,F1@90
audioflux,0.3313,0.4186,0.3699,0.3316,0.5039,0.4000,0.3320,0.6434,0.4380,0.3355,0.8062,0.4738,0.3343,0.8605,0.4816,0.3333,0.8760,0.4829,0.3243,0.9225,0.4798,0.3038,0.9302,0.4580,0.2612,0.9457,0.4094
bgslibrary,0.0270,0.0182,0.0217,0.1250,0.2000,0.1538,0.1159,0.4364,0.1832,0.1189,0.5273,0.1940,0.1126,0.6000,0.1897,0.1087,0.6364,0.1857,0.1193,0.7636,0.2064,0.1216,0.8909,0.2140,0.0987,0.9455,0.1787
distributed_camera,0.1895,0.4737,0.2707,0.1394,0.9737,0.2438,0.1333,1.0000,0.2353,0.1313,1.0000,0.2321,0.1313,1.0000,0.2321,0.1313,1.0000,0.2321,0.1313,1.0000,0.2321,0.1313,1.0000,0.2321,0.1313,1.0000,0.2321
proxygen,0.2634,0.6207,0.3699,0.2789,0.8046,0.4142,0.2803,0.8506,0.4217,0.2770,0.8851,0.4219,0.0803,0.9540,0.1482,0.0634,1.0000,0.1193,0.0611,1.0000,0.1151,0.0586,1.0000,0.1108,0.0546,1.0000,0.1035
