Project,Prec@10,Reca@10,F1@10,Prec@20,Reca@20,F1@20,Prec@30,Reca@30,F1@30,Prec@40,Reca@40,F1@40,Prec@50,Reca@50,F1@50,Prec@60,Reca@60,F1@60,Prec@70,Reca@70,F1@70,Prec@80,Reca@80,F1@80,Prec@90,Reca@90,F1@90
audioflux,0.4890,0.4927,0.4908,0.5267,0.4927,0.5092,0.6109,0.4927,0.5455,0.7343,0.4927,0.5897,0.7720,0.4829,0.5941,0.7991,0.4829,0.6020,0.8313,0.4490,0.5830,0.8395,0.4003,0.5421,0.8138,0.2653,0.4001
bgslibrary,0.4289,0.4359,0.4324,0.4512,0.4359,0.4434,0.5131,0.4359,0.4714,0.5305,0.4309,0.4756,0.5580,0.4260,0.4832,0.5742,0.4220,0.4865,0.5773,0.4072,0.4776,0.5821,0.3816,0.4610,0.5767,0.3080,0.4016
distributed_camera,0.3124,0.2463,0.2754,0.3199,0.0487,0.0845,0.3571,0.0282,0.0522,0.4545,0.0282,0.0531,0.4545,0.0282,0.0531,0.4545,0.0282,0.0531,0.4545,0.0282,0.0531,0.4545,0.0282,0.0531,0.4545,0.0282,0.0531
proxygen,0.8655,0.8171,0.8406,0.8870,0.8171,0.8506,0.8932,0.8171,0.8535,0.9001,0.8171,0.8566,0.8621,0.4585,0.5986,0.8268,0.3002,0.4404,0.8250,0.2777,0.4156,0.8521,0.2618,0.4005,0.8458,0.2134,0.3408
