file_path,configs,datasets,environments,policies,robot_devices,best_module,best_likelihood
lerobot\tests\policies\vla_jepa\test_world_model.py,2.800694465637207,2.47507905960083,1.7396913766860962,80.29789733886719,0.9227050542831421,policies,80.29789733886719
lerobot\src\lerobot\cameras\zmq\configuration_zmq.py,11.652277946472168,5.876594543457031,3.8318657875061035,2.322305679321289,13.776309967041016,robot_devices,13.776309967041016
lerobot\src\lerobot\cameras\opencv\__init__.py,0.20662923157215118,0.20662923157215118,0.0,0.0,11.406723022460938,robot_devices,11.406723022460938
lerobot\tests\policies\rtc\test_rtc_relative_actions.py,31.597232818603516,6.6852850914001465,6.906791687011719,103.99917602539062,71.44612884521484,policies,103.99917602539062
lerobot\examples\lekiwi\replay.py,17.92169761657715,32.179908752441406,3.363503932952881,1.7225396633148193,58.864139556884766,robot_devices,58.864139556884766
lerobot\examples\so100_to_so100_EE\rollout.py,24.229785919189453,5.424943923950195,6.642570972442627,23.798776626586914,65.58688354492188,robot_devices,65.58688354492188
lerobot\src\lerobot\async_inference\robot_client.py,28.185985565185547,13.332046508789062,72.37103271484375,19.070419311523438,126.385986328125,robot_devices,126.385986328125
lerobot\tests\policies\pi0_pi05\test_pi05.py,27.335262298583984,37.794036865234375,7.260927200317383,97.91173553466797,31.375259399414062,policies,97.91173553466797
lerobot\tests\policies\test_gaussian_actor_config.py,28.379220962524414,37.78062438964844,6.194363117218018,88.93315124511719,28.477169036865234,policies,88.93315124511719
lerobot\tests\policies\lingbot_va\test_modules.py,12.304903984069824,14.230083465576172,8.45328140258789,88.60856628417969,29.95794105529785,policies,88.60856628417969
lerobot\tests\mocks\mock_serial_patch.py,3.680845022201538,3.076645851135254,3.1255037784576416,1.417729139328003,1.417729139328003,configs,3.680845022201538
lerobot\tests\policies\groot\test_groot_train_random_crop.py,14.78909969329834,9.17031192779541,4.1184587478637695,70.24116516113281,37.87881851196289,policies,70.24116516113281
lerobot\tests\policies\vla_jepa\test_vla_jepa.py,32.10098648071289,44.520938873291016,10.282485961914062,85.34940338134766,81.9793472290039,policies,85.34940338134766
lerobot\examples\omx\record_grab.py,12.749359130859375,49.914119720458984,5.419225692749023,6.028677940368652,74.68315124511719,robot_devices,74.68315124511719
lerobot\src\lerobot\configs\policies.py,81.45503997802734,22.390254974365234,10.510601997375488,93.33391571044922,93.07498931884766,policies,93.33391571044922
lerobot\tests\policies\vla_jepa\test_action_head.py,22.020978927612305,5.788613319396973,2.401214838027954,69.33815002441406,24.424715042114258,policies,69.33815002441406
lerobot\tests\processor\test_migration_detection.py,96.2547607421875,21.96380043029785,7.511759281158447,33.50297164916992,9.184551239013672,configs,96.2547607421875
lerobot\tests\fixtures\dataset_factories.py,12.385276794433594,112.48124694824219,9.598920822143555,7.7761101722717285,84.78787994384766,datasets,112.48124694824219
lerobot\tests\policies\test_gaussian_actor_policy.py,31.722471237182617,76.3444595336914,9.472975730895996,70.91471862792969,18.21802520751953,datasets,76.3444595336914
lerobot\tests\fixtures\files.py,8.249585151672363,99.21278381347656,7.416687488555908,4.885663032531738,3.3635942935943604,datasets,99.21278381347656
lerobot\tests\policies\pi0_pi05\test_pi0.py,26.507675170898438,37.146392822265625,7.116196632385254,93.3930435180664,32.02014923095703,policies,93.3930435180664
lerobot\src\lerobot\async_inference\__init__.py,0.20561665296554565,0.20561665296554565,0.0,0.0,9.236763954162598,robot_devices,9.236763954162598
lerobot\tests\policies\vla_jepa\conftest.py,23.7166690826416,12.9576997756958,3.048103094100952,84.46714782714844,32.36753845214844,policies,84.46714782714844
lerobot\examples\port_datasets\display_error_files.py,11.3749418258667,71.46381378173828,6.604886054992676,3.8289480209350586,5.084409713745117,datasets,71.46381378173828
lerobot\tests\datasets\test_quantiles_dataset_integration.py,3.6556625366210938,95.94717407226562,2.3782382011413574,2.7809739112854004,22.607765197753906,datasets,95.94717407226562
lerobot\tests\policies\test_relative_actions.py,4.822799205780029,85.06389617919922,5.205263614654541,73.9854736328125,7.968080520629883,datasets,85.06389617919922
lerobot\tests\policies\pi0_pi05\test_pi0_compile.py,18.970693588256836,4.040822982788086,3.953442335128784,82.95413208007812,33.6947135925293,policies,82.95413208007812
lerobot\tests\utils\test_hub.py,23.58766746520996,9.561980247497559,6.024970054626465,8.340333938598633,10.966193199157715,configs,23.58766746520996
lerobot\tests\policies\pi0_pi05\test_pi0_original_vs_lerobot.py,24.895967483520508,39.24699020385742,4.531713008880615,91.53431701660156,44.42308044433594,policies,91.53431701660156
lerobot\src\lerobot\annotations\steerable_pipeline\config.py,16.894817352294922,14.816510200500488,5.782988548278809,8.675026893615723,27.160181045532227,robot_devices,27.160181045532227
lerobot\tests\mocks\mock_feetech.py,1.8505678176879883,10.253653526306152,3.3933050632476807,5.471100807189941,1.1779229640960693,datasets,10.253653526306152
lerobot\src\lerobot\annotations\steerable_pipeline\validator.py,6.56158971786499,38.8286018371582,3.6110358238220215,5.6906023025512695,11.890610694885254,datasets,38.8286018371582
lerobot\tests\processor\test_batch_processor.py,21.194377899169922,12.466972351074219,5.196885585784912,11.95238208770752,81.03346252441406,robot_devices,81.03346252441406
lerobot\src\lerobot\cameras\zmq\camera_zmq.py,26.37876319885254,16.53340721130371,6.254764556884766,9.931135177612305,12.31606674194336,configs,26.37876319885254
lerobot\tests\mocks\mock_dynamixel.py,2.516599178314209,10.662623405456543,3.56056809425354,13.917725563049316,1.4183683395385742,policies,13.917725563049316
lerobot\examples\dataset\create_progress_videos.py,19.688222885131836,56.4180793762207,8.550955772399902,10.414974212646484,17.15325927734375,datasets,56.4180793762207
lerobot\tests\processor\test_policy_robot_bridge.py,22.907325744628906,6.742591857910156,8.820846557617188,26.078956604003906,62.73590850830078,robot_devices,62.73590850830078
lerobot\tests\processor\test_rename_processor.py,26.594837188720703,14.983915328979492,10.559699058532715,18.37666130065918,56.82945251464844,robot_devices,56.82945251464844
lerobot\examples\lekiwi\record.py,19.039621353149414,40.02620315551758,68.39781188964844,1.2147823572158813,64.38892364501953,environments,68.39781188964844
lerobot\examples\lekiwi\evaluate.py,25.214780807495117,45.26375961303711,86.49010467529297,24.16529655456543,94.53141784667969,robot_devices,94.53141784667969
lerobot\src\lerobot\annotations\steerable_pipeline\modules\general_vqa.py,25.31801986694336,35.07579803466797,7.967596530914307,7.23491096496582,16.446359634399414,datasets,35.07579803466797
lerobot\tests\policies\pi0_pi05\test_pi0_rtc.py,26.528507232666016,33.895263671875,4.723344326019287,84.19343566894531,32.386810302734375,policies,84.19343566894531
lerobot\examples\phone_to_so100\record.py,20.366073608398438,42.3904914855957,63.44762420654297,2.8936386108398438,73.22683715820312,robot_devices,73.22683715820312
lerobot\tests\processor\test_gaussian_actor_processor.py,25.458412170410156,18.93055534362793,5.721947193145752,21.50847816467285,32.34667205810547,robot_devices,32.34667205810547
lerobot\src\lerobot\annotations\steerable_pipeline\vlm_client.py,28.243816375732422,26.255863189697266,9.160423278808594,12.580399513244629,61.766563415527344,robot_devices,61.766563415527344
