file_path,IMBS,KDE,LBP_MRF,LBSP,MultiLayer,PBAS,SigmaDelta,T2F,TwoPoints,ViBe,VuMeter,general,lb,main,best_module,best_likelihood
bgslibrary\bgslibrary\algorithms\LBSP\BackgroundSubtractorPAWCS.cpp,2.3627424240112305,5.835809707641602,46.84787368774414,91.8964614868164,3.1957108974456787,3.5151548385620117,3.7262279987335205,30.283613204956055,5.696439266204834,19.52318572998047,4.3627424240112305,7.258017063140869,83.34268951416016,32.991233825683594,LBSP,91.8964614868164
bgslibrary\bgslibrary\algorithms\MultiLayer\blob.cpp,7.3118462562561035,2.924119472503662,30.212987899780273,3.0767428874969482,73.18303680419922,9.292290687561035,3.084152936935425,17.40589714050293,4.314650535583496,8.95477294921875,1.6220932006835938,84.61215209960938,8.032271385192871,59.894046783447266,general,84.61215209960938
bgslibrary\bgslibrary\algorithms\dp\Image.cpp,12.395028114318848,2.0,0.0,2.2851855754852295,1.1342049837112427,0.0,1.1342049837112427,0.0,3.327138662338257,1.1342049837112427,1.1342049837112427,3.4193906784057617,1.319064974784851,3.4193906784057617,IMBS,12.395028114318848
bgslibrary\bgslibrary\algorithms\LBP_MRF\MEHistogram.cpp,14.261808395385742,29.951351165771484,120.54983520507812,38.4345817565918,5.449404239654541,18.727144241333008,2.2079641819000244,30.281923294067383,5.080533504486084,16.0073299407959,2.2079641819000244,5.39335823059082,60.34671401977539,6.905734539031982,LBP_MRF,120.54983520507812
bgslibrary\bgslibrary\algorithms\DPTexture.h,18.19073486328125,0.4039110541343689,9.050495147705078,2.6008682250976562,1.1399662494659424,20.46749496459961,1.1399662494659424,1.8081392049789429,3.341182231903076,13.145350456237793,1.1399662494659424,3.6105847358703613,4.773740291595459,12.882533073425293,PBAS,20.46749496459961
bgslibrary\wrapper\matlab\mxtypes.h,0.41251635551452637,0.0,0.0,0.0,0.0,0.41251635551452637,0.41251635551452637,18.195032119750977,0.41251635551452637,0.41251635551452637,0.41251635551452637,0.0,3.5409438610076904,0.5134925246238708,T2F,18.195032119750977
bgslibrary\bgslibrary\algorithms\lb\BGModelFuzzySom.h,1.138593316078186,6.994394779205322,23.535327911376953,2.29451060295105,1.138593316078186,7.528561592102051,1.138593316078186,2.0,3.3378353118896484,1.138593316078186,1.138593316078186,3.569843053817749,101.52364349365234,3.7057225704193115,lb,101.52364349365234
bgslibrary\bgslibrary\algorithms\DPEigenbackground.cpp,19.279396057128906,10.92972469329834,10.274738311767578,6.3660101890563965,7.028829574584961,24.80069923400879,7.028829574584961,19.273595809936523,5.228780269622803,15.677212715148926,7.028829574584961,7.514233112335205,34.098060607910156,14.910813331604004,lb,34.098060607910156
bgslibrary\bgslibrary\algorithms\LBSP\LBSP.h,1.4773293733596802,0.0,48.544830322265625,108.64613342285156,1.1087291240692139,0.8944482803344727,1.4773293733596802,22.07887077331543,3.633638858795166,18.04951286315918,1.4773293733596802,3.5256905555725098,40.58521270751953,10.716326713562012,LBSP,108.64613342285156
bgslibrary\bgslibrary\algorithms\LBSP\BackgroundSubtractorLBSP.h,2.395413398742676,4.0,40.35836410522461,94.82195281982422,3.130889415740967,2.26452374458313,3.395413398742676,2.309678554534912,4.583580493927002,18.39659309387207,3.395413398742676,5.594357490539551,42.5601806640625,16.24778175354004,LBSP,94.82195281982422
