file_path,KDE,LBP_MRF,LBSP,MultiLayer,PBAS,SigmaDelta,T2F,TwoPoints,ViBe,VuMeter,dp,general,lb,main,best_module,best_likelihood
bgslibrary\bgslibrary\algorithms\IndependentMultimodal.cpp,11.92281723022461,11.418586730957031,6.76550817489624,7.455223560333252,17.142452239990234,7.455223560333252,4.283283710479736,5.417426586151123,3.2010440826416016,7.455223560333252,5.433800220489502,7.911558628082275,7.685369968414307,13.94032096862793,PBAS,17.142452239990234
bgslibrary\bgslibrary\algorithms\T2F\T2FMRF.cpp,13.984310150146484,59.67321014404297,6.962484836578369,10.412599563598633,31.57223892211914,7.138233184814453,269.5458679199219,5.304892063140869,16.4547176361084,7.138233184814453,152.41917419433594,7.5931549072265625,82.32170104980469,15.594919204711914,T2F,269.5458679199219
bgslibrary\bgslibrary\algorithms\lb\BGModelSom.h,7.919605731964111,31.7924861907959,2.324472665786743,1.1526930332183838,8.923226356506348,1.1526930332183838,21.46285629272461,3.3722052574157715,1.1526930332183838,1.1526930332183838,1.3957980871200562,3.639235734939575,104.76532745361328,3.8002870082855225,lb,104.76532745361328
bgslibrary\bgslibrary\algorithms\LBAdaptiveSOM.cpp,11.697787284851074,32.34658432006836,6.675207138061523,7.362216949462891,16.227354049682617,7.362216949462891,4.222947120666504,5.375824451446533,17.746368408203125,7.362216949462891,5.3677849769592285,7.823068618774414,98.77555084228516,15.83049201965332,lb,98.77555084228516
bgslibrary\bgslibrary\algorithms\LBP_MRF.h,0.4092627167701721,157.6343994140625,48.26165008544922,6.913845062255859,29.880882263183594,4.034106254577637,26.8968505859375,3.376286745071411,1.154367446899414,4.034106254577637,1.3426589965820312,3.670689821243286,74.06177520751953,11.731864929199219,LBP_MRF,157.6343994140625
bgslibrary\bgslibrary\algorithms\TwoPoints.cpp,6.565438747406006,12.680816650390625,7.059118747711182,5.751384735107422,21.977157592773438,2.5268020629882812,3.4114692211151123,151.78167724609375,2.5268020629882812,2.5268020629882812,6.39892578125,5.168972015380859,6.143261909484863,15.544788360595703,TwoPoints,151.78167724609375
bgslibrary\gui\mfc\src\targetver.h,0.0,12.317811012268066,0.0,0.0,0.0,0.0,0.3421614170074463,0.0,0.0,0.0,0.0,0.0,1.2628661394119263,0.0,LBP_MRF,12.317811012268066
bgslibrary\bgslibrary\algorithms\MultiLayer\BlobLibraryConfiguration.h,0.0,0.0,2.3118412494659424,110.90232849121094,0.0,1.1467487812042236,0.0,3.357715368270874,1.1467487812042236,1.1467487812042236,1.1467487812042236,3.458590030670166,1.1650924682617188,3.458590030670166,MultiLayer,110.90232849121094
bgslibrary\bgslibrary\algorithms\LBSP\LBSP_.cpp,16.41301155090332,53.412166595458984,107.97116088867188,1.0947792530059814,1.7987611293792725,1.4723217487335205,25.851093292236328,3.608576774597168,18.259357452392578,1.4723217487335205,2.382277727127075,3.613276958465576,40.975730895996094,14.527207374572754,LBSP,107.97116088867188
bgslibrary\bgslibrary\algorithms\LBSP\BackgroundSubtractorLOBSTER.h,4.0,42.674861907958984,111.87800598144531,3.147881031036377,4.255871772766113,5.60376501083374,2.184067726135254,4.727210998535156,19.027889251708984,3.5146169662475586,3.331948757171631,5.646195888519287,78.53510284423828,12.418450355529785,LBSP,111.87800598144531
