file_path,backtest,contrib,data,model,run,strategy,tests,utils,workflow,best_module,best_likelihood
qlib\tests\data_mid_layer_tests\test_handler_storage.py,5.218883514404297,9.695267677307129,85.03660583496094,10.774847030639648,15.373172760009766,6.345532417297363,107.81453704833984,16.193620681762695,22.187007904052734,tests,107.81453704833984
qlib\qlib\contrib\strategy\optimizer\enhanced_indexing.py,5.649245738983154,62.30741882324219,15.98387336730957,16.316287994384766,11.12266731262207,85.47206115722656,7.32025146484375,10.974434852600098,21.195772171020508,strategy,85.47206115722656
qlib\qlib\rl\reward.py,8.475139617919922,4.197549819946289,1.3920254707336426,1.752588152885437,0.0,2.9482221603393555,1.0012303590774536,5.278863906860352,14.547369003295898,workflow,14.547369003295898
qlib\tests\ops\test_special_ops.py,6.158468246459961,9.922706604003906,82.6025161743164,4.831445693969727,7.228592395782471,9.630163192749023,110.12387084960938,12.681365013122559,22.380538940429688,tests,110.12387084960938
qlib\qlib\contrib\model\pytorch_lstm.py,6.9362406730651855,72.45962524414062,90.11287689208984,100.48499298095703,44.72506332397461,24.37854766845703,79.68511199951172,76.98261260986328,54.55656433105469,model,100.48499298095703
qlib\examples\benchmarks_dynamic\baseline\rolling_benchmark.py,7.851900100708008,32.78138732910156,78.44645690917969,67.55579376220703,11.154022216796875,14.480888366699219,17.68666648864746,22.543407440185547,132.94700622558594,workflow,132.94700622558594
qlib\qlib\workflow\task\collect.py,8.022275924682617,11.968488693237305,13.175179481506348,16.481830596923828,15.431801795959473,15.481101989746094,11.66636848449707,18.012224197387695,146.79403686523438,workflow,146.79403686523438
qlib\qlib\rl\utils\log.py,4.877406120300293,14.331934928894043,54.13062286376953,13.629339218139648,22.380584716796875,14.693111419677734,12.256765365600586,71.33222961425781,41.97071838378906,utils,71.33222961425781
qlib\qlib\backtest\report.py,63.529266357421875,19.63420295715332,100.82172393798828,25.209840774536133,32.130828857421875,25.48665428161621,46.06436538696289,28.662059783935547,45.37717056274414,data,100.82172393798828
qlib\qlib\contrib\data\__init__.py,1.001301884651184,64.41008758544922,63.963958740234375,1.001301884651184,3.9977474212646484,1.001301884651184,4.999049186706543,6.7972517013549805,8.730030059814453,contrib,64.41008758544922
qlib\qlib\rl\order_execution\simulator_simple.py,108.21141052246094,12.050382614135742,88.34335327148438,7.432482719421387,40.394840240478516,5.315434455871582,11.391153335571289,23.078704833984375,33.97850799560547,backtest,108.21141052246094
qlib\examples\data_demo\data_mem_resuse_demo.py,5.821967601776123,16.596460342407227,84.47331237792969,6.5714430809021,10.395767211914062,10.774322509765625,14.50676155090332,15.644883155822754,142.19754028320312,workflow,142.19754028320312
qlib\qlib\data\cache.py,12.569931030273438,22.01628303527832,117.9326400756836,45.77305221557617,75.60407257080078,25.411287307739258,30.016939163208008,36.068355560302734,65.97789764404297,data,117.9326400756836
qlib\qlib\contrib\report\data\ana.py,2.2401745319366455,59.614288330078125,72.65509033203125,7.860450267791748,36.72577667236328,9.76523494720459,10.32279109954834,12.026556968688965,15.877701759338379,data,72.65509033203125
qlib\examples\highfreq\highfreq_processor.py,2.0232977867126465,9.783923149108887,73.5146713256836,3.980099678039551,5.209066390991211,3.1360344886779785,14.191437721252441,10.652508735656738,14.686812400817871,data,73.5146713256836
qlib\qlib\contrib\data\processor.py,2.281186103820801,60.25893020629883,74.55337524414062,3.042210578918457,22.458032608032227,6.460906982421875,11.039538383483887,10.7076416015625,18.782264709472656,data,74.55337524414062
qlib\qlib\rl\strategy\__init__.py,3.6284241676330566,5.94570779800415,0.0,1.0013008117675781,0.0,98.20487213134766,1.0013008117675781,5.94570779800415,7.3212785720825195,strategy,98.20487213134766
qlib\scripts\get_data.py,3.2397048473358154,6.6647233963012695,65.40563201904297,2.5639517307281494,11.254316329956055,5.1080169677734375,7.232298374176025,9.61220932006836,10.679235458374023,data,65.40563201904297
qlib\qlib\rl\data\pickle_styled.py,102.30735778808594,13.037714004516602,101.60881805419922,7.960189342498779,29.528329849243164,5.1823248863220215,12.816473007202148,23.392229080200195,41.181209564208984,backtest,102.30735778808594
qlib\tests\misc\test_sepdf.py,1.0010271072387695,7.099628925323486,62.27751159667969,2.256809711456299,4.8922882080078125,3.807429313659668,105.2437515258789,10.062397003173828,14.54712200164795,tests,105.2437515258789
qlib\qlib\model\riskmodel\base.py,3.2532291412353516,18.316814422607422,56.157283782958984,70.68013763427734,27.138721466064453,9.785868644714355,11.6385498046875,17.70726203918457,43.234989166259766,model,70.68013763427734
qlib\tests\rl\test_finite_env.py,5.082019329071045,10.946786880493164,59.072349548339844,10.186359405517578,29.59754180908203,6.183948040008545,103.8018798828125,12.258391380310059,44.825042724609375,tests,103.8018798828125
qlib\qlib\contrib\torch.py,1.001240611076355,63.07352828979492,68.98033905029297,2.557981491088867,4.2785491943359375,1.001240611076355,6.254482746124268,7.223929405212402,10.52342700958252,data,68.98033905029297
qlib\qlib\backtest\account.py,82.30867767333984,15.178595542907715,63.84115219116211,30.183029174804688,29.94783592224121,23.89044189453125,14.772671699523926,14.653889656066895,44.33583068847656,backtest,82.30867767333984
qlib\qlib\rl\order_execution\interpreter.py,4.031042098999023,9.604872703552246,86.9900894165039,6.586231708526611,48.266204833984375,5.077611446380615,9.35704517364502,19.233909606933594,32.369468688964844,data,86.9900894165039
qlib\qlib\contrib\model\pytorch_gats.py,6.933157444000244,71.55460357666016,114.16792297363281,112.8536376953125,53.62386703491211,26.754634857177734,78.45899963378906,76.3508529663086,66.09346008300781,data,114.16792297363281
qlib\tests\model\test_general_nn.py,3.171416759490967,74.94991302490234,86.73836517333984,84.9078369140625,21.347557067871094,11.27399730682373,143.876953125,18.537948608398438,28.947006225585938,tests,143.876953125
qlib\qlib\backtest\utils.py,76.74207305908203,14.24700927734375,76.85414123535156,3.6313297748565674,56.15868377685547,8.654924392700195,14.057098388671875,81.10694122314453,22.6122989654541,utils,81.10694122314453
qlib\qlib\contrib\model\pytorch_adarnn.py,9.772711753845215,68.27566528320312,117.13994598388672,106.0513916015625,59.39937973022461,24.975343704223633,70.37705993652344,79.61665344238281,64.52687072753906,data,117.13994598388672
qlib\qlib\rl\simulator.py,5.740713596343994,4.758212566375732,0.4393358826637268,1.00127375125885,0.0,1.2163790464401245,1.00127375125885,5.015395164489746,5.4717230796813965,backtest,5.740713596343994
qlib\qlib\contrib\tuner\pipeline.py,106.88536834716797,67.48222351074219,81.97032928466797,24.393205642700195,64.57705688476562,9.481571197509766,33.48808288574219,22.294416427612305,44.03692626953125,backtest,106.88536834716797
qlib\qlib\contrib\model\catboost_model.py,4.2484025955200195,69.89107513427734,79.38285827636719,85.1153564453125,13.521891593933105,13.625744819641113,75.20195007324219,15.33586597442627,50.649986267089844,model,85.1153564453125
qlib\qlib\contrib\eva\alpha.py,1.3110554218292236,64.27862548828125,69.391357421875,14.599814414978027,20.7806339263916,9.082931518554688,9.236461639404297,16.28865623474121,20.003742218017578,data,69.391357421875
qlib\scripts\collect_info.py,4.763883113861084,5.068728923797607,17.117168426513672,3.032602548599243,11.9383544921875,5.905905723571777,5.863111972808838,9.994905471801758,6.623030662536621,data,17.117168426513672
qlib\examples\online_srv\online_management_simulate.py,113.61854553222656,35.417659759521484,68.14295196533203,11.801177024841309,31.75857162475586,113.60043334960938,45.076263427734375,24.897798538208008,141.38772583007812,workflow,141.38772583007812
qlib\qlib\contrib\model\pytorch_add.py,5.429566860198975,66.77693176269531,101.87944793701172,117.08757781982422,63.94973373413086,25.792638778686523,66.9975814819336,69.3055191040039,72.40573120117188,model,117.08757781982422
qlib\qlib\contrib\model\pytorch_tabnet.py,12.832258224487305,66.1628189086914,88.09809112548828,105.36624908447266,43.383358001708984,27.08672523498535,73.45109558105469,74.5500259399414,56.120201110839844,model,105.36624908447266
qlib\tests\rolling_tests\test_update_pred.py,7.122813701629639,25.74085235595703,84.54441833496094,91.5840072631836,7.892840385437012,18.27417755126953,115.77265167236328,23.69036293029785,195.81988525390625,workflow,195.81988525390625
qlib\scripts\check_dump_bin.py,16.61196517944336,13.652990341186523,86.97319030761719,9.720026016235352,42.32130813598633,12.508533477783203,22.956819534301758,28.192604064941406,20.808212280273438,data,86.97319030761719
qlib\qlib\contrib\model\__init__.py,3.3250863552093506,66.93370819091797,7.962341785430908,95.55050659179688,13.474479675292969,9.172700881958008,3.391594886779785,7.98480224609375,18.817394256591797,model,95.55050659179688
qlib\qlib\utils\index_data.py,4.80282735824585,15.214344024658203,91.10197448730469,5.907876968383789,51.189964294433594,7.7205424308776855,20.727710723876953,76.9015884399414,28.417526245117188,data,91.10197448730469
qlib\qlib\data\ops.py,9.291021347045898,24.40323257446289,70.473876953125,21.688247680664062,44.324684143066406,23.222518920898438,32.29597091674805,17.797285079956055,41.5371208190918,data,70.473876953125
qlib\qlib\data\storage\__init__.py,1.4104183912277222,3.7253358364105225,67.27139282226562,1.0012961626052856,3.990036964416504,1.0012961626052856,5.9913330078125,5.055347919464111,12.147467613220215,data,67.27139282226562
qlib\qlib\utils\serial.py,4.241159915924072,9.216103553771973,13.960273742675781,3.922726631164551,2.3842785358428955,7.035892963409424,3.844536304473877,76.66951751708984,9.933794975280762,utils,76.66951751708984
qlib\examples\online_srv\update_online_pred.py,8.201518058776855,24.06081199645996,75.1301040649414,21.28068733215332,10.235674858093262,18.71735954284668,19.458179473876953,18.812715530395508,191.1141815185547,workflow,191.1141815185547
qlib\qlib\rl\utils\env_wrapper.py,2.8044209480285645,13.24301815032959,2.665073871612549,18.40622901916504,60.78181838989258,10.063542366027832,8.074212074279785,93.08139038085938,19.980602264404297,utils,93.08139038085938
qlib\examples\benchmarks\TFT\expt_settings\configs.py,4.653459548950195,22.55950355529785,81.21186065673828,89.6554946899414,12.106986045837402,9.112363815307617,12.423933982849121,13.161812782287598,41.746707916259766,model,89.6554946899414
qlib\qlib\model\riskmodel\shrink.py,3.0421857833862305,7.189413070678711,22.136627197265625,56.489036560058594,18.25905990600586,7.669185638427734,9.809669494628906,10.010899543762207,18.414493560791016,model,56.489036560058594
qlib\qlib\rl\trainer\trainer.py,8.450634002685547,14.310042381286621,22.728130340576172,17.788639068603516,77.80026245117188,18.930206298828125,45.086769104003906,19.64101791381836,43.13322830200195,run,77.80026245117188
qlib\qlib\contrib\report\__init__.py,16.52203369140625,67.61569213867188,1.4070649147033691,70.62239074707031,0.48394185304641724,5.429525375366211,2.503692150115967,5.29860258102417,24.58913230895996,model,70.62239074707031
qlib\tests\rl\test_saoe_simple.py,101.25686645507812,15.826019287109375,84.40837860107422,6.103634357452393,28.52455711364746,78.46418762207031,94.50170135498047,27.521333694458008,49.1187858581543,backtest,101.25686645507812
qlib\qlib\data\pit.py,1.9058730602264404,12.78700065612793,68.86734771728516,19.21892547607422,30.78277587890625,13.659387588500977,16.045543670654297,13.94998836517334,19.960933685302734,data,68.86734771728516
qlib\qlib\contrib\model\pytorch_gats_ts.py,6.7047295570373535,71.20158386230469,119.55237579345703,110.60474395751953,54.96601486206055,26.379783630371094,72.7164077758789,76.01661682128906,70.65666961669922,data,119.55237579345703
qlib\tests\test_contrib_model.py,3.412733316421509,70.98831939697266,0.0,98.03119659423828,78.40778350830078,8.55273723602295,106.88605499267578,11.185929298400879,23.958303451538086,tests,106.88605499267578
qlib\examples\highfreq\highfreq_ops.py,1.5156258344650269,8.178810119628906,16.915245056152344,2.075853109359741,10.331955909729004,2.5555830001831055,11.67945671081543,6.372952938079834,11.302163124084473,data,16.915245056152344
qlib\examples\benchmarks\LightGBM\multi_freq_handler.py,6.67560338973999,15.990276336669922,79.48234558105469,7.295901298522949,9.754476547241211,3.7373547554016113,15.420945167541504,13.77902603149414,19.358722686767578,data,79.48234558105469
qlib\qlib\rl\data\base.py,1.0012565851211548,8.36638355255127,77.14610290527344,4.6603546142578125,13.078642845153809,2.433166265487671,6.6196794509887695,13.356772422790527,16.338703155517578,data,77.14610290527344
qlib\qlib\rl\trainer\callbacks.py,7.6324872970581055,19.48029136657715,68.49281311035156,91.19501495361328,20.557849884033203,15.855570793151855,71.83718872070312,19.127117156982422,67.12588500976562,model,91.19501495361328
qlib\qlib\rl\aux_info.py,8.751373291015625,4.423840045928955,0.4393358826637268,1.00127375125885,7.743793964385986,3.9834253787994385,1.00127375125885,4.663630962371826,9.715209007263184,workflow,9.715209007263184
qlib\qlib\data\dataset\processor.py,6.240853786468506,10.576587677001953,78.94371032714844,19.286191940307617,31.06366729736328,12.857010841369629,23.090940475463867,22.041278839111328,38.728763580322266,data,78.94371032714844
qlib\qlib\contrib\model\pytorch_gru_ts.py,6.745408058166504,73.98492431640625,95.5193099975586,100.43073272705078,52.678436279296875,24.46084976196289,71.06271362304688,79.39385223388672,61.516700744628906,model,100.43073272705078
qlib\examples\benchmarks\TFT\data_formatters\base.py,14.91035270690918,13.437647819519043,84.65179443359375,14.774247169494629,26.65961265563965,8.384899139404297,13.832152366638184,15.233875274658203,35.02708435058594,data,84.65179443359375
qlib\qlib\rl\data\__init__.py,1.001301884651184,5.98546028137207,63.963958740234375,1.001301884651184,3.9977474212646484,1.001301884651184,4.999049186706543,7.318042755126953,8.730030059814453,data,63.963958740234375
qlib\qlib\contrib\model\pytorch_gru.py,6.874512672424316,72.68053436279297,89.83931732177734,100.56436920166016,53.9990234375,24.502992630004883,77.59703826904297,76.1828842163086,60.00838088989258,model,100.56436920166016
qlib\examples\data_demo\data_cache_demo.py,6.157810688018799,19.385089874267578,85.46482849121094,6.4249186515808105,87.73253631591797,10.328680038452148,15.190349578857422,18.259178161621094,132.94383239746094,workflow,132.94383239746094
qlib\examples\benchmarks\TFT\tft.py,18.948692321777344,33.900936126708984,106.19207763671875,110.22125244140625,57.174739837646484,27.866273880004883,83.29304504394531,86.52055358886719,82.96996307373047,model,110.22125244140625
qlib\qlib\data\dataset\storage.py,2.08959698677063,10.612034797668457,73.33519744873047,21.034915924072266,17.26805305480957,16.881223678588867,9.043379783630371,12.752714157104492,29.15960693359375,data,73.33519744873047
qlib\qlib\contrib\data\utils\sepdf.py,3.9662439823150635,62.54969024658203,65.15234375,5.860074520111084,17.794179916381836,11.995833396911621,12.755897521972656,79.56627655029297,16.457948684692383,utils,79.56627655029297
qlib\qlib\rl\contrib\utils.py,3.1102278232574463,67.52375793457031,72.08061218261719,2.2782351970672607,7.796684265136719,2.394688844680786,8.40733814239502,90.70970916748047,11.587924003601074,utils,90.70970916748047
qlib\examples\hyperparameter\LightGBM\hyperparameter_360.py,2.3929038047790527,83.24737548828125,90.96778106689453,95.32901000976562,26.973312377929688,16.773433685302734,15.774372100830078,18.34318733215332,45.32219696044922,model,95.32901000976562
qlib\qlib\backtest\backtest.py,111.42589569091797,11.528213500976562,66.30784606933594,8.487922668457031,12.495109558105469,131.03933715820312,10.627452850341797,15.518240928649902,35.76311492919922,strategy,131.03933715820312
qlib\qlib\rl\trainer\__init__.py,97.2811508178711,7.881863117218018,0.0,1.0012942552566528,0.0,2.8089423179626465,1.0012942552566528,5.881863117218018,12.21670150756836,backtest,97.2811508178711
qlib\qlib\data\_libs\__init__.py,1.0018759965896606,3.7315545082092285,63.963958740234375,1.0018759965896606,3.9977474212646484,1.0018759965896606,4.9996232986450195,5.064136981964111,8.731178283691406,data,63.963958740234375
qlib\qlib\utils\mod.py,3.5817883014678955,17.028194427490234,20.132225036621094,40.860679626464844,12.202713012695312,14.081713676452637,10.88290786743164,110.17973327636719,16.857702255249023,utils,110.17973327636719
qlib\qlib\backtest\signal.py,103.27410888671875,13.234588623046875,67.53652954101562,81.96747589111328,4.831812381744385,11.416800498962402,26.08974266052246,15.150121688842773,35.48508071899414,backtest,103.27410888671875
qlib\examples\benchmarks\TFT\data_formatters\qlib_Alpha158.py,16.788774490356445,25.72801399230957,100.58172607421875,82.6820297241211,19.170026779174805,18.333200454711914,49.331695556640625,101.24996185302734,57.243995666503906,utils,101.24996185302734
qlib\qlib\rl\contrib\__init__.py,1.001301884651184,63.99940490722656,0.0,1.001301884651184,0.0,1.001301884651184,1.001301884651184,5.05398416519165,2.067117214202881,contrib,63.99940490722656
qlib\scripts\data_collector\index.py,4.787899017333984,16.219423294067383,97.76959228515625,21.42661476135254,34.23165512084961,10.166205406188965,13.672553062438965,22.338844299316406,32.30082702636719,data,97.76959228515625
qlib\examples\orderbook_data\create_dataset.py,10.036959648132324,16.952049255371094,112.1291275024414,26.679487228393555,28.358205795288086,10.567916870117188,30.045848846435547,30.916181564331055,38.73063278198242,data,112.1291275024414
qlib\qlib\data\storage\file_storage.py,10.973336219787598,27.82262420654297,94.4941635131836,35.490760803222656,37.06244659423828,17.23876953125,26.727643966674805,30.85870933532715,35.59248733520508,data,94.4941635131836
qlib\qlib\model\riskmodel\structured.py,3.1440088748931885,19.664175033569336,13.627412796020508,77.2499008178711,20.93596649169922,6.286684513092041,6.146504878997803,10.538802146911621,25.701351165771484,model,77.2499008178711
qlib\examples\portfolio\prepare_riskdata.py,4.0601935386657715,20.653013229370117,86.64767456054688,27.179157257080078,14.852287292480469,13.21971607208252,14.04838752746582,18.116548538208008,26.88088607788086,data,86.64767456054688
qlib\qlib\contrib\report\graph.py,2.941896677017212,68.12567138671875,79.00993347167969,37.38524627685547,24.07002067565918,10.203878402709961,11.28786849975586,17.784799575805664,26.024883270263672,data,79.00993347167969
qlib\examples\rl_order_execution\scripts\gen_training_orders.py,85.25138854980469,21.49416160583496,96.76055145263672,13.176668167114258,33.535614013671875,13.239412307739258,50.75777053833008,19.67218589782715,41.88513946533203,data,96.76055145263672
qlib\qlib\utils\resam.py,2.884904146194458,8.601195335388184,77.67957305908203,4.974502086639404,24.615400314331055,7.753623008728027,18.174245834350586,76.35931396484375,25.959613800048828,data,77.67957305908203
qlib\qlib\data\__init__.py,1.0012565851211548,3.68730092048645,64.00932312011719,3.0012564659118652,3.938082695007324,1.0012565851211548,4.9393391609191895,4.999995231628418,8.626640319824219,data,64.00932312011719
qlib\qlib\contrib\model\pytorch_tcts.py,15.84541130065918,74.66098022460938,93.72096252441406,130.22265625,55.60383605957031,24.36297035217285,92.6130599975586,86.81073760986328,67.29573059082031,model,130.22265625
qlib\qlib\model\riskmodel\__init__.py,1.5804654359817505,3.802980899810791,0.0,65.80133819580078,0.4343756139278412,4.028384208679199,1.4356735944747925,3.22381329536438,9.265740394592285,model,65.80133819580078
qlib\qlib\contrib\model\gbdt.py,11.567317008972168,71.92807006835938,76.23629760742188,92.9991683959961,15.227167129516602,15.633439064025879,73.82862091064453,17.620603561401367,53.367496490478516,model,92.9991683959961
qlib\examples\benchmarks\TFT\libs\__init__.py,1.0017203092575073,6.173151016235352,0.0,1.0017203092575073,0.0,1.0017203092575073,5.664863586425781,1.0661503076553345,2.067870616912842,contrib,6.173151016235352
qlib\qlib\rl\__init__.py,1.0012969970703125,3.3117854595184326,0.0,1.0012969970703125,0.0,1.0012969970703125,1.0012969970703125,3.3117854595184326,4.8902459144592285,workflow,4.8902459144592285
qlib\qlib\utils\__init__.py,12.590003967285156,42.047367095947266,130.7574920654297,48.65742492675781,113.59408569335938,33.334869384765625,38.28459167480469,98.91716003417969,90.17321014404297,data,130.7574920654297
qlib\examples\benchmarks\TRA\src\model.py,12.43416976928711,29.567855834960938,96.17935943603516,106.66638946533203,62.989322662353516,32.38834762573242,81.8310317993164,26.113401412963867,69.57820129394531,model,106.66638946533203
qlib\qlib\model\base.py,2.1347765922546387,9.057971000671387,52.48127365112305,94.97762298583984,3.7490265369415283,6.004587173461914,51.590110778808594,12.17337417602539,25.235458374023438,model,94.97762298583984
qlib\qlib\contrib\report\analysis_position\risk_analysis.py,9.508556365966797,65.46746826171875,91.74740600585938,17.341955184936523,12.171826362609863,6.1595458984375,13.125691413879395,15.014439582824707,31.81825828552246,data,91.74740600585938
