file_path,configs,environments,policies,robot_devices,utilities,best_module,best_likelihood
lerobot\src\lerobot\cameras\opencv\__init__.py,0.0,0.0,0.0,6.328607082366943,0.0,robot_devices,6.328607082366943
lerobot\examples\lekiwi\replay.py,19.465953826904297,3.5612986087799072,1.7881443500518799,47.024105072021484,6.591983795166016,robot_devices,47.024105072021484
lerobot\src\lerobot\robots\openarm_follower\config_openarm_follower.py,16.606470108032227,4.2558817863464355,1.4647057056427002,55.40785217285156,3.801220655441284,robot_devices,55.40785217285156
lerobot\src\lerobot\robots\hope_jr\hope_jr_hand.py,68.86302947998047,4.762456893920898,6.792899131774902,68.76880645751953,12.263940811157227,configs,68.86302947998047
lerobot\src\lerobot\envs\robomme.py,3.8524975776672363,5.782740116119385,4.687378406524658,3.3278586864471436,9.386702537536621,utilities,9.386702537536621
lerobot\src\lerobot\async_inference\robot_client.py,29.428396224975586,84.07918548583984,20.44353485107422,117.12863159179688,18.1643123626709,robot_devices,117.12863159179688
lerobot\tests\policies\pi0_pi05\test_pi05.py,28.168378829956055,8.252217292785645,96.1381607055664,34.8829345703125,11.299468040466309,policies,96.1381607055664
lerobot\src\lerobot\utils\robot_utils.py,1.5974217653274536,2.244473457336426,1.2133539915084839,50.463314056396484,2.843553066253662,robot_devices,50.463314056396484
lerobot\src\lerobot\motors\dynamixel\__init__.py,0.0,0.0,0.0,6.7647624015808105,0.0,robot_devices,6.7647624015808105
lerobot\tests\policies\test_gaussian_actor_config.py,29.224956512451172,6.683562278747559,86.94929504394531,32.03150939941406,13.772926330566406,policies,86.94929504394531
lerobot\tests\policies\lingbot_va\test_modules.py,13.331231117248535,9.75468635559082,86.8505630493164,33.57915496826172,17.69868278503418,policies,86.8505630493164
lerobot\src\lerobot\policies\molmoact2\configuration_molmoact2.py,29.74942970275879,10.085139274597168,91.29581451416016,17.2822208404541,16.880382537841797,policies,91.29581451416016
lerobot\src\lerobot\utils\io_utils.py,2.59244441986084,0.0,4.197936058044434,3.514460802078247,7.611016750335693,utilities,7.611016750335693
lerobot\tests\policies\groot\test_groot_train_random_crop.py,15.685437202453613,4.590809345245361,67.68891143798828,36.02928924560547,12.181361198425293,policies,67.68891143798828
lerobot\tests\policies\vla_jepa\test_vla_jepa.py,34.067203521728516,11.80253791809082,86.41580963134766,69.9345703125,19.566364288330078,policies,86.41580963134766
lerobot\src\lerobot\motors\robstride\robstride.py,8.977155685424805,9.095102310180664,11.398260116577148,32.66628646850586,20.745023727416992,robot_devices,32.66628646850586
lerobot\examples\omx\record_grab.py,14.872820854187012,6.383330821990967,6.408876419067383,57.11311340332031,14.712846755981445,robot_devices,57.11311340332031
lerobot\src\lerobot\configs\policies.py,86.12486267089844,11.735660552978516,95.58574676513672,87.57445526123047,23.43683433532715,policies,95.58574676513672
lerobot\tests\processor\test_migration_detection.py,99.42981719970703,8.140180587768555,34.2050666809082,6.165505886077881,14.769488334655762,configs,99.42981719970703
lerobot\tests\policies\test_gaussian_actor_policy.py,32.94093704223633,10.302682876586914,71.47362518310547,8.872132301330566,18.120410919189453,policies,71.47362518310547
lerobot\tests\fixtures\files.py,8.780177116394043,8.516545295715332,4.3326873779296875,3.6336922645568848,15.87020206451416,utilities,15.87020206451416
lerobot\tests\policies\pi0_pi05\test_pi0.py,27.689950942993164,8.076918601989746,90.17638397216797,35.422874450683594,10.301556587219238,policies,90.17638397216797
lerobot\src\lerobot\async_inference\__init__.py,0.0,0.0,0.0,3.86053204536438,2.6868274211883545,robot_devices,3.86053204536438
lerobot\tests\conftest.py,11.96607780456543,7.358404636383057,18.109745025634766,38.53102493286133,15.420727729797363,robot_devices,38.53102493286133
lerobot\tests\policies\vla_jepa\conftest.py,24.017812728881836,3.864633798599243,82.78184509277344,35.816402435302734,9.404706001281738,policies,82.78184509277344
lerobot\src\lerobot\robots\so_follower\so_follower.py,71.14411926269531,9.300712585449219,8.96766185760498,71.31280517578125,21.10391616821289,robot_devices,71.31280517578125
lerobot\src\lerobot\robots\openarm_follower\__init__.py,0.0,0.7387007474899292,0.0,47.84299850463867,0.0,robot_devices,47.84299850463867
lerobot\tests\cameras\test_realsense.py,24.044462203979492,4.78911828994751,4.590003490447998,39.02065658569336,9.842974662780762,robot_devices,39.02065658569336
lerobot\tests\datasets\test_quantiles_dataset_integration.py,4.091014385223389,3.355648994445801,3.3601033687591553,11.235339164733887,15.055582046508789,utilities,15.055582046508789
lerobot\tests\policies\test_relative_actions.py,5.125809192657471,6.1746625900268555,73.6103286743164,3.971996307373047,13.760584831237793,policies,73.6103286743164
lerobot\src\lerobot\teleoperators\homunculus\joints_translation.py,0.9638670086860657,0.57512366771698,2.725116491317749,3.515533447265625,1.15024733543396,robot_devices,3.515533447265625
lerobot\src\lerobot\teleoperators\keyboard\teleop_keyboard.py,23.520030975341797,60.303924560546875,5.66322135925293,58.375370025634766,14.966474533081055,environments,60.303924560546875
lerobot\src\lerobot\policies\xvla\action_hub.py,6.203598976135254,0.6900137066841125,68.0305404663086,5.364732265472412,9.898017883300781,policies,68.0305404663086
lerobot\tests\utils\test_hub.py,25.32647132873535,6.617056369781494,8.502861976623535,5.8113112449646,15.593731880187988,configs,25.32647132873535
lerobot\tests\policies\pi0_pi05\test_pi0_original_vs_lerobot.py,26.358884811401367,5.482299327850342,91.27860260009766,40.581703186035156,10.251485824584961,policies,91.27860260009766
