file_path,app,bin,concurrency,contrib,events,fixups,loaders,security,utils,worker,best_module,best_likelihood
celery\t\integration\worker_config.py,8.787238121032715,11.877965927124023,3.511812210083008,9.279802322387695,4.228070259094238,4.986095905303955,6.056807041168213,1.0008935928344727,4.6839599609375,97.15774536132812,worker,97.15774536132812
celery\t\unit\backends\test_base.py,114.62489318847656,113.55701446533203,29.009151458740234,24.390457153320312,26.944393157958984,17.82807159423828,23.71450424194336,66.99366760253906,40.55979919433594,44.35137176513672,app,114.62489318847656
celery\t\integration\test_connection_recovery.py,58.69975280761719,5.141918659210205,3.781522274017334,11.040255546569824,1.0010650157928467,2.8964717388153076,2.0459272861480713,1.349352478981018,4.7975592613220215,2.9272940158843994,app,58.69975280761719
celery\t\integration\test_tasks.py,94.34576416015625,117.919921875,34.93825149536133,35.657222747802734,36.597652435302734,7.992237091064453,71.2525863647461,13.631872177124023,41.4702262878418,124.67703247070312,worker,124.67703247070312
celery\t\unit\tasks\test_states.py,7.471182346343994,13.550092697143555,4.172069549560547,8.918853759765625,12.75674819946289,1.808488368988037,10.032511711120605,3.0868539810180664,3.5689101219177246,10.793680191040039,bin,13.550092697143555
celery\t\unit\utils\test_collections.py,52.37735366821289,156.66644287109375,8.753890991210938,13.996076583862305,4.8388824462890625,7.326236248016357,22.797807693481445,8.481264114379883,69.45218658447266,19.377490997314453,bin,156.66644287109375
celery\t\unit\bin\proj\app2.py,47.961669921875,99.16194152832031,0.6683458685874939,1.0009167194366455,1.0009167194366455,1.0009167194366455,1.358290672302246,1.0009167194366455,2.671428918838501,1.0009167194366455,bin,99.16194152832031
celery\t\unit\security\__init__.py,4.309186935424805,5.310091018676758,1.0683931112289429,3.883226156234741,2.0692975521087646,2.0692975521087646,2.0692975521087646,129.9753875732422,3.668178081512451,3.3082823753356934,security,129.9753875732422
celery\t\smoke\tests\quorum_queues\test_default_queue_type.py,78.14582824707031,21.320186614990234,5.101011276245117,12.930373191833496,6.550294876098633,1.6204452514648438,12.149544715881348,6.789853572845459,8.338912010192871,109.16364288330078,worker,109.16364288330078
celery\t\unit\utils\test_nodenames.py,2.8597073554992676,9.352818489074707,1.5657901763916016,5.55656099319458,2.8707659244537354,1.0009034872055054,3.902012825012207,4.501575469970703,88.7088394165039,72.91358184814453,utils,88.7088394165039
celery\celery\apps\multi.py,73.65645599365234,79.99799346923828,5.900213718414307,9.668867111206055,12.981971740722656,4.500514030456543,31.579133987426758,3.5362770557403564,46.882999420166016,84.83330535888672,worker,84.83330535888672
celery\t\unit\fixups\__init__.py,2.1749229431152344,3.1758406162261963,0.0,1.174005150794983,1.000917673110962,141.13821411132812,1.000917673110962,1.000917673110962,1.174005150794983,1.174005150794983,fixups,141.13821411132812
celery\t\unit\backends\test_s3.py,75.58981323242188,12.03626537322998,4.432989597320557,9.194750785827637,13.060787200927734,8.043549537658691,6.4063239097595215,11.655488014221191,16.30734634399414,8.76810073852539,app,75.58981323242188
celery\examples\celery_http_gateway\settings.py,75.43495178222656,19.25981903076172,4.791625022888184,123.24369812011719,6.9214324951171875,9.341386795043945,108.3661117553711,10.807062149047852,40.48602294921875,23.92949867248535,contrib,123.24369812011719
celery\t\unit\tasks\unit_tasks.py,6.144681453704834,9.256800651550293,4.142862319946289,3.6703805923461914,1.0009095668792725,1.0009095668792725,7.215203285217285,3.072340726852417,3.787534236907959,7.235092639923096,bin,9.256800651550293
celery\celery\bin\base.py,78.85338592529297,128.61904907226562,10.035213470458984,15.563886642456055,13.485681533813477,10.102474212646484,41.5107421875,15.833377838134766,23.573307037353516,46.35104751586914,bin,128.61904907226562
celery\t\unit\tasks\test_stamping.py,81.62503051757812,98.5550537109375,9.697325706481934,25.423826217651367,8.112404823303223,5.218238830566406,70.42571258544922,8.260252952575684,13.547616004943848,21.27385139465332,bin,98.5550537109375
celery\t\unit\events\test_cursesmon.py,66.09716796875,84.51367950439453,6.341158866882324,8.9385986328125,93.14934539794922,2.5738699436187744,11.89041519165039,3.5584940910339355,10.017343521118164,77.91633605957031,events,93.14934539794922
celery\celery\bin\celery.py,99.61312103271484,165.18511962890625,18.489330291748047,51.36582946777344,112.68572998046875,19.75626564025879,76.82344055175781,12.648721694946289,37.021881103515625,130.7506561279297,bin,165.18511962890625
