file_path,app,backends,bin,concurrency,events,fixups,loaders,security,utils,worker,best_module,best_likelihood
celery\t\unit\tasks\test_canvas.py,93.74755859375,55.13209915161133,142.00390625,12.293294906616211,15.199700355529785,9.319085121154785,46.1034049987793,10.438004493713379,34.82393264770508,25.43548011779785,bin,142.00390625
celery\t\smoke\workers\latest.py,61.61927032470703,0.6980013847351074,29.866323471069336,0.3443380296230316,4.1245808601379395,8.725171089172363,5.084474086761475,1.5778157711029053,8.861945152282715,122.468017578125,worker,122.468017578125
celery\celery\__init__.py,82.39231872558594,15.789336204528809,49.49030685424805,138.76388549804688,56.372100830078125,8.112129211425781,17.4296817779541,7.542257308959961,95.22669219970703,18.967144012451172,concurrency,138.76388549804688
celery\celery\concurrency\prefork.py,82.02247619628906,15.340982437133789,30.56410026550293,125.215576171875,78.09133911132812,9.45250129699707,71.4144058227539,11.584747314453125,25.06927490234375,105.67620086669922,concurrency,125.215576171875
celery\celery\utils\quorum_queues.py,61.34181594848633,1.869277834892273,10.781856536865234,1.2800824642181396,1.5736873149871826,1.0010179281234741,1.5736873149871826,1.0010179281234741,87.49150085449219,22.7624568939209,utils,87.49150085449219
celery\celery\concurrency\thread.py,55.14118194580078,7.80025577545166,13.768144607543945,123.14119720458984,3.5283358097076416,1.5654323101043701,8.903915405273438,3.4108290672302246,11.170260429382324,67.63727569580078,concurrency,123.14119720458984
celery\celery\bin\beat.py,68.23887634277344,10.537752151489258,145.1432647705078,1.9340271949768066,4.078298568725586,8.40317440032959,16.69040870666504,2.638291835784912,15.197815895080566,24.679290771484375,bin,145.1432647705078
celery\examples\stamping\myapp.py,57.20502853393555,6.166478633880615,11.458191871643066,3.6466739177703857,4.475210189819336,2.5863075256347656,60.751888275146484,4.610373497009277,6.699790000915527,7.985588073730469,loaders,60.751888275146484
celery\t\unit\bin\celery.py,2.002079963684082,0.0,99.23114013671875,0.0,1.001039981842041,1.001039981842041,1.358816146850586,1.001039981842041,1.358816146850586,1.001039981842041,bin,99.23114013671875
celery\celery\security\serialization.py,50.27834701538086,6.714466094970703,11.06100082397461,7.213748455047607,7.143733978271484,4.641470432281494,35.591224670410156,160.97860717773438,13.577285766601562,9.369476318359375,security,160.97860717773438
celery\celery\apps\beat.py,82.83365631103516,4.75515604019165,18.029245376586914,5.078238487243652,7.325314521789551,5.831450939178467,70.82779693603516,5.688140869140625,20.207408905029297,75.7173843383789,app,82.83365631103516
celery\t\unit\events\test_events.py,93.47927856445312,20.976503372192383,64.77787780761719,13.673977851867676,262.9074401855469,4.0384321212768555,29.490751266479492,13.46576976776123,30.192968368530273,79.1297378540039,events,262.9074401855469
celery\celery\utils\serialization.py,57.46030807495117,9.464499473571777,33.35837936401367,15.903651237487793,10.25179386138916,9.126174926757812,52.675079345703125,17.38616180419922,92.93775177001953,13.41776180267334,utils,92.93775177001953
celery\celery\utils\abstract.py,68.49907684326172,4.7934417724609375,8.812958717346191,3.5874733924865723,1.0009552240371704,1.9161936044692993,5.514285087585449,2.9004404544830322,85.45594787597656,6.370048522949219,utils,85.45594787597656
celery\t\smoke\tests\quorum_queues\test_quorum_queues.py,64.99048614501953,9.33459758758545,20.03952407836914,1.3120242357254028,6.554281711578369,4.729483127593994,11.493500709533691,1.7570745944976807,8.366907119750977,106.37763214111328,worker,106.37763214111328
celery\celery\backends\mongodb.py,69.09373474121094,135.86947631835938,97.23782348632812,14.492895126342773,16.629358291625977,4.7032151222229,12.886616706848145,6.373032093048096,12.937634468078613,79.58743286132812,backends,135.86947631835938
celery\celery\worker\consumer\delayed_delivery.py,72.72756958007812,15.895241737365723,112.4187240600586,7.86912727355957,8.341647148132324,7.5829644203186035,16.868375778198242,7.009194374084473,45.099544525146484,96.09910583496094,bin,112.4187240600586
celery\t\unit\fixups\test_django.py,103.2488784790039,43.92182922363281,45.662147521972656,121.63131713867188,13.51308536529541,274.30322265625,61.07223129272461,13.430668830871582,85.85035705566406,111.18750762939453,fixups,274.30322265625
celery\t\unit\__init__.py,2.1751198768615723,0.1732824742794037,3.1760387420654297,0.0,1.0009187459945679,1.0009187459945679,1.0009187459945679,1.0009187459945679,1.174201250076294,1.174201250076294,bin,3.1760387420654297
celery\celery\bin\logtool.py,20.99374008178711,19.21714210510254,123.42838287353516,8.21784782409668,13.497746467590332,9.03248405456543,15.375107765197754,6.797901630401611,12.612201690673828,12.62698745727539,bin,123.42838287353516
celery\t\smoke\tests\failover\test_broker_failover.py,50.872982025146484,12.438974380493164,16.405536651611328,1.4934637546539307,7.55665397644043,9.036478042602539,6.997997283935547,1.7504273653030396,12.061800003051758,103.75104522705078,worker,103.75104522705078
celery\t\unit\backends\test_asynchronous.py,74.91948699951172,146.59974670410156,42.531673431396484,18.61802101135254,183.28591918945312,9.955028533935547,17.17060661315918,6.726378440856934,89.26793670654297,32.30146789550781,events,183.28591918945312
celery\t\unit\app\test_preload_cli.py,62.03680419921875,11.264293670654297,174.27308654785156,3.6452765464782715,2.3515307903289795,1.0010954141616821,4.539769172668457,2.310826063156128,6.049169540405273,5.209609031677246,bin,174.27308654785156
celery\t\unit\bin\proj\scheduler.py,3.3262455463409424,1.4307531118392944,99.17819213867188,4.222761154174805,1.0009125471115112,1.0009125471115112,2.2268240451812744,2.0352871417999268,1.599016547203064,3.069661855697632,bin,99.17819213867188
celery\t\unit\app\test_app.py,142.0487060546875,115.28581237792969,174.05865478515625,40.22707748413086,49.51651382446289,144.82940673828125,83.89143371582031,113.49226379394531,105.90787506103516,145.87881469726562,bin,174.05865478515625
celery\t\skip.py,2.654120683670044,2.727682113647461,5.959503650665283,3.103524923324585,1.3791879415512085,1.0008964538574219,2.9577951431274414,4.156907558441162,1.9793035984039307,16.02829933166504,worker,16.02829933166504
celery\celery\events\state.py,71.35218048095703,25.826467514038086,68.70358276367188,19.25067138671875,182.50933837890625,8.424662590026855,29.03801155090332,12.284635543823242,23.807886123657227,135.40524291992188,events,182.50933837890625
celery\celery\app\routes.py,59.906455993652344,5.77609920501709,14.271303176879883,3.8037643432617188,1.0008925199508667,1.0008925199508667,6.62606954574585,2.7300801277160645,3.7332355976104736,5.539681911468506,app,59.906455993652344
