file_path,BBB web,FSESL,FreeSWITCH,Presentation Conversion,Redis DB,Redis PubSub,best_module,best_likelihood
bigbluebutton\bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\example\SimpleHangupPipelineFactory.java,1.037608664376395,3157.0637130737305,3301.222686767578,0.0,0.0,0.1854621750967843,FreeSWITCH,3301.222686767578
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\constraint\MeetingEndedConstraint.java,2.135173034667969,0.04658564840044294,0.19409897668021067,0.0,0.05242470673152379,0.1016941751752581,BBB web,2.135173034667969
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\request\Enter.java,2.133161926269531,0.0056669967515128,0.11838836669921875,0.0,0.04391629695892334,0.036088180541992185,BBB web,2.133161926269531
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\DelayedCommand.java,1.1076090131487166,2569.1218185424805,3662.212791442871,0.0,0.0,0.12812042236328125,FreeSWITCH,3662.212791442871
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\constraint\list\NotEmptyList.java,2.133431788853237,0.022449346951075963,0.09015608515058245,0.0,0.0,0.053021597862243655,BBB web,2.133431788853237
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\commands\ConferenceCommandResult.java,1.067465100969587,2667.2292709350586,3449.1726684570312,0.0,0.0,0.19419230052403041,FreeSWITCH,3449.1726684570312
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\request\MeetingInfo.java,2.1340358189174107,0.00583761419568743,0.06137610163007464,0.0,0.052315262385777064,0.03631448745727539,BBB web,2.1340358189174107
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\RecordChapterBreak.java,2.1342625209263395,0.09436061041695731,0.061712700980050224,0.0,0.052630553926740375,0.21305193219866073,BBB web,2.1342625209263395
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\MeetingStarted.java,2.1346158708844865,0.0952531269618443,0.06176608630589076,0.0,0.052775607790265765,0.21479054859706334,BBB web,2.1346158708844865
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\service\ServiceUtils.java,2.2068771362304687,0.005305199112210955,0.21698270525251115,0.024046111106872558,0.08607138225010463,0.09774906294686454,BBB web,2.2068771362304687
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\web\services\IStorageService.java,2.1366851806640623,0.0,0.09277362823486328,0.0,0.051754324776785716,0.03062084402356829,BBB web,2.1366851806640623
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\FreeswitchApplication.java,1.091007559640067,2026.0075187683105,3128.063316345215,0.0318687983921596,0.06180518014090402,0.35929530007498606,FreeSWITCH,3128.063316345215
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\MuteUserCommand.java,1.067465100969587,2630.7509994506836,3617.221908569336,0.0,0.0,0.13049259185791015,FreeSWITCH,3617.221908569336
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\EjectAllUsersCommand.java,1.0679762704031808,2698.938674926758,3707.929458618164,0.0,0.0,0.13307134083339145,FreeSWITCH,3707.929458618164
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\ConfRecording.java,1.0681583949497768,2815.264434814453,3494.623908996582,0.0,0.0912001473563058,0.20904654094151087,FreeSWITCH,3494.623908996582
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\request\EndMeeting.java,2.1324146815708707,0.005403768164770944,0.0610494749886649,0.0,0.05204082216535296,0.03573903015681675,BBB web,2.1324146815708707
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\UnknownConferenceEvent.java,1.0683469499860492,2841.3859939575195,3515.8900833129883,0.0,0.09188728332519532,0.2106810978480748,FreeSWITCH,3515.8900833129883
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\Util.java,2.1458653041294644,0.004288308961050851,0.060201379231044225,2.1730422973632812,0.05227971076965332,0.03425947598048619,Presentation Conversion,2.1730422973632812
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\StopSoundCommand.java,1.067629895891462,2652.701301574707,3679.043083190918,0.0,0.0,0.13132776532854354,FreeSWITCH,3679.043083190918
bigbluebutton\bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\AbstractOutboundPipelineFactory.java,1.0367117745535714,2992.7579498291016,3190.667152404785,0.0,0.0,0.2517117091587612,FreeSWITCH,3190.667152404785
