file_path,dsp,feature,general,mir,best_module,best_likelihood
audioflux\include\dsp\hilbert_algorithm.h,82.14297485351562,1.0,1.8835623264312744,0.4157940745353699,dsp,82.14297485351562
audioflux\src\pwt_algorithm.c,22.974395751953125,6.760922908782959,3.7604281902313232,0.1935807764530182,dsp,22.974395751953125
audioflux\src\dsp\flux_window.h,78.10353088378906,0.9795972108840942,0.0,0.9214125871658325,dsp,78.10353088378906
audioflux\src\classic\nmf.c,18.307098388671875,4.9210662841796875,1.596630334854126,13.33767032623291,dsp,18.307098388671875
audioflux\src\dsp\fft_algorithm.h,94.97537994384766,1.5675723552703857,1.8491133451461792,0.39958274364471436,dsp,94.97537994384766
audioflux\src\flux_temporal.c,0.0,7.009737968444824,0.0,0.0,feature,7.009737968444824
audioflux\src\mir\_queue.h,53.880470275878906,1.0847047567367554,2.1363368034362793,98.27742767333984,mir,98.27742767333984
audioflux\src\mir\pitchShift_algorithm.h,1.4649940729141235,1.0,1.8783221244812012,77.18438720703125,mir,77.18438720703125
audioflux\include\mir\harmonicRatio_algorithm.h,1.4622524976730347,1.0,1.8731435537338257,75.95335388183594,mir,75.95335388183594
audioflux\src\dsp\dft_algorithm.h,98.95610809326172,0.6712205410003662,1.8741743564605713,0.4113761782646179,dsp,98.95610809326172
audioflux\src\dsp\xcorr_algorithm.c,67.65544128417969,1.0,3.871519088745117,0.27052944898605347,dsp,67.65544128417969
audioflux\include\classic\hmm.h,0.0,3.4083499908447266,75.83257293701172,12.522625923156738,general,75.83257293701172
audioflux\src\mir\_pitch_lhs.h,0.0,2.5791592597961426,0.0,83.57936096191406,mir,83.57936096191406
audioflux\include\feature\deconv_algorithm.h,1.4649940729141235,127.37845611572266,1.8783221244812012,2.413328170776367,feature,127.37845611572266
audioflux\src\mir\_trist3.h,45.45823287963867,0.0,0.0,73.81710052490234,mir,73.81710052490234
audioflux\src\mir\_pitch_ffp.c,66.96253204345703,7.83199405670166,2.687506675720215,81.20304107666016,mir,81.20304107666016
audioflux\include\mir\_pitch_yin.h,0.0,2.07075834274292,0.0,93.55970001220703,mir,93.55970001220703
audioflux\src\cqt_algorithm.h,2.4298152923583984,17.335468292236328,2.811873435974121,0.3820580542087555,feature,17.335468292236328
