file_path,Auth,Image,Persistence,Recommender,WebUI,best_module,best_likelihood
teastore\services\tools.descartes.teastore.auth\src\main\java\tools\descartes\teastore\auth\security\ISecurityProvider.java,3312.06298828125,0.0,1.608139469421336E-5,0.0,0.05726572445460728,Auth,3312.06298828125
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\storage\rules\StoreLargeImages.java,0.0,2449.9327087402344,1.575897913426161E-5,0.0,0.21373206547328405,Image,2449.9327087402344
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\util\RESTClient.java,0.6420264107840402,0.0,0.10969292095729283,0.05141432625906808,0.07449635778154645,Auth,0.6420264107840402
teastore\services\tools.descartes.teastore.recommender\src\test\java\tools\descartes\teastore\recommender\algorithm\AbstractRecommenderTest.java,0.13323069981166294,0.004650286265781948,0.01258676733289446,3654.2053985595703,0.06973959377833776,Recommender,3654.2053985595703
teastore\services\tools.descartes.teastore.auth\src\test\java\tools\descartes\teastore\auth\security\ConstantKeyProviderTest.java,3183.572998046875,0.0,1.601586118340492E-5,0.0,0.05726551328386579,Auth,3183.572998046875
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\cache\entry\SimpleEntry.java,0.0,2418.9237213134766,0.025502753257751466,0.019240961756025042,0.1449652808053153,Image,2418.9237213134766
teastore\services\tools.descartes.teastore.webui\src\main\java\tools\descartes\teastore\webui\servlet\CartActionServlet.java,0.02857142857142857,0.13077287673950194,0.02109447887965611,0.16170523507254464,3013.8895416259766,WebUI,3013.8895416259766
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\StartupCallback.java,0.0,0.0,1.683933826695595E-5,0.0,0.0572681154523577,WebUI,0.0572681154523577
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\cache\TestLeastFrequentlyUsed.java,0.5725060599190849,2219.8971366882324,1.06974139011332E-5,0.014909618241446359,0.13478987557547434,Image,2219.8971366882324
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\rest\TrackingFilter.java,0.8183980669294085,0.12693147659301757,3.442661171512944E-5,0.035824063846043176,2.645106724330357,WebUI,2.645106724330357
teastore\services\tools.descartes.teastore.webui\src\main\java\tools\descartes\teastore\webui\servlet\ProfileServlet.java,0.1116016115461077,1.172290257045201,2.091569519042969,0.3178137642996652,4070.308380126953,WebUI,4070.308380126953
teastore\services\tools.descartes.teastore.recommender\src\main\java\tools\descartes\teastore\recommender\algorithm\impl\cf\SlopeOneRecommender.java,0.5564454214913505,0.04479287011282784,0.0403918981552124,3207.621078491211,0.11145187786647252,Recommender,3207.621078491211
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\cache\entry\TestAbstractEntry.java,1.168428911481585,2265.966148376465,0.021022488389696392,0.01586179392678397,0.13714519228254046,Image,2265.966148376465
teastore\services\tools.descartes.teastore.recommender\src\main\java\tools\descartes\teastore\recommender\algorithm\impl\UseFallBackException.java,0.0,0.04864436217716762,1.641727950690048E-5,3334.241065979004,0.05726680074419294,Recommender,3334.241065979004
teastore\utilities\tools.descartes.teastore.kieker.rabbitmq\src\main\java\tools\descartes\teastore\kieker\rabbitmq\LogConsumer.java,0.3550907952444894,0.07137566975184849,0.08270087923322406,0.0,0.06600842475891114,Auth,0.3550907952444894
teastore\services\tools.descartes.teastore.persistence\src\main\java\tools\descartes\teastore\persistence\rest\UserEndpoint.java,0.7334971836635045,0.15945890971592494,2554.2846298217773,0.34072944096156527,0.19865872519356864,Persistence,2554.2846298217773
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\cache\LeastRecentlyUsed.java,0.0,2393.3810806274414,1.312711558836911E-5,0.017089615549360004,0.14008057458060127,Image,2393.3810806274414
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\ImageDBKey.java,0.0,2529.595947265625,1.563360315880605E-5,0.06826681409563337,1.1445586068289622,Image,2529.595947265625
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\storage\TestDriveStorage.java,0.0,2445.5537033081055,1.67674950457045E-5,0.0,0.14632675988333566,Image,2445.5537033081055
teastore\services\tools.descartes.teastore.recommender\src\main\java\tools\descartes\teastore\recommender\servlet\RetrainDaemon.java,0.0,0.0,1.8913835797991072,3273.644218444824,0.0986776420048305,Recommender,3273.644218444824
teastore\services\tools.descartes.teastore.webui\src\main\java\tools\descartes\teastore\webui\startup\WebuiStartup.java,2.112375749860491,1.7847357613699777,1.8433212280273437,2.171502685546875,3787.3817443847656,WebUI,3787.3817443847656
teastore\services\tools.descartes.teastore.webui\src\main\java\tools\descartes\teastore\webui\servlet\DataBaseActionServlet.java,1.153915732247489,1.965681893484933,1.6739401681082589,2.1911976405552456,3614.7302627563477,WebUI,3614.7302627563477
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\cache\entry\TestSimpleEntry.java,0.47346643720354353,2395.38272857666,0.024782509463174004,0.018697777816227504,0.143761716570173,Image,2395.38272857666
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\loadbalancers\ServiceLoadBalancer.java,0.23031060355050223,0.013386339800698416,0.14145528248378209,0.014773644719805036,0.17618769236973353,Auth,0.23031060355050223
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\storage\TestNoStorage.java,0.5632601601736886,2501.4428329467773,1.330487596403275E-5,0.0,0.14916607992989675,Image,2501.4428329467773
teastore\services\tools.descartes.teastore.persistence\src\test\java\tools\descartes\teastore\persistence\RegistrationDaemon.java,0.0,0.0,2745.1971435546875,0.0,0.08463683809552874,Persistence,2745.1971435546875
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\setup\StorageMode.java,0.0,2391.5516662597656,1.503550447523594E-5,0.0,0.17564198630196706,Image,2391.5516662597656
teastore\services\tools.descartes.teastore.webui\src\main\java\tools\descartes\teastore\webui\servlet\OrderServlet.java,0.0,1.1559847150530134,1.786387416294643,0.0665088517325265,4150.1959228515625,WebUI,4150.1959228515625
teastore\services\tools.descartes.teastore.recommender\src\test\java\tools\descartes\teastore\recommender\algorithm\OrderBasedRecommenderTest.java,0.0,0.0,8.78455050821815E-6,4190.99365234375,0.057233694621494836,Recommender,4190.99365234375
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\ImageScaler.java,0.05389163834708077,2558.391532897949,3.586226209465946E-5,0.0,0.21327150889805385,Image,2558.391532897949
teastore\interfaces\tools.descartes.teastore.entities\src\main\java\tools\descartes\teastore\entities\User.java,0.16024205344063894,0.06936605998447963,0.11210478373936245,0.19334397997174943,0.05725024768284389,Recommender,0.19334397997174943
teastore\services\tools.descartes.teastore.auth\src\main\java\tools\descartes\teastore\auth\security\IKeyProvider.java,3210.629425048828,0.0,1.655559587691511E-5,0.0,0.05726723670959473,Auth,3210.629425048828
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\setup\StorageRule.java,0.0,3101.1721801757812,1.480888542053955E-5,0.0,0.23698057447160994,Image,3101.1721801757812
teastore\services\tools.descartes.teastore.webui\src\main\java\tools\descartes\teastore\webui\servlet\DataBaseServlet.java,0.0,1.162340109688895,0.15157933916364397,0.0,4376.25129699707,WebUI,4376.25129699707
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\cache\rules\TestCacheAll.java,0.515378897530692,2405.0742721557617,1.544923455055271E-5,0.01892033304486956,0.18417575018746513,Image,2405.0742721557617
teastore\interfaces\tools.descartes.teastore.entities\src\main\java\tools\descartes\teastore\entities\Category.java,0.0,0.16048999513898576,0.11896380015781947,0.0,0.06983720915658133,Image,0.16048999513898576
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\setup\ImageCreator.java,0.01068170155797686,2258.907241821289,0.006371704595429557,0.04273970467703683,0.1743640899658203,Image,2258.907241821289
teastore\services\tools.descartes.teastore.persistence\src\main\java\tools\descartes\teastore\persistence\repository\CacheManager.java,0.7573620387486049,0.0,2463.6878967285156,0.030756194250924247,0.10339390890938895,Persistence,2463.6878967285156
teastore\services\tools.descartes.teastore.registry\src\main\java\tools\descartes\teastore\registry\rest\Registry.java,0.3940957750592913,0.10577807426452637,0.03374368803841727,0.07092967714582171,0.10170606204441615,Auth,0.3940957750592913
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\cache\FirstInFirstOut.java,0.0,2442.778739929199,1.44814806325095E-5,0.018184421743665424,0.14260608128138952,Image,2442.778739929199
teastore\services\tools.descartes.teastore.recommender\src\test\java\tools\descartes\teastore\recommender\algorithm\DummyRecommenderTest.java,0.0,0.0,1.348751663629498E-5,5108.100891113281,0.05725645337785993,Recommender,5108.100891113281
teastore\services\tools.descartes.teastore.persistence\src\main\java\tools\descartes\teastore\persistence\domain\CategoryRepository.java,0.0,0.06036361966814314,2625.1343154907227,0.0,0.05725291797092983,Persistence,2625.1343154907227
teastore\services\tools.descartes.teastore.registry\src\main\java\tools\descartes\teastore\registry\rest\HeartbeatInfo.java,0.0,0.0,1.588638073631695E-5,0.02857142857142857,0.08583651951381138,WebUI,0.08583651951381138
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\util\NotFoundException.java,0.0,0.0,1.648614914821727E-5,0.0,0.05726701872689383,WebUI,0.05726701872689383
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\rest\CharResponseWrapper.java,0.0,0.0,1.480888542053955E-5,0.0,0.05726139886038644,WebUI,0.05726139886038644
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\cache\entry\AbstractEntry.java,0.0,2336.4849853515625,0.05579615320478167,0.016943883895874024,0.13973798751831054,Image,2336.4849853515625
teastore\services\tools.descartes.teastore.persistence\src\test\java\tools\descartes\teastore\persistence\RepositoryTest.java,0.07934748785836356,0.10884607860020229,2001.8101692199707,0.32420902252197265,0.06659184183393206,Persistence,2001.8101692199707
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\setup\CreatorFactory.java,0.4023702621459961,3732.1121215820312,0.09284892082214355,0.22148799896240234,0.2535392761230469,Image,3732.1121215820312
teastore\utilities\tools.descartes.teastore.kieker.probes\src\main\java\tools\descartes\teastore\kieker\probes\records\OperationExecutionWithParametersRecord.java,0.12087034497942244,0.06442134039742606,0.04968311105455671,0.0,0.06976188250950405,Auth,0.12087034497942244
teastore\services\tools.descartes.teastore.recommender\src\main\java\tools\descartes\teastore\recommender\servlet\IndexServlet.java,0.0,0.013971818344933646,1.44814806325095E-5,3252.316360473633,0.0979180063520159,Recommender,3252.316360473633
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\storage\IDataStorage.java,0.0,2490.5170822143555,1.563360315880605E-5,0.0,0.14455859320504325,Image,2490.5170822143555
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\RegistryClientHeartbeatDaemon.java,0.0,0.0,0.018872485842023577,0.0,0.057263422012329104,WebUI,0.057263422012329104
teastore\services\tools.descartes.teastore.recommender\src\main\java\tools\descartes\teastore\recommender\algorithm\RecommenderSelector.java,0.7889444078717913,0.0,0.1334125246320452,6645.1763916015625,0.20643820081438338,Recommender,6645.1763916015625
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\cache\entry\AbstractEntryWrapper.java,0.0,2424.9623107910156,0.025689402648380825,0.019381724085126603,0.1452740124293736,Image,2424.9623107910156
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\storage\NoStorage.java,0.0,2478.1557846069336,1.526916665690286E-5,0.0,0.14395890917096818,Image,2478.1557846069336
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\cache\entry\TestTimedEntry.java,0.553126471383231,2358.2029724121094,0.023668462889535086,0.04642899377005441,0.17043230874197823,Image,2358.2029724121094
teastore\utilities\tools.descartes.teastore.kieker.rabbitmq\src\main\java\tools\descartes\teastore\kieker\rabbitmq\FileWriterDaemon.java,0.0,0.0,0.015090761865888322,0.0,0.10046334266662597,WebUI,0.10046334266662597
teastore\services\tools.descartes.teastore.recommender\src\main\java\tools\descartes\teastore\recommender\servlet\RecommenderStartup.java,0.01667137827192034,0.02500707081386021,1.955426025390625,3364.7013092041016,0.11611781801496233,Recommender,3364.7013092041016
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\rest\RestUtil.java,1.9129274640764509,0.07692808423723493,0.07749900136675153,0.11561340604509626,0.18088663646153041,Auth,1.9129274640764509
teastore\services\tools.descartes.teastore.persistence\src\main\java\tools\descartes\teastore\persistence\rest\ProductEndpoint.java,0.6335438864571707,0.19695562635149275,2401.742820739746,0.20426620755876815,0.18371235983712333,Persistence,2401.742820739746
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\loadbalancers\LoadBalancerUpdaterDaemon.java,0.0,0.0,0.019641574791499545,0.0,0.05726551328386579,WebUI,0.05726551328386579
