file_path,dsp,feature,filter_bank,general,best_module,best_likelihood
audioflux\include\hht_algorithm.h,3.6355981826782227,1.7045055627822876,2.1700518131256104,2.5838706493377686,dsp,3.6355981826782227
audioflux\src\vector\flux_vectorOp.h,18.484760284423828,3.399684429168701,33.5424919128418,2.966978073120117,filter_bank,33.5424919128418
audioflux\include\temporal_algorithm.h,3.096261501312256,10.015461921691895,1.6393963098526,2.0454986095428467,feature,10.015461921691895
audioflux\src\dsp\conv_algorithm.h,86.69218444824219,5.463861465454102,4.732517719268799,11.64705753326416,dsp,86.69218444824219
audioflux\src\mir\timeStretch_algorithm.h,3.1091883182525635,5.203129291534424,1.6469359397888184,2.0578269958496094,feature,5.203129291534424
audioflux\src\reassign_algorithm.c,4.961019515991211,4.928182601928711,52.15602111816406,6.329171657562256,filter_bank,52.15602111816406
audioflux\src\mir\_pitch_yin.c,11.37769889831543,3.662365674972534,0.8370144367218018,1.5799858570098877,dsp,11.37769889831543
audioflux\src\filterbank\coef\__coef_d.h,40.11076354980469,1.2877159118652344,45.71665573120117,1.9283006191253662,filter_bank,45.71665573120117
audioflux\src\temporal_algorithm.h,3.096261501312256,10.015461921691895,1.6393963098526,2.0454986095428467,feature,10.015461921691895
audioflux\src\dsp\czt_algorithm.c,67.07891082763672,0.721376895904541,1.9982118606567383,5.272008895874023,dsp,67.07891082763672
audioflux\include\dsp\conv_algorithm.h,86.69218444824219,5.463861465454102,4.732517719268799,11.64705753326416,dsp,86.69218444824219
audioflux\src\mir\_pitch_hps.c,16.282039642333984,3.032580614089966,0.35099563002586365,1.3020000457763672,dsp,16.282039642333984
audioflux\src\bft_algorithm.h,4.5633544921875,13.136531829833984,40.81411361694336,4.514084339141846,filter_bank,40.81411361694336
audioflux\include\util\flux_wave.h,1.4834136962890625,4.491361618041992,1.4834136962890625,1.4834136962890625,feature,4.491361618041992
audioflux\src\filterbank\cqt_filterBank.c,3.85194993019104,9.858774185180664,116.30360412597656,6.307655334472656,filter_bank,116.30360412597656
audioflux\src\fst_algorithm.h,21.29338836669922,1.4641010761260986,1.9313119649887085,3.063333034515381,dsp,21.29338836669922
audioflux\include\wsst_algorithm.h,4.324132442474365,8.27598762512207,4.698130130767822,4.273721694946289,feature,8.27598762512207
audioflux\include\mir\_pitch_lhs.h,0.1829575002193451,2.7621169090270996,0.1829575002193451,0.1829575002193451,feature,2.7621169090270996
audioflux\include\spectrogram_algorithm.h,7.971261501312256,32.25288772583008,40.426063537597656,9.142329216003418,filter_bank,40.426063537597656
audioflux\src\mir\_pitch_stft.c,12.190170288085938,44.74751663208008,27.19579315185547,6.350294589996338,feature,44.74751663208008
audioflux\include\dsp\xcorr_algorithm.h,85.83174896240234,0.4251108467578888,1.8879090547561646,6.31788444519043,dsp,85.83174896240234
audioflux\include\wpt_algorithm.h,3.6355981826782227,1.7045055627822876,2.1700518131256104,2.5838706493377686,dsp,3.6355981826782227
audioflux\src\mir\onset_algorithm.c,6.190622329711914,25.84017562866211,47.151039123535156,11.850786209106445,filter_bank,47.151039123535156
audioflux\src\dsp\flux_window.c,83.61088562011719,3.9321606159210205,18.01829719543457,6.107304096221924,dsp,83.61088562011719
audioflux\src\dsp\flux_correct.c,110.35662078857422,2.796213150024414,21.745128631591797,4.361772060394287,dsp,110.35662078857422
audioflux\src\mir\harmonic_algorithm.c,55.505958557128906,10.021005630493164,155.96893310546875,7.8244428634643555,filter_bank,155.96893310546875
audioflux\src\cwt_algorithm.c,37.21043014526367,12.069680213928223,68.20968627929688,8.011088371276855,filter_bank,68.20968627929688
audioflux\src\filterbank\dwt_filterCoef.h,19.76125144958496,2.358096122741699,89.44239807128906,2.477053642272949,filter_bank,89.44239807128906
audioflux\src\nsgt_algorithm.c,22.096454620361328,11.144763946533203,86.91839599609375,6.811511993408203,filter_bank,86.91839599609375
audioflux\src\vector\flux_complex.c,9.500697135925293,3.0260326862335205,3.739550828933716,6.7512078285217285,dsp,9.500697135925293
audioflux\src\cepstrogram_algorithm.h,3.088649034500122,8.235139846801758,1.6349562406539917,2.038238525390625,feature,8.235139846801758
audioflux\src\track\tune_track.c,25.604158401489258,12.297982215881348,39.917335510253906,5.7389817237854,filter_bank,39.917335510253906
audioflux\include\mir\hpss_algorithm.h,3.1944875717163086,1.2754013538360596,1.734944462776184,2.1434271335601807,dsp,3.1944875717163086
audioflux\include\stft_algorithm.h,3.0497705936431885,1.1747901439666748,2.2971699237823486,2.0011606216430664,dsp,3.0497705936431885
audioflux\src\dsp\flux_correct.h,101.43357849121094,2.249246597290039,29.60127830505371,4.035353183746338,dsp,101.43357849121094
audioflux\include\track\tune_track.h,0.177162766456604,1.177162766456604,0.177162766456604,0.177162766456604,feature,1.177162766456604
audioflux\include\flux_base.h,31.715904235839844,15.685599327087402,187.86459350585938,8.955021858215332,filter_bank,187.86459350585938
audioflux\include\dsp\hilbert_algorithm.h,86.1026382446289,1.1868871450424194,1.6546554565429688,4.375455379486084,dsp,86.1026382446289
audioflux\src\filterbank\auditory_weight.h,1.4574424028396606,1.0,104.07108306884766,1.4574424028396606,filter_bank,104.07108306884766
audioflux\src\filterbank\chroma_filterBank.h,1.9564510583877563,1.2907382249832153,96.25640106201172,1.9564510583877563,filter_bank,96.25640106201172
audioflux\src\mir\pitchShift_algorithm.h,3.115767002105713,1.1857787370681763,1.6507728099822998,2.064100742340088,dsp,3.115767002105713
audioflux\src\mir\_pitch_lhs.h,0.1829575002193451,2.7621169090270996,0.1829575002193451,0.1829575002193451,feature,2.7621169090270996
audioflux\src\mir\_trist3.h,46.757041931152344,0.0,0.0,1.2988066673278809,dsp,46.757041931152344
audioflux\src\mir\_pitch_ffp.c,71.8036880493164,13.670388221740723,118.69224548339844,6.030402660369873,filter_bank,118.69224548339844
audioflux\src\flux_spectral.h,3.728458881378174,31.496076583862305,9.09190559387207,9.244091033935547,feature,31.496076583862305
audioflux\src\cqt_algorithm.h,4.5599212646484375,21.03575897216797,40.13010787963867,4.512164115905762,filter_bank,40.13010787963867
audioflux\src\dsp\filterDesign_iir.c,84.01142883300781,1.0,36.0,2.333650827407837,dsp,84.01142883300781
audioflux\src\wpt_algorithm.c,17.236454010009766,9.197104454040527,75.42813873291016,7.593625545501709,filter_bank,75.42813873291016
audioflux\src\dsp\phase_vocoder.h,86.82084655761719,3.680082321166992,0.0,2.315998077392578,dsp,86.82084655761719
audioflux\src\mir\_pitch_pef.h,0.18084493279457092,3.247061252593994,0.18084493279457092,0.18084493279457092,feature,3.247061252593994
audioflux\src\dsp\hilbert_algorithm.h,86.1026382446289,1.1868871450424194,1.6546554565429688,4.375455379486084,dsp,86.1026382446289
audioflux\include\util\flux_util.h,19.14205551147461,9.982221603393555,26.803165435791016,3.9436349868774414,filter_bank,26.803165435791016
audioflux\src\mir\_pitch_ncf.c,0.47752702236175537,4.977536678314209,0.47752702236175537,0.9897605180740356,feature,4.977536678314209
audioflux\include\wvd_algorithm.h,3.365212917327881,1.4296762943267822,1.897444486618042,2.3132386207580566,dsp,3.365212917327881
audioflux\src\mir\timeStretch_algorithm.c,5.611198425292969,6.108731269836426,24.612018585205078,2.4293689727783203,filter_bank,24.612018585205078
audioflux\include\dsp\resample_algorithm.h,83.41883087158203,2.373875379562378,1.8431177139282227,4.4597487449646,dsp,83.41883087158203
audioflux\include\feature\spectral_algorithm.h,8.575393676757812,133.83164978027344,11.170982360839844,10.771034240722656,feature,133.83164978027344
audioflux\include\mir\_pitch_cep.h,15.531888008117676,2.263317346572876,0.18317148089408875,0.6095247268676758,dsp,15.531888008117676
audioflux\include\fst_algorithm.h,21.29338836669922,1.4641010761260986,1.9313119649887085,3.063333034515381,dsp,21.29338836669922
audioflux\src\stft_algorithm.h,3.0497705936431885,1.1747901439666748,2.2971699237823486,2.0011606216430664,dsp,3.0497705936431885
audioflux\include\swt_algorithm.h,3.6355981826782227,1.7045055627822876,2.1700518131256104,2.5838706493377686,dsp,3.6355981826782227
