file_path,dsp,feature,filter_bank,general,best_module,best_likelihood
audioflux\src\dsp\filterDesign_fir.c,72.16035461425781,6.948285102844238,226.07432556152344,8.510254859924316,filter_bank,226.07432556152344
audioflux\src\filterbank\chroma_filterBank.c,12.404353141784668,1.9357244968414307,83.00371551513672,4.270709037780762,filter_bank,83.00371551513672
audioflux\src\fst_algorithm.c,22.750839233398438,2.4700961112976074,3.7881548404693604,6.5055623054504395,dsp,22.750839233398438
audioflux\include\dwt_algorithm.h,21.493938446044922,2.7746431827545166,2.1700518131256104,3.299130439758301,dsp,21.493938446044922
audioflux\include\cwt_algorithm.h,4.590088367462158,8.542165756225586,4.138486385345459,4.539910316467285,feature,8.542165756225586
audioflux\src\util\flux_util.h,18.927940368652344,9.849275588989258,26.382020950317383,3.8759095668792725,filter_bank,26.382020950317383
audioflux\src\synsq_algorithm.c,4.337125778198242,6.743190288543701,5.9893012046813965,6.4305291175842285,feature,6.743190288543701
audioflux\src\dsp\filterDesign_iir.h,83.95295715332031,1.0,36.0,2.332026481628418,dsp,83.95295715332031
audioflux\src\filterbank\nsgt_filterBank.c,23.56309700012207,13.699356079101562,171.4574737548828,6.84733772277832,filter_bank,171.4574737548828
audioflux\src\filterbank\cwt_filterBank.c,40.191131591796875,14.100525856018066,131.8681640625,7.263463973999023,filter_bank,131.8681640625
audioflux\src\feature\spectral_algorithm.h,8.575393676757812,133.83164978027344,11.170982360839844,10.771034240722656,feature,133.83164978027344
audioflux\src\mir\_pitch_yin.h,0.18042826652526855,2.2511863708496094,0.18042826652526855,0.18042826652526855,feature,2.2511863708496094
audioflux\src\dsp\resample_algorithm.c,61.6033935546875,4.455791473388672,33.57563018798828,3.959035634994507,dsp,61.6033935546875
audioflux\src\filterbank\coef\__coef_r.h,40.18458938598633,1.3615392446517944,45.79047775268555,3.11418080329895,filter_bank,45.79047775268555
audioflux\src\filterbank\nsgt_filterBank.h,3.2690820693969727,8.517557144165039,102.29953002929688,4.269082069396973,filter_bank,102.29953002929688
audioflux\src\filterbank\auditory_filterBank.h,3.1931753158569336,8.656935691833496,144.1213836669922,4.516506195068359,filter_bank,144.1213836669922
audioflux\include\dsp\czt_algorithm.h,86.20811462402344,0.4632794260978699,1.9293792247772217,4.644041061401367,dsp,86.20811462402344
audioflux\src\synsq_algorithm.h,4.3539042472839355,6.426116943359375,4.736310958862305,4.3023600578308105,feature,6.426116943359375
audioflux\include\pwt_algorithm.h,4.590088367462158,7.68688440322876,4.138486385345459,4.539910316467285,feature,7.68688440322876
audioflux\src\filterbank\auditory_weight.c,1.118361473083496,1.0,88.88485717773438,3.522301197052002,filter_bank,88.88485717773438
audioflux\src\mir\harmonic_algorithm.h,3.3380696773529053,3.9255964756011963,1.8796015977859497,2.2871289253234863,feature,3.9255964756011963
audioflux\src\mir\pitchShift_algorithm.c,4.8027544021606445,5.49298095703125,3.390997886657715,2.503849506378174,feature,5.49298095703125
audioflux\include\synsq_algorithm.h,4.3539042472839355,6.426116943359375,4.736310958862305,4.3023600578308105,feature,6.426116943359375
audioflux\src\dsp\resample_algorithm.h,83.41883087158203,2.373875379562378,1.8431177139282227,4.4597487449646,dsp,83.41883087158203
audioflux\src\mir\_pitch_stft.h,0.18168407678604126,2.2567546367645264,0.18168407678604126,1.0429186820983887,feature,2.2567546367645264
audioflux\include\st_algorithm.h,3.3775007724761963,1.4584145545959473,1.9179576635360718,2.7386608123779297,dsp,3.3775007724761963
audioflux\src\dsp\filterDesign_fir.h,84.78084564208984,7.667806148529053,167.3288116455078,5.377268314361572,filter_bank,167.3288116455078
audioflux\src\util\flux_wave.h,1.4834136962890625,4.491361618041992,1.4834136962890625,1.4834136962890625,feature,4.491361618041992
audioflux\src\dsp\conv_algorithm.c,70.05553436279297,5.95853328704834,5.400205612182617,13.427225112915039,dsp,70.05553436279297
audioflux\src\flux_spectral.c,3.6853041648864746,29.727991104125977,10.875635147094727,10.1350679397583,feature,29.727991104125977
audioflux\src\mir\_pitch_cep.c,8.857370376586914,2.5203046798706055,0.35772061347961426,1.1068663597106934,dsp,8.857370376586914
audioflux\src\feature\spectral_algorithm.c,29.5391845703125,93.3788833618164,12.758978843688965,12.336015701293945,feature,93.3788833618164
audioflux\src\feature\deconv_algorithm.h,6.540140628814697,134.17164611816406,5.075146198272705,5.488474369049072,feature,134.17164611816406
audioflux\src\classic\hmm.h,2.490954637527466,5.899304389953613,6.398868560791016,78.32353210449219,general,78.32353210449219
audioflux\src\dsp\filterDesign_freqz.c,74.3743667602539,3.3764071464538574,66.17777252197266,4.820374965667725,dsp,74.3743667602539
audioflux\include\classic\viterbi.h,0.0,0.0,0.0,1.327130913734436,general,1.327130913734436
audioflux\src\flux_base.h,31.715904235839844,15.685599327087402,187.86459350585938,8.955021858215332,filter_bank,187.86459350585938
audioflux\src\mir\hpss_algorithm.h,3.1944875717163086,1.2754013538360596,1.734944462776184,2.1434271335601807,dsp,3.1944875717163086
audioflux\include\mir\pitchShift_algorithm.h,3.115767002105713,1.1857787370681763,1.6507728099822998,2.064100742340088,dsp,3.115767002105713
audioflux\src\filterbank\dwt_filterCoef.c,135.38668823242188,2.4623308181762695,54.58274459838867,9.22216510772705,dsp,135.38668823242188
audioflux\include\filterbank\auditory_weight.h,1.4574424028396606,1.0,104.07108306884766,1.4574424028396606,filter_bank,104.07108306884766
audioflux\src\classic\viterbi.c,0.22254332900047302,0.22254332900047302,1.220750093460083,2.3473665714263916,general,2.3473665714263916
audioflux\include\feature\chroma_algorithm.h,6.531761646270752,126.784912109375,5.067868232727051,5.480217933654785,feature,126.784912109375
audioflux\include\bft_algorithm.h,4.5633544921875,13.136531829833984,40.81411361694336,4.514084339141846,filter_bank,40.81411361694336
audioflux\src\st_algorithm.c,3.303971290588379,1.6952799558639526,2.968968629837036,4.088220119476318,general,4.088220119476318
audioflux\include\vector\flux_vector.h,2.015291929244995,10.008391380310059,5.370589256286621,0.5644450187683105,feature,10.008391380310059
audioflux\include\mir\harmonic_algorithm.h,3.3380696773529053,3.9255964756011963,1.8796015977859497,2.2871289253234863,feature,3.9255964756011963
audioflux\src\wsst_algorithm.c,4.398529529571533,8.573263168334961,5.974172592163086,6.441291809082031,feature,8.573263168334961
audioflux\src\stft_algorithm.c,15.099472999572754,3.285881280899048,2.9424798488616943,4.402463912963867,dsp,15.099472999572754
audioflux\src\classic\hmm.c,31.85814094543457,7.189019680023193,51.38923645019531,38.09600067138672,filter_bank,51.38923645019531
audioflux\src\dsp\hilbert_algorithm.c,79.36204528808594,1.5554267168045044,1.9537936449050903,4.944738864898682,dsp,79.36204528808594
audioflux\src\vector\flux_vectorInt.c,0.0,0.0,0.8513963222503662,0.47288182377815247,filter_bank,0.8513963222503662
audioflux\src\feature\xxcc_algorithm.h,6.4701642990112305,136.99383544921875,5.014361381530762,5.419519424438477,feature,136.99383544921875
audioflux\src\dsp\phase_vocoder.c,79.23321533203125,7.552160739898682,3.6911845207214355,6.913285255432129,dsp,79.23321533203125
audioflux\include\vector\flux_complex.h,0.0,1.0041590929031372,2.3289237022399902,0.3109874725341797,filter_bank,2.3289237022399902
audioflux\src\mir\_pitch_ncf.h,0.421133428812027,2.501279354095459,0.421133428812027,0.421133428812027,feature,2.501279354095459
audioflux\include\cqt_algorithm.h,4.5599212646484375,21.03575897216797,40.13010787963867,4.512164115905762,filter_bank,40.13010787963867
audioflux\src\filterbank\cwt_filterBank.h,3.275642156600952,9.404779434204102,102.4567642211914,4.275642395019531,filter_bank,102.4567642211914
audioflux\include\ewt_algorithm.h,3.6355981826782227,1.7045055627822876,2.1700518131256104,2.5838706493377686,dsp,3.6355981826782227
audioflux\src\dsp\dct_algorithm.h,105.11595916748047,2.701005458831787,2.657585859298706,5.4233317375183105,dsp,105.11595916748047
audioflux\src\cepstrogram_algorithm.c,5.387657642364502,6.3838791847229,1.6940723657608032,6.12916374206543,feature,6.3838791847229
audioflux\include\dsp\phase_vocoder.h,86.82084655761719,3.680082321166992,0.0,2.315998077392578,dsp,86.82084655761719
audioflux\src\mir\hpss_algorithm.c,2.9103446006774902,1.3304661512374878,1.6204053163528442,4.108583450317383,general,4.108583450317383
audioflux\src\dsp\filterDesign_freqz.h,82.20828247070312,1.8335282802581787,65.17349243164062,3.3635458946228027,dsp,82.20828247070312
audioflux\src\feature\deconv_algorithm.c,24.946508407592773,105.82076263427734,4.533100128173828,5.877547740936279,feature,105.82076263427734
audioflux\include\mir\_pitch_ncf.h,0.421133428812027,2.501279354095459,0.421133428812027,0.421133428812027,feature,2.501279354095459
audioflux\src\filterbank\auditory_filterBank.c,21.202341079711914,14.001718521118164,175.24925231933594,12.6057767868042,filter_bank,175.24925231933594
audioflux\src\spectrogram_algorithm.c,38.7983512878418,42.08735656738281,123.99230194091797,16.5479793548584,filter_bank,123.99230194091797
audioflux\src\mir\_pitch_cep.h,15.531888008117676,2.263317346572876,0.18317148089408875,0.6095247268676758,dsp,15.531888008117676
audioflux\src\util\flux_wave.c,2.5200300216674805,10.714944839477539,60.95588302612305,2.9804325103759766,filter_bank,60.95588302612305
audioflux\src\util\flux_util.c,35.07931137084961,14.277823448181152,122.41957092285156,8.913216590881348,filter_bank,122.41957092285156
audioflux\include\mir\timeStretch_algorithm.h,3.1091883182525635,5.203129291534424,1.6469359397888184,2.0578269958496094,feature,5.203129291534424
audioflux\src\classic\viterbi.h,0.0,0.0,0.0,1.327130913734436,general,1.327130913734436
audioflux\src\pwt_algorithm.c,27.230335235595703,11.005780220031738,69.36965942382812,7.560448169708252,filter_bank,69.36965942382812
audioflux\src\dsp\flux_window.h,80.33506774902344,0.9795972108840942,1.4963810443878174,2.231529474258423,dsp,80.33506774902344
audioflux\src\classic\nmf.c,19.834514617919922,6.155771255493164,1.8489301204681396,2.4910037517547607,dsp,19.834514617919922
audioflux\src\dsp\fft_algorithm.h,99.78133392333984,2.5860774517059326,2.13378643989563,5.390254974365234,dsp,99.78133392333984
audioflux\src\flux_temporal.c,0.0,7.009737968444824,0.0,0.0,feature,7.009737968444824
audioflux\src\mir\_queue.h,56.93875503540039,2.634603261947632,32.357696533203125,4.077115058898926,dsp,56.93875503540039
audioflux\include\mir\harmonicRatio_algorithm.h,3.1091883182525635,1.1846834421157837,1.6469359397888184,2.0578269958496094,dsp,3.1091883182525635
audioflux\src\dsp\dft_algorithm.h,103.66526794433594,1.5273425579071045,1.9236314296722412,5.338982105255127,dsp,103.66526794433594
audioflux\src\dsp\xcorr_algorithm.c,71.31239318847656,1.5035223960876465,4.284670829772949,6.224121570587158,dsp,71.31239318847656
audioflux\include\classic\hmm.h,2.490954637527466,5.899304389953613,6.398868560791016,78.32353210449219,general,78.32353210449219
audioflux\include\feature\deconv_algorithm.h,6.540140628814697,134.17164611816406,5.075146198272705,5.488474369049072,feature,134.17164611816406
audioflux\include\mir\_pitch_yin.h,0.18042826652526855,2.2511863708496094,0.18042826652526855,0.18042826652526855,feature,2.2511863708496094
audioflux\src\dwt_algorithm.c,23.383079528808594,6.1438164710998535,38.32661437988281,5.508986473083496,filter_bank,38.32661437988281
audioflux\src\feature\xxcc_algorithm.c,22.378877639770508,110.19263458251953,5.926173210144043,6.133124351501465,feature,110.19263458251953
audioflux\src\vector\flux_vector.c,1.0909557342529297,8.249794960021973,31.374359130859375,3.560480833053589,filter_bank,31.374359130859375
audioflux\src\wpt_algorithm.h,3.6355981826782227,1.7045055627822876,2.1700518131256104,2.5838706493377686,dsp,3.6355981826782227
audioflux\src\mir\_pitch_hps.h,15.51374340057373,2.7621169090270996,0.1829575002193451,0.608812689781189,dsp,15.51374340057373
audioflux\src\mir\_pitch_ffp.h,14.690047264099121,2.218836545944214,0.1732434332370758,0.5764879584312439,dsp,14.690047264099121
audioflux\src\mir\_trist3.c,57.01808166503906,0.6290829181671143,1.3954648971557617,3.0239126682281494,dsp,57.01808166503906
audioflux\src\st_algorithm.h,3.3775007724761963,1.4584145545959473,1.9179576635360718,2.7386608123779297,dsp,3.3775007724761963
audioflux\src\temporal_algorithm.c,21.141399383544922,14.2606201171875,24.27024269104004,2.928110122680664,filter_bank,24.27024269104004
audioflux\src\bft_algorithm.c,25.363372802734375,22.790475845336914,85.043701171875,10.325626373291016,filter_bank,85.043701171875
audioflux\src\wsst_algorithm.h,4.324132442474365,8.27598762512207,4.698130130767822,4.273721694946289,feature,8.27598762512207
audioflux\src\dsp\dct_algorithm.c,94.4097671508789,4.279778480529785,3.004669427871704,8.644805908203125,dsp,94.4097671508789
audioflux\src\filterbank\cqt_filterBank.h,3.3230679035186768,8.675789833068848,100.59297943115234,4.323067665100098,filter_bank,100.59297943115234
audioflux\src\mir\onset_algorithm.h,3.0640201568603516,1.6610760688781738,38.43247604370117,2.0147502422332764,filter_bank,38.43247604370117
audioflux\src\dsp\czt_algorithm.h,86.20811462402344,0.4632794260978699,1.9293792247772217,4.644041061401367,dsp,86.20811462402344
audioflux\include\reassign_algorithm.h,5.7618303298950195,3.86276912689209,5.8361358642578125,5.4717183113098145,filter_bank,5.8361358642578125
audioflux\include\emd_algorithm.h,3.365212917327881,2.013397693634033,1.897444486618042,2.3132386207580566,dsp,3.365212917327881
audioflux\src\mir\_pitch_pef.c,12.34553050994873,6.5462965965271,36.681617736816406,2.021602153778076,filter_bank,36.681617736816406
audioflux\src\swt_algorithm.c,13.846182823181152,5.645977973937988,38.352874755859375,5.687105655670166,filter_bank,38.352874755859375
audioflux\src\spectrogram_algorithm.h,7.971261501312256,32.25288772583008,40.426063537597656,9.142329216003418,filter_bank,40.426063537597656
audioflux\src\mir\harmonicRatio_algorithm.c,2.974839687347412,1.3809040784835815,2.6402578353881836,3.0400614738464355,general,3.0400614738464355
audioflux\src\mir\_pitch_lhs.c,0.3446913957595825,2.7561144828796387,0.3446913957595825,0.8538122773170471,feature,2.7561144828796387
audioflux\src\vector\flux_vectorOp.c,17.354917526245117,3.9774770736694336,51.80813980102539,4.854062557220459,filter_bank,51.80813980102539
audioflux\src\reassign_algorithm.h,5.7618303298950195,3.86276912689209,5.8361358642578125,5.4717183113098145,filter_bank,5.8361358642578125
audioflux\include\feature\xxcc_algorithm.h,6.4701642990112305,136.99383544921875,5.014361381530762,5.419519424438477,feature,136.99383544921875
audioflux\include\classic\nmf.h,0.6180229783058167,1.5121095180511475,1.3564810752868652,0.9852741360664368,feature,1.5121095180511475
audioflux\include\nsgt_algorithm.h,4.556814670562744,8.673952102661133,40.11538314819336,4.5077667236328125,filter_bank,40.11538314819336
audioflux\include\mir\_pitch_pef.h,0.18084493279457092,3.247061252593994,0.18084493279457092,0.18084493279457092,feature,3.247061252593994
audioflux\include\mir\_pitch_hps.h,15.51374340057373,2.7621169090270996,0.1829575002193451,0.608812689781189,dsp,15.51374340057373
audioflux\src\classic\nmf.h,0.6180229783058167,1.5121095180511475,1.3564810752868652,0.9852741360664368,feature,1.5121095180511475
audioflux\include\mir\onset_algorithm.h,3.0640201568603516,1.6610760688781738,38.43247604370117,2.0147502422332764,filter_bank,38.43247604370117
audioflux\src\cqt_algorithm.c,16.51875114440918,16.930898666381836,15.052315711975098,5.977376461029053,feature,16.930898666381836
audioflux\include\cepstrogram_algorithm.h,3.088649034500122,8.235139846801758,1.6349562406539917,2.038238525390625,feature,8.235139846801758
audioflux\include\cwd_algorithm.h,3.365212917327881,1.4296762943267822,1.897444486618042,2.3132386207580566,dsp,3.365212917327881
audioflux\src\mir\_queue.c,87.3258285522461,5.619508743286133,29.835302352905273,6.520383358001709,dsp,87.3258285522461
audioflux\src\mir\harmonicRatio_algorithm.h,3.1091883182525635,1.1846834421157837,1.6469359397888184,2.0578269958496094,dsp,3.1091883182525635
audioflux\src\dsp\dft_algorithm.c,111.47569274902344,4.399805068969727,2.586456060409546,10.931264877319336,dsp,111.47569274902344
audioflux\src\dsp\fft_algorithm.c,112.49031829833984,8.75234317779541,12.040804862976074,7.775902271270752,dsp,112.49031829833984
audioflux\src\track\tune_track.h,0.177162766456604,1.177162766456604,0.177162766456604,0.177162766456604,feature,1.177162766456604
audioflux\src\dsp\xcorr_algorithm.h,85.83174896240234,0.4251108467578888,1.8879090547561646,6.31788444519043,dsp,85.83174896240234
audioflux\src\pwt_algorithm.h,4.590088367462158,7.68688440322876,4.138486385345459,4.539910316467285,feature,7.68688440322876
audioflux\src\vector\flux_vector.h,2.015291929244995,10.008391380310059,5.370589256286621,0.5644450187683105,feature,10.008391380310059
audioflux\src\cwt_algorithm.h,4.590088367462158,8.542165756225586,4.138486385345459,4.539910316467285,feature,8.542165756225586
audioflux\src\vector\flux_complex.h,0.0,1.0041590929031372,2.3289237022399902,0.3109874725341797,filter_bank,2.3289237022399902
audioflux\src\dwt_algorithm.h,21.493938446044922,2.7746431827545166,2.1700518131256104,3.299130439758301,dsp,21.493938446044922
audioflux\src\flux_temporal.h,0.0,7.003628730773926,0.0,0.0,feature,7.003628730773926
audioflux\src\swt_algorithm.h,3.6355981826782227,1.7045055627822876,2.1700518131256104,2.5838706493377686,dsp,3.6355981826782227
audioflux\src\nsgt_algorithm.h,4.556814670562744,8.673952102661133,40.11538314819336,4.5077667236328125,filter_bank,40.11538314819336
audioflux\src\classic\trist.c,0.23270130157470703,0.23270130157470703,1.4184339046478271,0.6229422688484192,filter_bank,1.4184339046478271
