Project,Prec@10,Reca@10,F1@10,Prec@20,Reca@20,F1@20,Prec@30,Reca@30,F1@30,Prec@40,Reca@40,F1@40,Prec@50,Reca@50,F1@50,Prec@60,Reca@60,F1@60,Prec@70,Reca@70,F1@70,Prec@80,Reca@80,F1@80,Prec@90,Reca@90,F1@90
bigbluebutton,1.0000,0.1157,0.2074,1.0000,0.2137,0.3522,1.0000,0.2373,0.3835,1.0000,0.2412,0.3886,0.9849,0.3843,0.5529,0.9064,0.4176,0.5718,0.8600,0.4216,0.5658,0.8587,0.4529,0.5931,0.8262,0.8667,0.8459
jabref,1.0000,0.7283,0.8428,1.0000,0.7497,0.8569,1.0000,0.7892,0.8822,1.0000,0.8655,0.9279,0.9778,0.8779,0.9252,0.8333,0.8848,0.8583,0.8309,0.8890,0.8590,0.8252,0.8972,0.8597,0.7930,0.9198,0.8517
mediastore,0.7097,0.7586,0.7333,0.7534,0.9483,0.8397,0.7568,0.9655,0.8485,0.7568,0.9655,0.8485,0.6364,0.9655,0.7671,0.4786,0.9655,0.6400,0.4029,0.9655,0.5685,0.3478,0.9655,0.5114,0.3478,0.9655,0.5114
teammates,1.0000,0.7883,0.8816,1.0000,0.9088,0.9522,1.0000,0.9434,0.9709,1.0000,0.9759,0.9878,0.9968,0.9801,0.9884,0.8632,0.9853,0.9202,0.6284,0.9874,0.7680,0.5524,0.9885,0.7088,0.5095,0.9885,0.6724
teastore,1.0000,0.6524,0.7897,1.0000,0.7439,0.8531,1.0000,0.8232,0.9030,1.0000,0.8476,0.9175,1.0000,0.9268,0.9620,0.9935,0.9268,0.9590,0.9748,0.9451,0.9598,0.8626,0.9573,0.9075,0.8351,0.9573,0.8920
