Project,Prec@10,Reca@10,F1@10,Prec@20,Reca@20,F1@20,Prec@30,Reca@30,F1@30,Prec@40,Reca@40,F1@40,Prec@50,Reca@50,F1@50,Prec@60,Reca@60,F1@60,Prec@70,Reca@70,F1@70,Prec@80,Reca@80,F1@80,Prec@90,Reca@90,F1@90
bigbluebutton,0.4610,0.9179,0.6138,0.5187,0.9179,0.6629,0.5393,0.9179,0.6794,0.5436,0.9179,0.6828,0.5635,0.9044,0.6944,0.5582,0.8312,0.6678,0.5477,0.7784,0.6430,0.5509,0.7746,0.6439,0.6734,0.6251,0.6484
jabref,0.4274,0.9831,0.5958,0.4403,0.9831,0.6082,0.4678,0.9831,0.6340,0.5184,0.9831,0.6789,0.5310,0.9538,0.6822,0.5181,0.7293,0.6058,0.5218,0.7175,0.6042,0.5271,0.6880,0.5969,0.4941,0.4963,0.4952
mediastore,0.8213,0.8028,0.8120,0.8910,0.8028,0.8447,0.8969,0.8028,0.8473,0.8969,0.8028,0.8473,0.8847,0.7114,0.7887,0.8472,0.5138,0.6397,0.7952,0.3729,0.5077,0.6881,0.2264,0.3408,0.6881,0.2264,0.3408
teammates,0.7228,0.8380,0.7761,0.7808,0.8380,0.8084,0.8009,0.8380,0.8190,0.8230,0.8380,0.8304,0.8250,0.8358,0.8304,0.8068,0.7329,0.7681,0.7364,0.4708,0.5744,0.8404,0.3969,0.5392,0.9458,0.3017,0.4575
teastore,0.6661,1.0000,0.7996,0.7245,1.0000,0.8403,0.7869,1.0000,0.8807,0.8127,1.0000,0.8967,0.8930,1.0000,0.9435,0.8928,0.9955,0.9413,0.9095,0.9818,0.9443,0.9235,0.8864,0.9046,0.9174,0.8284,0.8706
