Project,Prec@10,Reca@10,F1@10,Prec@20,Reca@20,F1@20,Prec@30,Reca@30,F1@30,Prec@40,Reca@40,F1@40,Prec@50,Reca@50,F1@50,Prec@60,Reca@60,F1@60,Prec@70,Reca@70,F1@70,Prec@80,Reca@80,F1@80,Prec@90,Reca@90,F1@90
bigbluebutton,0.4764,0.8934,0.6214,0.4764,0.8934,0.6214,0.4764,0.8934,0.6214,0.4764,0.8934,0.6214,0.4764,0.8934,0.6214,0.4789,0.8934,0.6235,0.4829,0.8934,0.6270,0.4857,0.8878,0.6279,0.5520,0.7321,0.6294
jabref,0.4782,0.9955,0.6460,0.4782,0.9955,0.6460,0.4782,0.9955,0.6460,0.4782,0.9955,0.6460,0.4782,0.9955,0.6460,0.4791,0.9955,0.6469,0.4860,0.9955,0.6531,0.4945,0.9946,0.6606,0.5659,0.9721,0.7154
mediastore,0.7272,1.0000,0.8420,0.7272,1.0000,0.8420,0.7272,1.0000,0.8420,0.7272,1.0000,0.8420,0.7272,1.0000,0.8420,0.7347,1.0000,0.8470,0.7512,1.0000,0.8579,0.7832,1.0000,0.8784,0.9577,0.8805,0.9174
teammates,0.6289,0.9645,0.7614,0.6289,0.9645,0.7614,0.6289,0.9645,0.7614,0.6289,0.9645,0.7614,0.6289,0.9645,0.7614,0.6294,0.9594,0.7601,0.6305,0.9536,0.7591,0.6331,0.9484,0.7593,0.6396,0.7766,0.7015
teastore,0.7286,1.0000,0.8430,0.7286,1.0000,0.8430,0.7286,1.0000,0.8430,0.7286,1.0000,0.8430,0.7286,1.0000,0.8430,0.7351,1.0000,0.8473,0.7476,1.0000,0.8556,0.7534,1.0000,0.8594,0.8271,0.9864,0.8997
