Precision
Project,10,20,30,40,50,60,70,80,90
bigbluebutton,0.4764,0.4764,0.4764,0.4764,0.4764,0.4789,0.4829,0.4857,0.5520
jabref,0.4782,0.4782,0.4782,0.4782,0.4782,0.4791,0.4860,0.4945,0.5659
mediastore,0.7272,0.7272,0.7272,0.7272,0.7272,0.7347,0.7512,0.7832,0.9577
teammates,0.6289,0.6289,0.6289,0.6289,0.6289,0.6294,0.6305,0.6331,0.6396
teastore,0.7286,0.7286,0.7286,0.7286,0.7286,0.7351,0.7476,0.7534,0.8271

Recall
Project,10,20,30,40,50,60,70,80,90
bigbluebutton,0.8934,0.8934,0.8934,0.8934,0.8934,0.8934,0.8934,0.8878,0.7321
jabref,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955,0.9946,0.9721
mediastore,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8805
teammates,0.9645,0.9645,0.9645,0.9645,0.9645,0.9594,0.9536,0.9484,0.7766
teastore,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9864

F1
Project,10,20,30,40,50,60,70,80,90
bigbluebutton,0.6214,0.6214,0.6214,0.6214,0.6214,0.6235,0.6270,0.6279,0.6294
jabref,0.6460,0.6460,0.6460,0.6460,0.6460,0.6469,0.6531,0.6606,0.7154
mediastore,0.8420,0.8420,0.8420,0.8420,0.8420,0.8470,0.8579,0.8784,0.9174
teammates,0.7614,0.7614,0.7614,0.7614,0.7614,0.7601,0.7591,0.7593,0.7015
teastore,0.8430,0.8430,0.8430,0.8430,0.8430,0.8473,0.8556,0.8594,0.8997
