Project,Prec@10,Reca@10,F1@10,Prec@20,Reca@20,F1@20,Prec@30,Reca@30,F1@30,Prec@40,Reca@40,F1@40,Prec@50,Reca@50,F1@50,Prec@60,Reca@60,F1@60,Prec@70,Reca@70,F1@70,Prec@80,Reca@80,F1@80,Prec@90,Reca@90,F1@90
bigbluebutton,0.8194,0.2490,0.3820,0.8261,0.2608,0.3964,0.8282,0.2647,0.4012,0.8303,0.2686,0.4059,0.8313,0.2706,0.4083,0.8363,0.2804,0.4200,0.8418,0.2922,0.4338,0.8351,0.3078,0.4499,0.7799,0.6392,0.7026
jabref,0.9993,0.8064,0.8925,0.9993,0.8239,0.9031,0.9993,0.8311,0.9075,0.9993,0.8353,0.9100,0.9993,0.8356,0.9102,0.9993,0.8366,0.9107,0.9982,0.8426,0.9138,0.9972,0.8504,0.9180,0.9804,0.9062,0.9419
mediastore,1.0000,0.0172,0.0339,1.0000,0.0172,0.0339,1.0000,0.0172,0.0339,1.0000,0.0345,0.0667,1.0000,0.0345,0.0667,1.0000,0.0690,0.1290,1.0000,0.1379,0.2424,1.0000,0.2759,0.4324,0.7429,0.8966,0.8125
teammates,0.9450,0.1981,0.3276,0.9302,0.2096,0.3422,0.9186,0.2128,0.3455,0.9186,0.2128,0.3455,0.9186,0.2128,0.3455,0.8884,0.2170,0.3488,0.8554,0.2233,0.3541,0.8370,0.2369,0.3693,0.5793,0.4057,0.4772
teastore,1.0000,0.7073,0.8286,1.0000,0.7256,0.8410,1.0000,0.7439,0.8531,1.0000,0.7561,0.8611,1.0000,0.7561,0.8611,1.0000,0.7622,0.8651,1.0000,0.7744,0.8729,1.0000,0.7805,0.8767,0.9789,0.8476,0.9085
