file_path,app,backends,concurrency,contrib,events,fixups,loaders,security,utils,worker,best_module,best_likelihood
celery\celery\backends\gcs.py,71.1548080444336,131.7665557861328,12.833595275878906,13.976727485656738,12.836663246154785,11.604240417480469,13.257852554321289,13.86909008026123,14.77036190032959,16.841114044189453,backends,131.7665557861328
celery\celery\worker\pidbox.py,59.24477005004883,8.32097339630127,10.163275718688965,47.539825439453125,118.16568756103516,0.552058219909668,8.038344383239746,5.234003067016602,10.432312965393066,67.16402435302734,events,118.16568756103516
celery\celery\app\defaults.py,82.8037338256836,81.64706420898438,75.58101654052734,46.232784271240234,116.22296142578125,8.892844200134277,19.970714569091797,125.41402435302734,23.804458618164062,94.78497314453125,security,125.41402435302734
celery\celery\security\key.py,7.338258743286133,45.55112838745117,4.1720499992370605,7.136137962341309,1.82967209815979,1.82967209815979,2.0422842502593994,136.50819396972656,8.596750259399414,2.0381269454956055,security,136.50819396972656
celery\celery\utils\debug.py,50.02914810180664,2.9151291847229004,4.164325714111328,3.7438344955444336,10.157899856567383,4.142686367034912,4.961176872253418,2.0132174491882324,100.35647583007812,4.319177627563477,utils,100.35647583007812
celery\celery\worker\heartbeat.py,9.398591041564941,3.4405927658081055,4.269890785217285,2.2619082927703857,86.28483581542969,1.4906573295593262,7.181243896484375,0.93047034740448,8.851877212524414,79.20819854736328,events,86.28483581542969
celery\celery\concurrency\base.py,79.07760620117188,19.333026885986328,115.12794494628906,8.569518089294434,44.095054626464844,5.916847229003906,16.235580444335938,6.82818078994751,19.32870101928711,60.0322380065918,concurrency,115.12794494628906
celery\celery\app\control.py,83.29632568359375,23.29490089416504,20.330408096313477,62.093204498291016,89.20930480957031,3.7986371517181396,56.963844299316406,7.9047417640686035,19.21229362487793,23.76187515258789,events,89.20930480957031
celery\celery\utils\term.py,22.04047203063965,9.4722900390625,10.471299171447754,10.834775924682617,3.257631540298462,5.357087135314941,2.598630666732788,5.133505344390869,73.82662200927734,3.6644399166107178,utils,73.82662200927734
celery\celery\events\event.py,9.437105178833008,6.118477821350098,2.8080878257751465,3.482919692993164,130.0001983642578,3.0000667572021484,3.2407259941101074,5.043405532836914,7.664914608001709,3.482919692993164,events,130.0001983642578
celery\celery\concurrency\eventlet.py,71.85868835449219,9.98042106628418,113.11235809326172,8.400826454162598,11.09254264831543,5.83811616897583,14.016975402832031,7.795542240142822,18.804611206054688,13.189851760864258,concurrency,113.11235809326172
celery\celery\backends\cosmosdbsql.py,50.11425018310547,109.21453094482422,2.2243151664733887,3.360703229904175,2.909080743789673,1.1551109552383423,4.634026050567627,2.601865291595459,6.259680271148682,2.8478024005889893,backends,109.21453094482422
