Project,Prec@10,Reca@10,F1@10,Prec@20,Reca@20,F1@20,Prec@30,Reca@30,F1@30,Prec@40,Reca@40,F1@40,Prec@50,Reca@50,F1@50,Prec@60,Reca@60,F1@60,Prec@70,Reca@70,F1@70,Prec@80,Reca@80,F1@80,Prec@90,Reca@90,F1@90
audioflux,0.5480,0.7000,0.6147,0.5480,0.7000,0.6147,0.5480,0.7000,0.6147,0.5480,0.7000,0.6147,0.5480,0.7000,0.6147,0.5483,0.6968,0.6137,0.5486,0.6900,0.6112,0.5490,0.6677,0.6025,0.6918,0.5860,0.6345
bgslibrary,0.5409,0.5048,0.5222,0.5409,0.5048,0.5222,0.5409,0.5048,0.5222,0.5409,0.5048,0.5222,0.5420,0.5048,0.5228,0.5421,0.5038,0.5223,0.5451,0.5008,0.5220,0.5465,0.4968,0.5205,0.5940,0.4683,0.5237
distributed_camera,0.6776,0.7111,0.6940,0.6776,0.7111,0.6940,0.6776,0.7111,0.6940,0.6776,0.7111,0.6940,0.6805,0.7070,0.6935,0.6908,0.6941,0.6925,0.7040,0.6855,0.6946,0.7243,0.6708,0.6965,0.8828,0.5191,0.6537
proxygen,0.8699,0.8852,0.8775,0.8699,0.8852,0.8775,0.8699,0.8852,0.8775,0.8699,0.8852,0.8775,0.8707,0.8826,0.8766,0.8747,0.8670,0.8708,0.8835,0.8437,0.8632,0.8963,0.8004,0.8456,0.9413,0.5977,0.7311
