file_path,Auth,ImageProvider,Persistence,Recommender,Registry,best_module,best_likelihood
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageDBKey.java,0.0,5.997835636138916,5.471761105582118E-4,2.389338493347168,2.2899837493896484,ImageProvider,5.997835636138916
services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/rest/AuthCartRest.java,111.76885223388672,4.800891399383545,59.92939758300781,6.756852149963379,8.937712669372559,Auth,111.76885223388672
services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/storage/rules/TestStoreLargeImages.java,18.80397605895996,3.4955759048461914,0.7191089987754822,0.0,2.246788740158081,Auth,18.80397605895996
services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/TestLastInFirstOut.java,20.05934715270996,2.3114418983459473,3.5878425114788115E-4,0.5066303014755249,2.190142869949341,Auth,20.05934715270996
services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/UserRepository.java,3.391223430633545,4.588706016540527,74.93160247802734,6.78244686126709,2.1984236240386963,Persistence,74.93160247802734
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/StorageMode.java,0.0,2.5813610553741455,5.262426566332579E-4,0.0,2.2788898944854736,ImageProvider,2.5813610553741455
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/rest/ImageProviderEndpoint.java,27.48519515991211,133.454833984375,5.156493186950684,1.7060909271240234,3.6219592094421387,ImageProvider,133.454833984375
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/TrackingFilter.java,28.643932342529297,4.442601680755615,0.0012049314100295305,1.2538422346115112,39.528873443603516,Registry,39.528873443603516
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/Service.java,84.25051879882812,5.182672023773193,72.33799743652344,86.86837768554688,37.428993225097656,Recommender,86.86837768554688
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/CartActionServlet.java,1.0,4.577050685882568,0.7383067607879639,5.6596832275390625,2.1520657539367676,Recommender,5.6596832275390625
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/ICachable.java,0.0,2.636580467224121,0.905758261680603,0.6833596229553223,2.301996946334839,ImageProvider,2.636580467224121
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/rules/StoreLargeImages.java,0.0,3.6140363216400146,5.515642696991563E-4,0.0,2.292309284210205,ImageProvider,3.6140363216400146
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/UseFallBackException.java,0.0,1.7025526762008667,5.746047827415168E-4,95.26403045654297,2.3045201301574707,Recommender,95.26403045654297
