file_path,configs,datasets,environments,robot_devices,utilities,best_module,best_likelihood
lerobot\src\lerobot\cameras\opencv\__init__.py,0.0,0.0,0.0,2.2950286865234375,0.0,robot_devices,2.2950286865234375
lerobot\examples\lekiwi\replay.py,18.0775089263916,40.94869613647461,3.418224811553955,39.692970275878906,6.1779351234436035,datasets,40.94869613647461
lerobot\src\lerobot\robots\openarm_follower\config_openarm_follower.py,16.05984878540039,9.05848503112793,4.171632289886475,48.190738677978516,3.6888952255249023,robot_devices,48.190738677978516
lerobot\src\lerobot\robots\hope_jr\hope_jr_hand.py,67.26725769042969,7.636185646057129,4.530284404754639,58.2678337097168,11.810100555419922,configs,67.26725769042969
lerobot\src\lerobot\envs\robomme.py,3.6156296730041504,43.6599006652832,5.37662935256958,0.6227632761001587,8.750075340270996,datasets,43.6599006652832
lerobot\src\lerobot\async_inference\robot_client.py,28.39067840576172,11.505450248718262,73.87355041503906,103.59265899658203,16.7310848236084,robot_devices,103.59265899658203
lerobot\tests\policies\pi0_pi05\test_pi05.py,27.89869499206543,45.25566482543945,7.977171897888184,34.36286544799805,10.997151374816895,datasets,45.25566482543945
lerobot\src\lerobot\utils\robot_utils.py,1.5857216119766235,0.7428570985794067,2.225213050842285,41.5502815246582,2.8255746364593506,robot_devices,41.5502815246582
lerobot\src\lerobot\motors\dynamixel\__init__.py,0.0,0.0,0.0,2.6843740940093994,0.0,robot_devices,2.6843740940093994
lerobot\tests\policies\test_gaussian_actor_config.py,28.96978187561035,45.611019134521484,6.474318027496338,31.003198623657227,13.298957824707031,datasets,45.611019134521484
lerobot\tests\policies\lingbot_va\test_modules.py,12.973118782043457,14.687273025512695,9.428669929504395,32.749053955078125,17.057390213012695,robot_devices,32.749053955078125
lerobot\src\lerobot\policies\molmoact2\configuration_molmoact2.py,25.946292877197266,43.632225036621094,9.197761535644531,9.212926864624023,15.480772972106934,datasets,43.632225036621094
lerobot\src\lerobot\utils\io_utils.py,2.4598588943481445,14.996593475341797,0.0,0.6579917073249817,7.33957576751709,datasets,14.996593475341797
lerobot\tests\policies\groot\test_groot_train_random_crop.py,14.755352973937988,9.061928749084473,4.503273010253906,32.05575180053711,11.81987476348877,robot_devices,32.05575180053711
lerobot\tests\policies\vla_jepa\test_vla_jepa.py,32.895233154296875,53.1587028503418,11.1550874710083,56.38132858276367,18.453630447387695,robot_devices,56.38132858276367
lerobot\src\lerobot\motors\robstride\robstride.py,8.209687232971191,18.190425872802734,8.25162410736084,26.949811935424805,19.21932029724121,robot_devices,26.949811935424805
lerobot\examples\omx\record_grab.py,12.709955215454102,59.19980239868164,5.9930195808410645,45.10506820678711,13.681384086608887,datasets,59.19980239868164
lerobot\src\lerobot\configs\policies.py,82.49571990966797,23.36748695373535,10.904885292053223,78.44607543945312,22.247013092041016,configs,82.49571990966797
lerobot\tests\processor\test_migration_detection.py,96.98582458496094,23.60211181640625,7.649497032165527,3.697080373764038,14.106427192687988,configs,96.98582458496094
lerobot\tests\policies\test_gaussian_actor_policy.py,32.204402923583984,87.05564880371094,9.681546211242676,2.249549150466919,17.073251724243164,datasets,87.05564880371094
lerobot\tests\fixtures\files.py,8.532665252685547,117.60767364501953,8.35403823852539,3.5495212078094482,15.515464782714844,datasets,117.60767364501953
lerobot\tests\policies\pi0_pi05\test_pi0.py,27.471294403076172,44.927574157714844,7.876799583435059,35.081878662109375,10.103092193603516,datasets,44.927574157714844
lerobot\src\lerobot\async_inference\__init__.py,0.0,0.0,0.0,0.01284021232277155,2.4881529808044434,utilities,2.4881529808044434
lerobot\tests\conftest.py,11.744617462158203,97.0196533203125,7.214560508728027,37.675174713134766,15.108431816101074,datasets,97.0196533203125
lerobot\tests\policies\vla_jepa\conftest.py,23.504592895507812,12.877958297729492,3.6258716583251953,35.28178787231445,8.92606258392334,robot_devices,35.28178787231445
lerobot\src\lerobot\robots\so_follower\so_follower.py,69.35176086425781,11.225028991699219,8.694091796875,60.97419738769531,20.20328140258789,configs,69.35176086425781
lerobot\src\lerobot\robots\openarm_follower\__init__.py,0.0,0.0,0.736594021320343,39.869468688964844,0.0,robot_devices,39.869468688964844
lerobot\tests\cameras\test_realsense.py,23.709312438964844,10.729753494262695,4.602942943572998,36.814979553222656,9.517542839050293,robot_devices,36.814979553222656
lerobot\tests\datasets\test_quantiles_dataset_integration.py,3.9660730361938477,114.67776489257812,3.2123332023620605,3.579198122024536,14.470782279968262,datasets,114.67776489257812
lerobot\tests\policies\test_relative_actions.py,5.299744129180908,101.58934783935547,5.9073052406311035,1.1331450939178467,13.046197891235352,datasets,101.58934783935547
lerobot\src\lerobot\teleoperators\homunculus\joints_translation.py,0.9220970273017883,0.5456362962722778,0.5456362962722778,0.5570449233055115,1.0912725925445557,utilities,1.0912725925445557
lerobot\src\lerobot\teleoperators\keyboard\teleop_keyboard.py,23.002275466918945,8.873733520507812,54.39049530029297,51.268768310546875,14.152438163757324,environments,54.39049530029297
lerobot\src\lerobot\policies\xvla\action_hub.py,6.402506351470947,8.983328819274902,0.6411842703819275,1.0278681516647339,9.424600601196289,utilities,9.424600601196289
lerobot\tests\utils\test_hub.py,25.03710174560547,10.622367858886719,6.576072692871094,2.6064939498901367,15.504597663879395,configs,25.03710174560547
lerobot\tests\policies\pi0_pi05\test_pi0_original_vs_lerobot.py,25.555328369140625,47.392822265625,5.162398338317871,35.79254150390625,9.696684837341309,datasets,47.392822265625
lerobot\src\lerobot\robots\koch_follower\config_koch_follower.py,15.535865783691406,6.274821758270264,3.9423811435699463,43.57893753051758,3.146385908126831,robot_devices,43.57893753051758
lerobot\src\lerobot\annotations\steerable_pipeline\config.py,16.781959533691406,14.853938102722168,6.227207183837891,7.882373332977295,11.18265438079834,configs,16.781959533691406
lerobot\src\lerobot\teleoperators\rebot_102_leader\rebot_102_leader.py,29.269681930541992,14.908243179321289,9.259644508361816,62.58070755004883,25.838268280029297,robot_devices,62.58070755004883
lerobot\src\lerobot\processor\hil_processor.py,19.677536010742188,14.739026069641113,2.3103883266448975,37.77971649169922,9.100181579589844,robot_devices,37.77971649169922
lerobot\src\lerobot\rl\queue.py,0.0,0.0,0.0,2.323124408721924,0.29603105783462524,robot_devices,2.323124408721924
lerobot\src\lerobot\processor\newline_task_processor.py,2.0,7.3639373779296875,1.9500458240509033,0.012407099828124046,0.3772837519645691,datasets,7.3639373779296875
lerobot\src\lerobot\policies\molmoact2\__init__.py,0.7378369569778442,0.9355162382125854,0.7378369569778442,0.4573209583759308,3.2140955924987793,utilities,3.2140955924987793
lerobot\src\lerobot\annotations\steerable_pipeline\validator.py,7.2207512855529785,47.345821380615234,3.6259593963623047,7.129217147827148,12.853198051452637,datasets,47.345821380615234
lerobot\src\lerobot\teleoperators\homunculus\config_homunculus.py,13.791120529174805,5.160391330718994,0.0,0.012649265117943287,1.6212892532348633,configs,13.791120529174805
lerobot\src\lerobot\cameras\zmq\camera_zmq.py,26.67916488647461,16.460256576538086,6.606106758117676,6.672787666320801,15.10973072052002,configs,26.67916488647461
lerobot\tests\mocks\mock_dynamixel.py,1.9961142539978027,9.953221321105957,3.719308853149414,1.4484760761260986,5.668368816375732,datasets,9.953221321105957
lerobot\src\lerobot\motors\damiao\__init__.py,0.0,0.0,0.0,2.6885805130004883,0.0,robot_devices,2.6885805130004883
lerobot\src\lerobot\policies\multi_task_dit\__init__.py,1.4580861330032349,2.560523509979248,1.579874038696289,0.4558241069316864,3.9294536113739014,utilities,3.9294536113739014
lerobot\tests\cameras\test_opencv.py,33.1375846862793,14.33016586303711,7.733607769012451,7.999235153198242,13.593330383300781,configs,33.1375846862793
lerobot\src\lerobot\policies\evo1\evo1_model.py,22.535987854003906,11.658894538879395,4.1736626625061035,34.246185302734375,14.217065811157227,robot_devices,34.246185302734375
lerobot\tests\datasets\test_dataset_metadata.py,24.410655975341797,118.34298706054688,12.102858543395996,44.39043426513672,22.73874855041504,datasets,118.34298706054688
lerobot\tests\processor\test_policy_robot_bridge.py,23.645893096923828,7.536278247833252,8.707343101501465,43.20069122314453,2.455075979232788,robot_devices,43.20069122314453
lerobot\src\lerobot\__version__.py,0.0,0.0,0.0,0.013468525372445583,1.0,utilities,1.0
lerobot\examples\lekiwi\evaluate.py,25.404829025268555,54.62305450439453,88.24652099609375,77.72750091552734,15.22257137298584,environments,88.24652099609375
lerobot\src\lerobot\annotations\steerable_pipeline\modules\general_vqa.py,27.358522415161133,40.37129211425781,8.269975662231445,10.02310848236084,23.1214599609375,datasets,40.37129211425781
lerobot\tests\configs\test_plugin_loading.py,69.93753814697266,8.699505805969238,3.7930078506469727,1.0966343879699707,8.45898723602295,configs,69.93753814697266
lerobot\tests\datasets\test_delta_timestamps.py,0.7095345854759216,93.97574615478516,3.806673526763916,2.5536391735076904,5.473470211029053,datasets,93.97574615478516
lerobot\tests\processor\test_gaussian_actor_processor.py,26.26849937438965,23.591794967651367,6.206907272338867,35.449867248535156,7.052633762359619,robot_devices,35.449867248535156
lerobot\src\lerobot\scripts\lerobot_find_port.py,1.6741982698440552,2.18200421333313,1.9895927906036377,28.894210815429688,6.033838272094727,robot_devices,28.894210815429688
lerobot\tests\policies\rtc\test_modeling_rtc.py,20.789735794067383,3.7924466133117676,2.8357491493225098,20.479080200195312,8.054580688476562,configs,20.789735794067383
lerobot\src\lerobot\robots\hope_jr\config_hope_jr.py,16.201547622680664,6.321742057800293,4.98894739151001,44.206729888916016,5.537994384765625,robot_devices,44.206729888916016
lerobot\tests\datasets\test_streaming_video_encoder.py,18.75600242614746,100.86739349365234,2.58620285987854,1.8951276540756226,10.754270553588867,datasets,100.86739349365234
