Project,Prec@10,Reca@10,F1@10,Prec@20,Reca@20,F1@20,Prec@30,Reca@30,F1@30,Prec@40,Reca@40,F1@40,Prec@50,Reca@50,F1@50,Prec@60,Reca@60,F1@60,Prec@70,Reca@70,F1@70,Prec@80,Reca@80,F1@80,Prec@90,Reca@90,F1@90
bigbluebutton,1.0000,0.0780,0.1447,1.0000,0.1086,0.1960,1.0000,0.1142,0.2050,1.0000,0.1170,0.2095,0.9664,0.3203,0.4812,0.8571,0.3677,0.5146,0.7528,0.3733,0.4991,0.7602,0.4150,0.5369,0.6968,0.8384,0.7611
jabref,1.0000,0.6208,0.7660,1.0000,0.6881,0.8152,1.0000,0.7438,0.8531,1.0000,0.8343,0.9097,0.9474,0.8482,0.8950,0.6406,0.8571,0.7332,0.5196,0.8624,0.6485,0.4990,0.8721,0.6348,0.4774,0.9005,0.6240
mediastore,0.6316,0.7500,0.6857,0.6769,0.9167,0.7788,0.6818,0.9375,0.7895,0.6818,0.9375,0.7895,0.5488,0.9375,0.6923,0.3814,0.9375,0.5422,0.3082,0.9375,0.4639,0.2586,0.9375,0.4054,0.2586,0.9375,0.4054
teammates,1.0000,0.7613,0.8645,1.0000,0.8860,0.9395,1.0000,0.9276,0.9624,1.0000,0.9727,0.9862,0.9952,0.9774,0.9862,0.8176,0.9846,0.8933,0.5313,0.9869,0.6908,0.4370,0.9881,0.6060,0.3726,0.9881,0.5411
teastore,1.0000,0.5635,0.7208,1.0000,0.6587,0.7943,1.0000,0.7619,0.8649,1.0000,0.7937,0.8850,1.0000,0.8333,0.9091,0.9725,0.8413,0.9021,0.9048,0.9048,0.9048,0.6166,0.9444,0.7461,0.5777,0.9444,0.7169
