Precision
Project,10,20,30,40,50,60,70,80,90
bigbluebutton,0.6468,0.6468,0.6468,0.6468,0.6468,0.6498,0.6525,0.6533,0.6851
jabref,0.7605,0.7605,0.7605,0.7605,0.7605,0.7623,0.7679,0.7769,0.8437
mediastore,0.8088,0.8088,0.8088,0.8088,0.8128,0.8166,0.8531,0.8758,0.9762
teammates,0.7201,0.7201,0.7201,0.7201,0.7201,0.7213,0.7254,0.7343,0.7558
teastore,0.8832,0.8832,0.8832,0.8832,0.8832,0.8832,0.8832,0.8898,0.9157

Recall
Project,10,20,30,40,50,60,70,80,90
bigbluebutton,0.8530,0.8530,0.8530,0.8530,0.8530,0.8530,0.8530,0.8464,0.6908
jabref,0.9913,0.9913,0.9913,0.9913,0.9913,0.9913,0.9908,0.9900,0.9494
mediastore,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9798,0.9046
teammates,0.9790,0.9790,0.9790,0.9790,0.9786,0.9778,0.9753,0.9677,0.7867
teastore,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9845

F1
Project,10,20,30,40,50,60,70,80,90
bigbluebutton,0.7358,0.7358,0.7358,0.7358,0.7358,0.7377,0.7394,0.7375,0.6879
jabref,0.8607,0.8607,0.8607,0.8607,0.8607,0.8619,0.8652,0.8706,0.8934
mediastore,0.8943,0.8943,0.8943,0.8943,0.8967,0.8990,0.9207,0.9248,0.9390
teammates,0.8298,0.8298,0.8298,0.8298,0.8296,0.8302,0.8320,0.8350,0.7709
teastore,0.9380,0.9380,0.9380,0.9380,0.9380,0.9380,0.9380,0.9417,0.9489
