Precision
Project,10,20,30,40,50,60,70,80,90
bigbluebutton,0.7851,0.7886,0.7920,0.7920,0.7920,0.7923,0.8058,0.7829,0.6290
jabref,0.9984,0.9985,0.9985,0.9985,0.9985,0.9975,0.9961,0.9924,0.9321
mediastore,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8462,0.7097
teammates,0.9908,0.9912,0.9914,0.9915,0.9831,0.9603,0.9067,0.7971,0.4304
teastore,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9640

Recall
Project,10,20,30,40,50,60,70,80,90
bigbluebutton,0.2646,0.2702,0.2758,0.2758,0.2758,0.2869,0.3120,0.3315,0.6518
jabref,0.7218,0.7367,0.7464,0.7532,0.7532,0.7558,0.7651,0.7805,0.8773
mediastore,0.0625,0.0833,0.0833,0.0833,0.1042,0.1250,0.3333,0.4583,0.9167
teammates,0.1283,0.1342,0.1366,0.1378,0.1378,0.1437,0.1615,0.1960,0.4038
teastore,0.7460,0.7778,0.7778,0.7778,0.7778,0.7778,0.7778,0.7937,0.8492

F1
Project,10,20,30,40,50,60,70,80,90
bigbluebutton,0.3958,0.4025,0.4091,0.4091,0.4091,0.4213,0.4498,0.4658,0.6402
jabref,0.8379,0.8479,0.8543,0.8587,0.8587,0.8600,0.8655,0.8738,0.9039
mediastore,0.1176,0.1538,0.1538,0.1538,0.1887,0.2222,0.5000,0.5946,0.8000
teammates,0.2271,0.2364,0.2401,0.2419,0.2417,0.2500,0.2742,0.3146,0.4167
teastore,0.8545,0.8750,0.8750,0.8750,0.8750,0.8750,0.8750,0.8850,0.9030
