Project,Prec@10,Reca@10,F1@10,Prec@20,Reca@20,F1@20,Prec@30,Reca@30,F1@30,Prec@40,Reca@40,F1@40,Prec@50,Reca@50,F1@50,Prec@60,Reca@60,F1@60,Prec@70,Reca@70,F1@70,Prec@80,Reca@80,F1@80,Prec@90,Reca@90,F1@90
bigbluebutton,0.6150,0.8787,0.7236,0.6248,0.8787,0.7303,0.6264,0.8787,0.7314,0.6274,0.8787,0.7321,0.6802,0.8701,0.7635,0.6972,0.8378,0.7610,0.6915,0.7933,0.7389,0.6938,0.7904,0.7389,0.7480,0.6782,0.7114
jabref,0.6429,0.9299,0.7602,0.6747,0.9299,0.7820,0.7008,0.9299,0.7993,0.7504,0.9299,0.8306,0.7561,0.8988,0.8213,0.6885,0.6122,0.6481,0.5900,0.3859,0.4666,0.5319,0.3215,0.4007,0.4839,0.1844,0.2670
mediastore,0.8524,0.8156,0.8336,0.8933,0.8156,0.8527,0.8985,0.8156,0.8550,0.8985,0.8156,0.8550,0.8880,0.7297,0.8011,0.8535,0.5357,0.6583,0.8045,0.3856,0.5214,0.7062,0.2351,0.3527,0.7062,0.2351,0.3527
teammates,0.7650,0.8449,0.8029,0.8031,0.8449,0.8234,0.8172,0.8449,0.8308,0.8350,0.8449,0.8399,0.8363,0.8430,0.8396,0.8233,0.7607,0.7908,0.7904,0.5380,0.6402,0.8976,0.4560,0.6048,0.9592,0.3165,0.4760
teastore,0.7931,0.9895,0.8805,0.8331,0.9895,0.9046,0.8751,0.9895,0.9288,0.8899,0.9895,0.9371,0.9095,0.9895,0.9478,0.9111,0.9782,0.9434,0.9339,0.9444,0.9391,0.9362,0.7123,0.8090,0.9290,0.6561,0.7691
