file_path,configs,datasets,environments,policies,utilities,best_module,best_likelihood
lerobot\examples\lekiwi\replay.py,15.485657691955566,35.59468460083008,0.8271817564964294,1.0,1.522130012512207,datasets,35.59468460083008
lerobot\src\lerobot\robots\openarm_follower\config_openarm_follower.py,14.100764274597168,3.8374783992767334,0.5883671045303345,0.5387967228889465,1.3288280963897705,configs,14.100764274597168
lerobot\src\lerobot\robots\hope_jr\hope_jr_hand.py,64.10021209716797,1.6008477210998535,0.9379148483276367,4.239075183868408,5.037108421325684,configs,64.10021209716797
lerobot\src\lerobot\envs\robomme.py,1.2859944105148315,38.35301208496094,2.5928306579589844,3.653320550918579,4.416513442993164,datasets,38.35301208496094
lerobot\src\lerobot\async_inference\robot_client.py,20.513690948486328,5.498353481292725,62.18830490112305,6.380987644195557,8.3016996383667,environments,62.18830490112305
lerobot\tests\policies\pi0_pi05\test_pi05.py,21.760059356689453,36.55895233154297,3.35031795501709,79.08592987060547,3.2200796604156494,policies,79.08592987060547
lerobot\src\lerobot\utils\robot_utils.py,0.0,0.0,0.6394578814506531,0.46000003814697266,0.4969903528690338,environments,0.6394578814506531
lerobot\tests\policies\test_gaussian_actor_config.py,23.199077606201172,40.11016845703125,4.19727897644043,70.4208755493164,4.471753120422363,policies,70.4208755493164
lerobot\tests\policies\lingbot_va\test_modules.py,6.164295673370361,7.278950214385986,5.8030853271484375,70.4648208618164,7.652792930603027,policies,70.4648208618164
lerobot\src\lerobot\policies\molmoact2\configuration_molmoact2.py,12.634734153747559,33.39216995239258,2.9546918869018555,71.40234375,6.423534870147705,policies,71.40234375
lerobot\src\lerobot\utils\io_utils.py,1.5958518981933594,11.14503288269043,0.0,2.9803595542907715,6.237669467926025,datasets,11.14503288269043
lerobot\tests\policies\groot\test_groot_train_random_crop.py,13.75696849822998,6.174788475036621,3.455866813659668,64.88867950439453,5.804208278656006,policies,64.88867950439453
