file_path,Image,Recommender,Registry,best_module,best_likelihood
teastore\services\tools.descartes.teastore.auth\src\main\java\tools\descartes\teastore\auth\security\ISecurityProvider.java,0.0,0.0,2.2982897758483887,Registry,2.2982897758483887
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\storage\rules\StoreLargeImages.java,69.99807739257812,0.0,2.292309284210205,Image,69.99807739257812
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\util\RESTClient.java,0.0,1.7995014190673828,37.349151611328125,Registry,37.349151611328125
teastore\services\tools.descartes.teastore.recommender\src\test\java\tools\descartes\teastore\recommender\algorithm\AbstractRecommenderTest.java,0.16276001930236816,104.40586853027344,2.707911968231201,Recommender,104.40586853027344
teastore\services\tools.descartes.teastore.auth\src\test\java\tools\descartes\teastore\auth\security\ConstantKeyProviderTest.java,0.0,0.0,2.297074317932129,Registry,2.297074317932129
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\cache\entry\SimpleEntry.java,69.11210632324219,0.6734336614608765,2.2946724891662598,Image,69.11210632324219
teastore\services\tools.descartes.teastore.webui\src\main\java\tools\descartes\teastore\webui\servlet\CartActionServlet.java,4.577050685882568,5.6596832275390625,2.1520657539367676,Recommender,5.6596832275390625
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\StartupCallback.java,0.0,0.0,35.0,Registry,35.0
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\cache\TestLeastFrequentlyUsed.java,63.42563247680664,0.5218366384506226,2.1984236240386963,Image,63.42563247680664
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\rest\TrackingFilter.java,4.442601680755615,1.2538422346115112,39.528873443603516,Registry,39.528873443603516
teastore\services\tools.descartes.teastore.webui\src\main\java\tools\descartes\teastore\webui\servlet\ProfileServlet.java,41.03015899658203,11.123481750488281,2.609980583190918,Image,41.03015899658203
teastore\services\tools.descartes.teastore.recommender\src\main\java\tools\descartes\teastore\recommender\algorithm\impl\cf\SlopeOneRecommender.java,1.5677504539489746,91.64631652832031,4.976781368255615,Recommender,91.64631652832031
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\cache\entry\TestAbstractEntry.java,64.74188995361328,0.555162787437439,2.217355728149414,Image,64.74188995361328
teastore\services\tools.descartes.teastore.recommender\src\main\java\tools\descartes\teastore\recommender\algorithm\impl\UseFallBackException.java,1.7025526762008667,95.26403045654297,2.3045201301574707,Recommender,95.26403045654297
teastore\utilities\tools.descartes.teastore.kieker.rabbitmq\src\main\java\tools\descartes\teastore\kieker\rabbitmq\LogConsumer.java,2.4981484413146973,0.0,3.564873218536377,Registry,3.564873218536377
teastore\services\tools.descartes.teastore.persistence\src\main\java\tools\descartes\teastore\persistence\rest\UserEndpoint.java,5.581061840057373,11.925530433654785,8.154988288879395,Recommender,11.925530433654785
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\cache\LeastRecentlyUsed.java,68.38231658935547,0.5981365442276001,2.2434916496276855,Image,68.38231658935547
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\ImageDBKey.java,72.274169921875,2.389338493347168,2.2899837493896484,Image,72.274169921875
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\storage\TestDriveStorage.java,69.87296295166016,0.0,2.311016082763672,Image,69.87296295166016
teastore\services\tools.descartes.teastore.recommender\src\main\java\tools\descartes\teastore\recommender\servlet\RetrainDaemon.java,0.0,93.5326919555664,37.67320251464844,Recommender,93.5326919555664
teastore\services\tools.descartes.teastore.webui\src\main\java\tools\descartes\teastore\webui\startup\WebuiStartup.java,62.46575164794922,76.00259399414062,100.99055480957031,Registry,100.99055480957031
teastore\services\tools.descartes.teastore.webui\src\main\java\tools\descartes\teastore\webui\servlet\DataBaseActionServlet.java,68.79886627197266,76.6919174194336,10.101613998413086,Recommender,76.6919174194336
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\cache\entry\TestSimpleEntry.java,68.43950653076172,0.6544222235679626,2.2810401916503906,Image,68.43950653076172
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\loadbalancers\ServiceLoadBalancer.java,0.4685218930244446,0.5170775651931763,68.45106506347656,Registry,68.45106506347656
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\storage\TestNoStorage.java,71.46979522705078,0.0,2.246788740158081,Image,71.46979522705078
teastore\services\tools.descartes.teastore.persistence\src\test\java\tools\descartes\teastore\persistence\RegistrationDaemon.java,0.0,0.0,92.58448791503906,Registry,92.58448791503906
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\setup\StorageMode.java,68.33004760742188,0.0,2.2788898944854736,Image,68.33004760742188
teastore\services\tools.descartes.teastore.webui\src\main\java\tools\descartes\teastore\webui\servlet\OrderServlet.java,40.45946502685547,2.3278098106384277,2.5072343349456787,Image,40.45946502685547
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\ImageScaler.java,73.0969009399414,0.0,2.157316207885742,Image,73.0969009399414
teastore\interfaces\tools.descartes.teastore.entities\src\main\java\tools\descartes\teastore\entities\User.java,2.427812099456787,6.7670392990112305,0.0,Recommender,6.7670392990112305
teastore\services\tools.descartes.teastore.recommender\src\test\java\tools\descartes\teastore\recommender\algorithm\OrderBasedRecommenderTest.java,0.0,119.74267578125,2.162942409515381,Recommender,119.74267578125
teastore\services\tools.descartes.teastore.auth\src\main\java\tools\descartes\teastore\auth\security\IKeyProvider.java,0.0,0.0,2.3070855140686035,Registry,2.3070855140686035
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\setup\StorageRule.java,88.60491943359375,0.0,2.274686336517334,Image,88.60491943359375
teastore\services\tools.descartes.teastore.webui\src\main\java\tools\descartes\teastore\webui\servlet\DataBaseServlet.java,40.68190383911133,0.0,2.268613338470459,Image,40.68190383911133
teastore\interfaces\tools.descartes.teastore.entities\src\main\java\tools\descartes\teastore\entities\Category.java,5.617149829864502,0.0,0.0,Image,5.617149829864502
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\cache\rules\TestCacheAll.java,68.7164077758789,0.6622116565704346,2.2865638732910156,Image,68.7164077758789
teastore\services\tools.descartes.teastore.persistence\src\main\java\tools\descartes\teastore\persistence\repository\CacheManager.java,0.0,1.0764667987823486,2.1984236240386963,Registry,2.1984236240386963
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\setup\ImageCreator.java,64.54020690917969,1.495889663696289,2.1232666969299316,Image,64.54020690917969
teastore\services\tools.descartes.teastore.registry\src\main\java\tools\descartes\teastore\registry\rest\Registry.java,3.702232599258423,2.4825387001037598,175.15005493164062,Registry,175.15005493164062
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\cache\FirstInFirstOut.java,69.7936782836914,0.6364547610282898,2.268613338470459,Image,69.7936782836914
teastore\services\tools.descartes.teastore.recommender\src\test\java\tools\descartes\teastore\recommender\algorithm\DummyRecommenderTest.java,0.0,145.94573974609375,2.2501766681671143,Recommender,145.94573974609375
teastore\services\tools.descartes.teastore.persistence\src\main\java\tools\descartes\teastore\persistence\domain\CategoryRepository.java,2.1127266883850098,0.0,2.2341082096099854,Registry,2.2341082096099854
teastore\services\tools.descartes.teastore.registry\src\main\java\tools\descartes\teastore\registry\rest\HeartbeatInfo.java,0.0,1.0,130.03489685058594,Registry,130.03489685058594
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\util\NotFoundException.java,0.0,0.0,35.0,Registry,35.0
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\rest\CharResponseWrapper.java,0.0,0.0,35.0,Registry,35.0
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\cache\entry\AbstractEntry.java,66.7567138671875,0.5930359363555908,2.240281343460083,Image,66.7567138671875
teastore\services\tools.descartes.teastore.persistence\src\test\java\tools\descartes\teastore\persistence\RepositoryTest.java,3.80961275100708,11.347315788269043,2.0970184803009033,Recommender,11.347315788269043
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\setup\CreatorFactory.java,106.63177490234375,7.752079963684082,2.182525396347046,Image,106.63177490234375
teastore\utilities\tools.descartes.teastore.kieker.probes\src\main\java\tools\descartes\teastore\kieker\probes\records\OperationExecutionWithParametersRecord.java,2.254746913909912,0.0,0.0,Image,2.254746913909912
teastore\services\tools.descartes.teastore.recommender\src\main\java\tools\descartes\teastore\recommender\servlet\IndexServlet.java,0.4890136420726776,92.92332458496094,2.268613338470459,Recommender,92.92332458496094
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\storage\IDataStorage.java,71.15763092041016,0.0,2.2899837493896484,Image,71.15763092041016
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\RegistryClientHeartbeatDaemon.java,0.0,0.0,37.463165283203125,Registry,37.463165283203125
teastore\services\tools.descartes.teastore.recommender\src\main\java\tools\descartes\teastore\recommender\algorithm\RecommenderSelector.java,0.0,189.8621826171875,6.529816627502441,Recommender,189.8621826171875
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\cache\entry\AbstractEntryWrapper.java,69.28463745117188,0.6783603429794312,2.2982897758483887,Image,69.28463745117188
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\storage\NoStorage.java,70.80445098876953,0.0,2.283223867416382,Image,70.80445098876953
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\cache\entry\TestTimedEntry.java,67.37722778320312,1.6250147819519043,2.2609219551086426,Image,67.37722778320312
teastore\utilities\tools.descartes.teastore.kieker.rabbitmq\src\main\java\tools\descartes\teastore\kieker\rabbitmq\FileWriterDaemon.java,0.0,0.0,0.0,Image,0.0
teastore\services\tools.descartes.teastore.recommender\src\main\java\tools\descartes\teastore\recommender\servlet\RecommenderStartup.java,0.8752474784851074,96.13432312011719,92.37406158447266,Recommender,96.13432312011719
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\rest\RestUtil.java,2.6924829483032227,4.046469211578369,42.502220153808594,Registry,42.502220153808594
teastore\services\tools.descartes.teastore.persistence\src\main\java\tools\descartes\teastore\persistence\rest\ProductEndpoint.java,6.893446922302246,7.149317264556885,7.207592964172363,Registry,7.207592964172363
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\loadbalancers\LoadBalancerUpdaterDaemon.java,0.0,0.0,37.0,Registry,37.0
