file_path,backends,bin,concurrency,contrib,events,fixups,loaders,security,utils,worker,best_module,best_likelihood
celery\t\integration\worker_config.py,4.05128288269043,11.877965927124023,3.511812210083008,9.279802322387695,4.228070259094238,4.986095905303955,6.056807041168213,1.0008935928344727,4.6839599609375,97.15774536132812,worker,97.15774536132812
celery\t\unit\backends\test_base.py,173.96031188964844,113.74032592773438,28.486373901367188,24.390457153320312,26.944393157958984,17.82807159423828,23.71450424194336,66.99366760253906,41.03608703613281,44.35137176513672,backends,173.96031188964844
celery\t\integration\test_connection_recovery.py,2.7473559379577637,5.317409515380859,3.781522274017334,11.040255546569824,1.0010650157928467,2.8964717388153076,2.0459272861480713,1.349352478981018,4.7975592613220215,2.9272940158843994,contrib,11.040255546569824
celery\t\integration\test_tasks.py,89.17082977294922,117.80363464355469,34.62705993652344,35.657222747802734,36.597652435302734,7.875997543334961,71.2525863647461,13.631872177124023,41.16687774658203,124.67703247070312,worker,124.67703247070312
celery\t\unit\tasks\test_states.py,5.70120906829834,13.72841739654541,4.172069549560547,8.918853759765625,12.75674819946289,1.808488368988037,10.032511711120605,3.0868539810180664,3.5689101219177246,10.793680191040039,bin,13.72841739654541
celery\t\unit\utils\test_collections.py,4.800036430358887,155.3186492919922,7.482574939727783,13.996076583862305,4.8388824462890625,7.326236248016357,22.797807693481445,8.481264114379883,70.26942443847656,18.928817749023438,bin,155.3186492919922
celery\t\unit\bin\proj\app2.py,0.0,99.12828826904297,0.6683458685874939,1.0009167194366455,1.0009167194366455,1.0009167194366455,1.358290672302246,1.0009167194366455,2.671428918838501,1.0009167194366455,bin,99.12828826904297
celery\t\unit\security\__init__.py,1.2389847040176392,3.893096685409546,1.0683931112289429,2.6760945320129395,2.0692975521087646,2.0692975521087646,2.0692975521087646,129.9753875732422,3.668178081512451,2.1011505126953125,security,129.9753875732422
celery\t\smoke\tests\quorum_queues\test_default_queue_type.py,13.25494384765625,20.800487518310547,5.101011276245117,12.930373191833496,6.550294876098633,1.6204452514648438,12.149544715881348,6.789853572845459,8.338912010192871,109.16364288330078,worker,109.16364288330078
celery\t\unit\utils\test_nodenames.py,5.430928707122803,9.526021957397461,1.1859543323516846,5.55656099319458,2.8707659244537354,1.0009034872055054,3.902012825012207,4.501575469970703,88.7088394165039,72.91358184814453,utils,88.7088394165039
celery\celery\apps\multi.py,36.200496673583984,79.99799346923828,5.900213718414307,9.668867111206055,12.981971740722656,4.500514030456543,31.579133987426758,3.5362770557403564,47.81171798706055,84.83330535888672,worker,84.83330535888672
celery\t\unit\fixups\__init__.py,0.1730874627828598,3.1758406162261963,0.0,1.174005150794983,1.000917673110962,141.13821411132812,1.000917673110962,1.000917673110962,1.174005150794983,1.174005150794983,fixups,141.13821411132812
celery\t\unit\backends\test_s3.py,146.07997131347656,12.3341703414917,4.116033554077148,9.194750785827637,13.060787200927734,8.043549537658691,6.4063239097595215,11.655488014221191,16.736040115356445,8.76810073852539,backends,146.07997131347656
celery\examples\celery_http_gateway\settings.py,140.13087463378906,19.25981903076172,4.791625022888184,123.24369812011719,6.9214324951171875,9.341386795043945,108.3661117553711,10.807062149047852,41.10017776489258,23.92949867248535,backends,140.13087463378906
celery\t\unit\tasks\unit_tasks.py,4.142862319946289,9.256800651550293,4.142862319946289,3.6703805923461914,1.0009095668792725,1.0009095668792725,7.215203285217285,3.072340726852417,3.787534236907959,7.235092639923096,bin,9.256800651550293
celery\celery\bin\base.py,19.820592880249023,129.3848419189453,10.035213470458984,15.563886642456055,13.485681533813477,10.102474212646484,41.5107421875,15.833377838134766,26.25503921508789,46.35104751586914,bin,129.3848419189453
celery\t\unit\tasks\test_stamping.py,29.486068725585938,98.73118591308594,9.697325706481934,24.94509506225586,8.112404823303223,5.218238830566406,70.42571258544922,8.260252952575684,13.26565933227539,20.795120239257812,bin,98.73118591308594
celery\t\unit\events\test_cursesmon.py,6.224287986755371,84.68788146972656,6.341158866882324,8.9385986328125,93.14934539794922,2.5738699436187744,11.89041519165039,3.5584940910339355,11.174159049987793,77.91633605957031,events,93.14934539794922
celery\celery\bin\celery.py,69.2871322631836,166.11846923828125,18.489330291748047,50.1893424987793,112.68572998046875,19.75626564025879,76.82344055175781,12.648721694946289,40.493770599365234,129.5741729736328,bin,166.11846923828125
