file_path,cli,client,resources,server,tools,utilities,best_module,best_likelihood
fastmcp\fastmcp_slim\fastmcp\utilities\mcp_server_config\v1\sources\filesystem.py,28.135957717895508,18.86177635192871,48.945098876953125,66.47109985351562,19.35151481628418,96.46625518798828,utilities,96.46625518798828
fastmcp\tests\deprecated\test_elicitation.py,63.8601188659668,68.5516128540039,10.932632446289062,3.8980791568756104,33.62248992919922,12.241201400756836,client,68.5516128540039
fastmcp\tests\server\tasks\test_resource_task_meta_parameter.py,68.66698455810547,68.21269226074219,64.60578155517578,58.73991394042969,35.21656036376953,28.231168746948242,cli,68.66698455810547
fastmcp\fastmcp_slim\fastmcp\utilities\mcp_server_config\v1\mcp_server_config.py,109.04180908203125,32.884117126464844,31.625843048095703,69.84400177001953,18.081024169921875,104.7852554321289,cli,109.04180908203125
fastmcp\fastmcp_slim\fastmcp\server\auth\providers\supabase.py,65.22071075439453,68.8921890258789,51.79158020019531,67.68124389648438,7.71756649017334,37.0463752746582,client,68.8921890258789
fastmcp\fastmcp_slim\fastmcp\_install_hints.py,96.52095031738281,65.52330780029297,2.331069231033325,57.08082962036133,2.752232789993286,22.414777755737305,cli,96.52095031738281
fastmcp\examples\testing_demo\server.py,14.355023384094238,19.784900665283203,42.20673370361328,58.06159210205078,31.552133560180664,15.181163787841797,server,58.06159210205078
fastmcp\fastmcp_slim\fastmcp\server\transforms\visibility.py,65.04068756103516,13.684621810913086,129.72410583496094,62.508609771728516,110.31366729736328,43.23720932006836,resources,129.72410583496094
fastmcp\examples\desktop.py,8.777558326721191,9.326044082641602,42.63172149658203,6.397215366363525,26.763473510742188,6.939727306365967,resources,42.63172149658203
fastmcp\tests\cli\test_mcp_server_config_integration.py,113.21118927001953,72.90836334228516,64.68611907958984,64.8951187133789,31.907583236694336,34.833518981933594,cli,113.21118927001953
fastmcp\tests\server\middleware\test_rate_limiting.py,75.9622802734375,76.70091247558594,12.877635955810547,66.41602325439453,40.92888259887695,15.699090003967285,client,76.70091247558594
fastmcp\tests\tools\tool_transform\test_args.py,74.15361785888672,75.55362701416016,23.651935577392578,11.724717140197754,144.4110565185547,30.734094619750977,tools,144.4110565185547
fastmcp\tests\server\test_dependencies_advanced.py,76.91255187988281,74.48785400390625,62.75031280517578,59.53459548950195,111.3449935913086,28.13827896118164,tools,111.3449935913086
fastmcp\examples\diagnostics\client_with_tracing.py,71.52696990966797,70.70697021484375,139.41921997070312,63.94643020629883,106.51358795166016,30.448041915893555,resources,139.41921997070312
fastmcp\fastmcp_slim\fastmcp\server\providers\filesystem_discovery.py,40.25968933105469,16.493633270263672,76.12216186523438,61.053226470947266,58.40119552612305,45.582088470458984,resources,76.12216186523438
fastmcp\examples\atproto_mcp\demo.py,99.39332580566406,86.01618194580078,111.9522705078125,64.88996887207031,99.34490966796875,40.325904846191406,resources,111.9522705078125
fastmcp\fastmcp_slim\fastmcp\cli\cli.py,129.63702392578125,89.66275024414062,101.91136932373047,86.19364929199219,99.07794952392578,63.94594192504883,cli,129.63702392578125
