file_path,configs,datasets,environments,policies,utilities,best_module,best_likelihood
lerobot\examples\lekiwi\replay.py,18.31281280517578,39.846675872802734,3.4413318634033203,1.7449873685836792,6.177419662475586,datasets,39.846675872802734
lerobot\src\lerobot\robots\openarm_follower\config_openarm_follower.py,16.132461547851562,8.89596939086914,4.158183574676514,1.4005889892578125,3.6244258880615234,configs,16.132461547851562
lerobot\src\lerobot\robots\hope_jr\hope_jr_hand.py,67.58927917480469,8.008991241455078,4.487032413482666,6.958212852478027,11.905387878417969,configs,67.58927917480469
lerobot\src\lerobot\envs\robomme.py,3.689446210861206,42.564491271972656,5.19137716293335,4.342928886413574,8.793567657470703,datasets,42.564491271972656
lerobot\src\lerobot\async_inference\robot_client.py,28.683916091918945,12.041312217712402,72.29034423828125,20.00011444091797,16.975122451782227,environments,72.29034423828125
lerobot\tests\policies\pi0_pi05\test_pi05.py,28.29073143005371,44.07421875,7.897900581359863,100.39949798583984,11.299995422363281,policies,100.39949798583984
lerobot\src\lerobot\utils\robot_utils.py,1.6230789422988892,0.7600653171539307,2.2513949871063232,1.2135741710662842,2.901604175567627,utilities,2.901604175567627
lerobot\tests\policies\test_gaussian_actor_config.py,29.496891021728516,44.21206283569336,6.447383403778076,90.51712799072266,13.487122535705566,policies,90.51712799072266
lerobot\tests\policies\lingbot_va\test_modules.py,13.223345756530762,14.60742473602295,9.355594635009766,90.77559661865234,17.62948226928711,policies,90.77559661865234
lerobot\src\lerobot\policies\molmoact2\configuration_molmoact2.py,26.23810577392578,42.28126907348633,9.15857219696045,89.62661743164062,15.59067153930664,policies,89.62661743164062
lerobot\src\lerobot\utils\io_utils.py,2.504503011703491,14.57640552520752,0.0,4.045910358428955,7.338809490203857,datasets,14.57640552520752
lerobot\tests\policies\groot\test_groot_train_random_crop.py,14.980801582336426,9.63300895690918,4.555191516876221,71.40493774414062,12.431377410888672,policies,71.40493774414062
lerobot\tests\policies\vla_jepa\test_vla_jepa.py,33.35167694091797,51.90513610839844,11.10680866241455,86.59577178955078,18.82621192932129,policies,86.59577178955078
lerobot\src\lerobot\motors\robstride\robstride.py,8.192411422729492,18.40349006652832,8.15110969543457,10.537972450256348,19.05821990966797,utilities,19.05821990966797
lerobot\examples\omx\record_grab.py,12.679642677307129,58.0324821472168,5.818756103515625,5.91222620010376,13.67898178100586,datasets,58.0324821472168
lerobot\src\lerobot\configs\policies.py,82.62837982177734,23.137962341308594,10.744494438171387,95.44371795654297,22.324705123901367,policies,95.44371795654297
lerobot\tests\processor\test_migration_detection.py,98.2158203125,23.776283264160156,7.747122287750244,34.09443283081055,14.23744010925293,configs,98.2158203125
lerobot\tests\policies\test_gaussian_actor_policy.py,32.742149353027344,84.69279479980469,9.77029037475586,71.67781829833984,17.408449172973633,datasets,84.69279479980469
lerobot\tests\fixtures\files.py,8.497604370117188,113.81906127929688,8.119154930114746,4.057518005371094,15.469819068908691,datasets,113.81906127929688
lerobot\tests\policies\pi0_pi05\test_pi0.py,27.858211517333984,43.73704528808594,7.786226272583008,95.489990234375,10.39765453338623,policies,95.489990234375
