file_path,dns,general,http_general,httpserver,pools,sampling,services,transport,best_module,best_likelihood
proxygen\proxygen\lib\http\coro\filters\Status1xxFilter.h,1.0005050897598267,2.1045031547546387,48.34849166870117,3.4984169006347656,1.0,4.419180331751704E-4,1.6740128993988037,0.3739231824874878,http_general,48.34849166870117
proxygen\proxygen\lib\http\coro\transport\HTTPConnectAsyncTransport.cpp,25.635433197021484,4.530852317810059,45.90287780761719,3.3503966331481934,1.6694273948669434,3.5608879989013076E-4,3.4782068729400635,94.63663482666016,transport,94.63663482666016
proxygen\proxygen\lib\utils\test\ZlibTests.cpp,1.0003533363342285,1.2902090549468994,0.31923937797546387,1.0003092288970947,1.9447365999221802,3.0921597499400377E-4,0.35262882709503174,3.0921597499400377E-4,pools,1.9447365999221802
proxygen\proxygen\httpserver\samples\echo\EchoHandler.cpp,1.0004796981811523,2.4100441932678223,38.2619514465332,93.15325927734375,3.3616180419921875,4.1971122846007347E-4,1.668666124343872,4.1971122846007347E-4,httpserver,93.15325927734375
proxygen\proxygen\lib\services\AcceptorConfiguration.h,2.0185999870300293,4.848259925842285,40.000431060791016,5.309246063232422,2.3088161945343018,4.299128777347505E-4,145.4092559814453,4.299128777347505E-4,services,145.4092559814453
proxygen\proxygen\lib\http\coro\filters\test\DecompressionFilterTest.cpp,1.0003701448440552,3.400630235671997,50.744056701660156,4.9445414543151855,3.341956853866577,3.2383634243160486E-4,2.5223631858825684,0.4592704176902771,http_general,50.744056701660156
proxygen\proxygen\lib\http\codec\compress\HPACKCodec.cpp,1.0004351139068604,10.088702201843262,57.9013786315918,3.9388835430145264,1.3183066844940186,2.3368961811065674,3.812495231628418,39.46552658081055,http_general,57.9013786315918
proxygen\proxygen\lib\http\coro\filters\DecompressionFilterFactory.cpp,1.0004962682724,2.042811393737793,48.02094650268555,5.373030662536621,2.0,4.342591855674982E-4,1.674190640449524,0.3627125918865204,http_general,48.02094650268555
proxygen\proxygen\lib\http\connpool\SessionHolder.cpp,3.893768072128296,5.8714823722839355,46.75372314453125,6.05711030960083,4.959238052368164,1.4020346403121948,6.001957893371582,98.11831665039062,transport,98.11831665039062
proxygen\proxygen\lib\http\test\HTTPHeadersBenchmark.cpp,18.886987686157227,4.92385196685791,49.966026306152344,4.882543087005615,3.9509739875793457,0.9801620841026306,4.077063083648682,1.3765987157821655,http_general,49.966026306152344
proxygen\proxygen\httpserver\HTTPServerAcceptor.h,1.0004796981811523,2.8777313232421875,38.31003189086914,104.81214141845703,2.296436071395874,4.1971122846007347E-4,2.34393572807312,39.00041961669922,httpserver,104.81214141845703
