file_path,backends,bin,concurrency,contrib,events,fixups,loaders,security,utils,worker,best_module,best_likelihood
celery\celery\backends\gcs.py,131.5900421142578,55.41532516479492,11.645968437194824,13.976727485656738,12.836663246154785,11.604240417480469,13.257852554321289,13.86909008026123,15.453447341918945,16.841114044189453,backends,131.5900421142578
celery\celery\worker\pidbox.py,8.32097339630127,26.19659996032715,9.189720153808594,48.221778869628906,118.16568756103516,0.552058219909668,8.038344383239746,5.234003067016602,10.432312965393066,67.84597778320312,events,118.16568756103516
celery\celery\app\defaults.py,81.71522521972656,67.46788787841797,73.20411682128906,46.701602935791016,116.22296142578125,8.892844200134277,19.970714569091797,125.41402435302734,24.19289779663086,95.25379180908203,security,125.41402435302734
celery\celery\security\key.py,45.55112838745117,10.781031608581543,4.1720499992370605,7.136137962341309,1.82967209815979,1.82967209815979,2.0422842502593994,136.50819396972656,8.596750259399414,2.0381269454956055,security,136.50819396972656
celery\celery\utils\debug.py,2.9151291847229004,30.748023986816406,4.164325714111328,3.7438344955444336,10.157899856567383,4.142686367034912,4.961176872253418,2.0132174491882324,102.15864562988281,4.319177627563477,utils,102.15864562988281
celery\celery\worker\heartbeat.py,3.4405927658081055,18.988597869873047,4.269890785217285,2.2619082927703857,86.28483581542969,1.4906573295593262,7.181243896484375,0.93047034740448,8.851877212524414,79.20819854736328,events,86.28483581542969
celery\celery\concurrency\base.py,18.62065315246582,35.94279098510742,113.76023864746094,8.569518089294434,44.095054626464844,5.916847229003906,16.235580444335938,6.82818078994751,19.729228973388672,60.0322380065918,concurrency,113.76023864746094
celery\celery\app\control.py,23.29490089416504,64.24048614501953,18.892431259155273,62.70485305786133,89.20930480957031,3.7986371517181396,56.963844299316406,7.9047417640686035,19.21229362487793,24.37352180480957,events,89.20930480957031
celery\celery\utils\term.py,9.65504264831543,22.230865478515625,9.590106964111328,12.014636993408203,3.257631540298462,5.357087135314941,2.598630666732788,5.133505344390869,75.42964172363281,4.844301700592041,utils,75.42964172363281
celery\celery\events\event.py,6.118477821350098,9.117109298706055,2.8080878257751465,3.482919692993164,130.0001983642578,3.0000667572021484,3.2407259941101074,5.043405532836914,7.664914608001709,3.482919692993164,events,130.0001983642578
celery\celery\concurrency\eventlet.py,9.98042106628418,43.44722366333008,111.48078155517578,8.400826454162598,11.09254264831543,6.4893670082092285,14.016975402832031,7.795542240142822,18.804611206054688,13.189851760864258,concurrency,111.48078155517578
celery\celery\backends\cosmosdbsql.py,109.42095947265625,22.24602508544922,2.2243151664733887,3.360703229904175,2.909080743789673,1.1551109552383423,4.634026050567627,2.601865291595459,6.259680271148682,2.8478024005889893,backends,109.42095947265625
celery\celery\backends\base.py,142.6844940185547,66.7640609741211,22.389081954956055,25.356840133666992,26.3793888092041,13.657391548156738,43.68868637084961,62.107093811035156,30.04274559020996,81.13064575195312,backends,142.6844940185547
celery\celery\apps\multi.py,31.818748474121094,87.43453216552734,4.871160507202148,9.896380424499512,12.1265287399292,4.555972099304199,27.774932861328125,3.9213857650756836,41.4366340637207,81.09805297851562,bin,87.43453216552734
celery\celery\bin\multi.py,9.365582466125488,140.1568603515625,7.622469902038574,10.84526538848877,16.648571014404297,10.26552677154541,10.89449691772461,5.015708923339844,49.56157302856445,10.302684783935547,bin,140.1568603515625
celery\celery\_state.py,11.684538841247559,29.27532386779785,8.436386108398438,6.308557987213135,11.32690143585205,112.95372009277344,60.03505325317383,5.650534152984619,30.018306732177734,80.07923889160156,fixups,112.95372009277344
celery\celery\worker\autoscale.py,6.107466220855713,39.44832992553711,124.31385803222656,2.7407000064849854,36.75161361694336,0.0,10.23519229888916,5.9915385246276855,4.925130367279053,83.10140228271484,concurrency,124.31385803222656
celery\celery\worker\consumer\tasks.py,16.34024429321289,28.494903564453125,91.23738861083984,10.695331573486328,8.958895683288574,2.2826876640319824,11.306753158569336,8.806122779846191,6.843443870544434,108.95716094970703,worker,108.95716094970703
celery\celery\concurrency\solo.py,3.425823450088501,10.032236099243164,109.09471130371094,2.647041082382202,2.276648998260498,0.5513545870780945,6.7106032371521,1.9448227882385254,5.322981357574463,70.51163482666016,concurrency,109.09471130371094
celery\celery\bin\migrate.py,8.913987159729004,99.32079315185547,6.422305107116699,18.132648468017578,9.39465045928955,3.3601748943328857,11.33120059967041,11.27869701385498,30.52305030822754,28.073442459106445,bin,99.32079315185547
