file_path,dsp,feature,general,mir,best_module,best_likelihood
audioflux\include\hht_algorithm.h,3.6355981826782227,1.7045055627822876,2.5838706493377686,1.1183245182037354,dsp,3.6355981826782227
audioflux\src\vector\flux_vectorOp.h,18.484760284423828,2.9952552318573,2.966978073120117,2.922630786895752,dsp,18.484760284423828
audioflux\include\temporal_algorithm.h,3.096261501312256,10.015461921691895,2.0454986095428467,13.286391258239746,mir,13.286391258239746
audioflux\src\dsp\conv_algorithm.h,86.69218444824219,5.463861465454102,10.885589599609375,5.5276079177856445,dsp,86.69218444824219
audioflux\src\mir\timeStretch_algorithm.h,3.1091883182525635,5.703400611877441,2.0578269958496094,77.47499084472656,mir,77.47499084472656
audioflux\src\reassign_algorithm.c,4.961019515991211,4.928182601928711,6.847809791564941,30.79064178466797,mir,30.79064178466797
audioflux\src\mir\_pitch_yin.c,11.37769889831543,3.662365674972534,1.5799858570098877,84.11116027832031,mir,84.11116027832031
audioflux\src\filterbank\coef\__coef_d.h,40.11076354980469,1.2877159118652344,1.9283006191253662,17.79315757751465,dsp,40.11076354980469
audioflux\src\temporal_algorithm.h,3.096261501312256,10.015461921691895,2.0454986095428467,13.286391258239746,mir,13.286391258239746
audioflux\src\dsp\czt_algorithm.c,67.07891082763672,0.721376895904541,5.272008895874023,5.768460273742676,dsp,67.07891082763672
audioflux\include\dsp\conv_algorithm.h,86.69218444824219,5.463861465454102,10.885589599609375,5.5276079177856445,dsp,86.69218444824219
audioflux\src\mir\_pitch_hps.c,16.282039642333984,3.032580614089966,1.3020000457763672,71.08824920654297,mir,71.08824920654297
audioflux\src\bft_algorithm.h,4.5633544921875,13.136531829833984,4.514084339141846,2.9962375164031982,feature,13.136531829833984
audioflux\include\util\flux_wave.h,1.4834136962890625,4.491361618041992,1.4834136962890625,16.110145568847656,mir,16.110145568847656
audioflux\src\filterbank\cqt_filterBank.c,3.85194993019104,9.858774185180664,7.0627641677856445,18.092609405517578,mir,18.092609405517578
audioflux\src\fst_algorithm.h,21.29338836669922,1.4641010761260986,2.624047040939331,1.1568362712860107,dsp,21.29338836669922
audioflux\include\wsst_algorithm.h,4.324132442474365,8.27598762512207,4.273721694946289,0.8200292587280273,feature,8.27598762512207
audioflux\include\mir\_pitch_lhs.h,0.1829575002193451,2.7621169090270996,0.1829575002193451,83.76232147216797,mir,83.76232147216797
audioflux\include\spectrogram_algorithm.h,7.971261501312256,32.25288772583008,9.142329216003418,38.21548843383789,mir,38.21548843383789
audioflux\src\mir\_pitch_stft.c,9.411669731140137,41.969017028808594,4.612370491027832,100.36551666259766,mir,100.36551666259766
audioflux\include\dsp\xcorr_algorithm.h,85.83174896240234,0.4251108467578888,7.694342136383057,3.127626895904541,dsp,85.83174896240234
audioflux\include\wpt_algorithm.h,3.6355981826782227,1.7045055627822876,2.5838706493377686,1.1183245182037354,dsp,3.6355981826782227
audioflux\src\mir\onset_algorithm.c,6.190622329711914,25.84017562866211,12.865310668945312,136.1187744140625,mir,136.1187744140625
audioflux\src\dsp\flux_window.c,83.61088562011719,3.9321606159210205,5.7401580810546875,40.102962493896484,dsp,83.61088562011719
audioflux\src\dsp\flux_correct.c,110.35662078857422,2.796213150024414,3.8592002391815186,19.8790225982666,dsp,110.35662078857422
audioflux\src\mir\harmonic_algorithm.c,54.31721496582031,8.832263946533203,7.628798484802246,86.74048614501953,mir,86.74048614501953
audioflux\src\cwt_algorithm.c,37.21043014526367,12.069680213928223,7.269847869873047,3.480487585067749,dsp,37.21043014526367
audioflux\src\filterbank\dwt_filterCoef.h,19.76125144958496,2.358096122741699,2.0350558757781982,1.5582990646362305,dsp,19.76125144958496
audioflux\src\nsgt_algorithm.c,22.096454620361328,11.144763946533203,6.434759616851807,28.055635452270508,mir,28.055635452270508
audioflux\src\vector\flux_complex.c,9.500697135925293,3.0260326862335205,6.7512078285217285,37.53752136230469,mir,37.53752136230469
audioflux\src\cepstrogram_algorithm.h,3.088649034500122,8.235139846801758,2.038238525390625,0.5845459699630737,feature,8.235139846801758
audioflux\src\track\tune_track.c,25.604158401489258,12.297982215881348,5.7389817237854,39.46282196044922,mir,39.46282196044922
audioflux\include\mir\hpss_algorithm.h,3.1944875717163086,1.2754013538360596,2.1434271335601807,77.89275360107422,mir,77.89275360107422
