file_path,backtest,contrib,data,model,rl,strategy,tests,utils,workflow,best_module,best_likelihood
qlib\qlib\log.py,4.573791980743408,11.212814331054688,12.166863441467285,37.561912536621094,24.28339958190918,10.923388481140137,20.824928283691406,12.60824203491211,23.282150268554688,model,37.561912536621094
qlib\qlib\model\meta\dataset.py,3.2929000854492188,6.931661128997803,55.11435317993164,74.55709838867188,2.1956725120544434,9.834330558776855,51.251556396484375,9.222625732421875,15.605770111083984,model,74.55709838867188
qlib\qlib\workflow\online\__init__.py,2.693749189376831,8.329565048217773,0.06451363861560822,3.6950509548187256,1.001301884651184,2.491396427154541,2.0013017654418945,3.6950509548187256,119.60640716552734,workflow,119.60640716552734
qlib\qlib\rl\utils\__init__.py,0.06352417171001434,4.30005407333374,44.06352233886719,2.064814567565918,83.70515441894531,2.064814567565918,4.001290321350098,87.1666030883789,3.064814567565918,utils,87.1666030883789
qlib\qlib\typehint.py,3.8373937606811523,3.7969915866851807,8.180234909057617,21.066057205200195,2.71148681640625,3.9355592727661133,3.2692301273345947,6.822611331939697,3.9355592727661133,model,21.066057205200195
qlib\qlib\contrib\rolling\__main__.py,5.753707408905029,78.42945098876953,5.876584053039551,32.01278305053711,5.185397148132324,7.602511405944824,5.185397148132324,14.424705505371094,7.602511405944824,contrib,78.42945098876953
qlib\qlib\workflow\online\strategy.py,14.117461204528809,33.929996490478516,58.60462188720703,133.91529846191406,31.279888153076172,118.99005126953125,79.07093048095703,28.05605125427246,178.62403869628906,workflow,178.62403869628906
qlib\tests\storage_tests\test_storage.py,5.910343170166016,12.166288375854492,93.63021087646484,12.328670501708984,5.317402362823486,9.864032745361328,121.29818725585938,22.357177734375,17.356122970581055,tests,121.29818725585938
qlib\qlib\rl\interpreter.py,7.968935966491699,6.1810078620910645,1.0498310327529907,4.132994174957275,74.92145538330078,7.168930530548096,5.161195755004883,6.473864555358887,7.9189558029174805,rl,74.92145538330078
qlib\tests\ops\test_elem_operator.py,11.001260757446289,11.189987182617188,73.84260559082031,14.402833938598633,4.7171478271484375,9.061745643615723,122.36109161376953,20.05617332458496,19.67638397216797,tests,122.36109161376953
qlib\qlib\backtest\executor.py,75.93162536621094,27.840984344482422,78.49707794189453,31.05770492553711,21.207252502441406,147.8654022216797,19.134151458740234,31.781490325927734,46.58009338378906,strategy,147.8654022216797
qlib\qlib\rl\strategy\single_order.py,4.975625991821289,10.66062068939209,0.07048986852169037,19.355175018310547,84.52238464355469,105.81735229492188,2.2262165546417236,16.85391616821289,15.961447715759277,strategy,105.81735229492188
qlib\qlib\contrib\data\highfreq_processor.py,2.195463180541992,57.46668243408203,75.29822540283203,10.142621040344238,2.408782482147217,5.158607482910156,11.763614654541016,14.945605278015137,9.966840744018555,data,75.29822540283203
qlib\qlib\rl\order_execution\policy.py,11.150480270385742,17.46904945373535,24.709753036499023,108.5134048461914,107.41173553466797,19.772686004638672,11.790066719055176,21.896404266357422,27.658666610717773,model,108.5134048461914
qlib\qlib\contrib\report\analysis_position\parse_position.py,11.305685043334961,62.857261657714844,87.28736114501953,27.77173614501953,8.308832168579102,15.737105369567871,10.954625129699707,16.543777465820312,21.92557144165039,data,87.28736114501953
qlib\qlib\data\dataset\loader.py,9.305685997009277,16.07065200805664,90.056640625,30.202157974243164,50.87685775756836,17.33986473083496,21.52811050415039,24.737714767456055,26.095090866088867,data,90.056640625
qlib\scripts\data_collector\utils.py,13.689937591552734,22.93970489501953,121.6263656616211,56.0115852355957,82.49089050292969,30.69156837463379,22.17089080810547,79.87203216552734,37.244205474853516,data,121.6263656616211
qlib\qlib\contrib\strategy\optimizer\__init__.py,2.685000419616699,64.23277282714844,0.0641804039478302,2.0654783248901367,3.53349232673645,102.6566390991211,1.001297950744629,5.416197776794434,8.927938461303711,strategy,102.6566390991211
qlib\qlib\strategy\base.py,12.79819107055664,14.312875747680664,63.21384048461914,11.13853931427002,41.140193939208984,160.32887268066406,9.00997543334961,18.216197967529297,27.588024139404297,strategy,160.32887268066406
qlib\tests\misc\test_index_data.py,1.5828841924667358,7.293568134307861,61.677947998046875,8.853534698486328,3.3666622638702393,7.822503566741943,102.31326293945312,15.147201538085938,8.896543502807617,tests,102.31326293945312
qlib\qlib\data\base.py,3.0019514560699463,13.4224271774292,72.48823547363281,26.329484939575195,10.00537109375,20.671905517578125,16.499189376831055,14.391902923583984,12.300813674926758,data,72.48823547363281
qlib\qlib\contrib\data\data.py,3.0360305309295654,62.47801971435547,65.75684356689453,4.652647495269775,3.6688239574432373,4.362254619598389,9.043789863586426,13.547327995300293,5.711766719818115,data,65.75684356689453
qlib\qlib\strategy\__init__.py,2.695950508117676,3.6972532272338867,0.064597487449646,1.0659003257751465,1.0013028383255005,101.05731964111328,1.0013028383255005,3.6972532272338867,8.959959030151367,strategy,101.05731964111328
qlib\qlib\backtest\__init__.py,110.45520782470703,18.975969314575195,72.09007263183594,40.41797637939453,7.012596130371094,134.65399169921875,13.298029899597168,26.07308006286621,30.385723114013672,strategy,134.65399169921875
qlib\qlib\rl\trainer\vessel.py,16.732303619384766,24.225391387939453,65.33759307861328,41.80160903930664,79.90632629394531,18.599998474121094,56.39828872680664,22.605051040649414,43.02546691894531,rl,79.90632629394531
qlib\qlib\backtest\profit_attribution.py,72.57302856445312,9.808563232421875,94.2348403930664,31.910175323486328,6.2989182472229,22.519041061401367,13.52746868133545,20.957666397094727,16.27752113342285,data,94.2348403930664
qlib\examples\nested_decision_execution\workflow.py,147.37518310546875,95.77960968017578,97.46998596191406,135.4348907470703,22.687734603881836,159.44732666015625,43.469295501708984,42.910003662109375,138.3188934326172,strategy,159.44732666015625
qlib\qlib\data\client.py,5.57304573059082,12.315459251403809,61.129234313964844,22.535560607910156,23.528242111206055,11.741491317749023,9.408233642578125,19.244281768798828,13.651228904724121,data,61.129234313964844
qlib\qlib\utils\data.py,1.4951354265213013,3.874589204788208,59.973995208740234,10.208842277526855,1.871376872062683,6.776792049407959,7.742119312286377,82.33396911621094,7.847982406616211,utils,82.33396911621094
qlib\tests\backtest\test_soft_topk_strategy_cold_start.py,97.77005004882812,12.520023345947266,5.129702568054199,10.952308654785156,2.61460018157959,119.68864440917969,113.5300064086914,14.247003555297852,23.985321044921875,strategy,119.68864440917969
qlib\tests\rl\test_logger.py,11.718177795410156,16.320674896240234,77.36156463623047,27.61006736755371,91.12950134277344,11.643411636352539,121.09244537353516,23.602645874023438,29.943439483642578,tests,121.09244537353516
