file_path,Apps,BBB web,FSESL,FreeSWITCH,Presentation Conversion,best_module,best_likelihood
bigbluebutton\bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\example\SimpleHangupPipelineFactory.java,5.1822285652160645,44.9139404296875,101.78384399414062,97.7223129272461,1.0100500583648682,FSESL,101.78384399414062
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\constraint\MeetingEndedConstraint.java,23.134305953979492,90.46318817138672,9.94264030456543,7.57726526260376,9.060603141784668,BBB web,90.46318817138672
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\request\Enter.java,19.67886734008789,89.26396942138672,5.31056547164917,6.6157331466674805,8.230682373046875,BBB web,89.26396942138672
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\DelayedCommand.java,6.972836971282959,45.3185920715332,79.2120361328125,108.5603256225586,1.3995991945266724,FreeSWITCH,108.5603256225586
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\constraint\list\NotEmptyList.java,15.629136085510254,87.19483184814453,6.146224498748779,6.311673164367676,7.805054664611816,BBB web,87.19483184814453
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\commands\ConferenceCommandResult.java,4.4005279541015625,45.911312103271484,80.96074676513672,103.74449920654297,1.0093040466308594,FreeSWITCH,103.74449920654297
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\RecordChapterBreak.java,19.062602996826172,81.22700500488281,2.8318798542022705,2.1438472270965576,3.6795425415039062,BBB web,81.22700500488281
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\MeetingStarted.java,19.19922637939453,81.25214385986328,2.853012800216675,2.145421266555786,3.6871116161346436,BBB web,81.25214385986328
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\request\MeetingInfo.java,19.90762710571289,87.90998840332031,3.8010053634643555,5.69980525970459,8.18073844909668,BBB web,87.90998840332031
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\service\ServiceUtils.java,30.929332733154297,91.9239730834961,6.731861591339111,5.186155319213867,11.527056694030762,BBB web,91.9239730834961
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\web\services\IStorageService.java,14.950112342834473,89.80973815917969,0.14412176609039307,2.1434590816497803,5.65517520904541,BBB web,89.80973815917969
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\FreeswitchApplication.java,18.205951690673828,47.84479904174805,69.3325424194336,92.47643280029297,4.067388534545898,FreeSWITCH,92.47643280029297
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\MuteUserCommand.java,10.941885948181152,46.05633544921875,79.18224334716797,110.85115051269531,1.787320613861084,FreeSWITCH,110.85115051269531
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\EjectAllUsersCommand.java,6.77673864364624,46.37709426879883,81.4424819946289,109.57139587402344,1.191865086555481,FreeSWITCH,109.57139587402344
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\ConfRecording.java,9.211606979370117,47.87100601196289,89.68666076660156,101.92272186279297,1.0099612474441528,FreeSWITCH,101.92272186279297
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\request\EndMeeting.java,19.0007381439209,87.43508911132812,3.658639907836914,5.5717339515686035,7.863887786865234,BBB web,87.43508911132812
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\UnknownConferenceEvent.java,9.268803596496582,47.9454460144043,90.4741439819336,102.53289031982422,1.0101404190063477,FreeSWITCH,102.53289031982422
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\Util.java,19.685657501220703,87.13327026367188,2.3584744930267334,3.5479280948638916,89.83941650390625,Presentation Conversion,89.83941650390625
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\StopSoundCommand.java,10.860833168029785,46.27715301513672,80.12100982666016,111.09017944335938,1.9714421033859253,FreeSWITCH,111.09017944335938
bigbluebutton\bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\AbstractOutboundPipelineFactory.java,5.0202250480651855,44.59504318237305,96.78912353515625,90.14720916748047,1.0090796947479248,FSESL,96.78912353515625
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\MeetingDestroyed.java,19.19922637939453,81.25214385986328,2.853012800216675,2.145421266555786,3.6871116161346436,BBB web,81.25214385986328
bigbluebutton\bbb-recording-imex\src\test\java\org\bigbluebutton\RecordingImportHandlerTest.java,6.454755783081055,49.11151123046875,6.829870700836182,3.9969635009765625,11.582194328308105,BBB web,49.11151123046875
