file_path,app,backends,bin,contrib,events,fixups,loaders,security,utils,worker,best_module,best_likelihood
celery\celery\worker\pidbox.py,63.946022033691406,9.46304988861084,25.933900833129883,47.002750396728516,108.94034576416016,0.5409529805183411,7.8922505378723145,5.604797840118408,10.407325744628906,65.5438232421875,events,108.94034576416016
celery\celery\app\defaults.py,85.61592864990234,98.2458267211914,69.75253295898438,44.26581954956055,105.43854522705078,8.744438171386719,19.5197696685791,115.29105377197266,25.181913375854492,90.37727355957031,security,115.29105377197266
celery\celery\security\key.py,8.507776260375977,62.96908950805664,20.90709686279297,7.664459705352783,1.7028694152832031,1.7028694152832031,1.9251587390899658,127.72466278076172,8.648503303527832,1.9531570672988892,security,127.72466278076172
celery\celery\utils\debug.py,51.75616455078125,3.2850277423858643,31.14777374267578,3.6754167079925537,9.679468154907227,3.981661796569824,4.869208812713623,1.914896011352539,93.38324737548828,4.292867183685303,utils,93.38324737548828
celery\celery\worker\heartbeat.py,10.629725456237793,3.4880168437957764,18.96380043029785,2.226564407348633,77.4920883178711,1.5125396251678467,7.226848602294922,0.9589434266090393,8.86169147491455,76.27997589111328,events,77.4920883178711
celery\celery\concurrency\base.py,84.9133529663086,20.124263763427734,45.221923828125,8.740493774414062,40.16050720214844,5.912029266357422,16.0598201751709,6.750838279724121,20.672672271728516,60.6488037109375,app,84.9133529663086
celery\celery\app\control.py,89.13247680664062,23.28321075439453,71.674072265625,61.71345138549805,83.39567565917969,3.7471742630004883,55.030296325683594,7.599611759185791,19.957109451293945,24.670621871948242,app,89.13247680664062
celery\celery\utils\term.py,25.71588897705078,10.672913551330566,22.316524505615234,12.106147766113281,3.137249231338501,5.215786933898926,2.537221670150757,5.153493881225586,70.3325424194336,5.050873279571533,utils,70.3325424194336
celery\celery\events\event.py,9.54804515838623,6.051146030426025,8.982501029968262,3.727048635482788,120.23356628417969,3.0521650314331055,3.2606167793273926,5.0300493240356445,8.781717300415039,3.727048635482788,events,120.23356628417969
celery\celery\concurrency\eventlet.py,76.89082336425781,10.34200382232666,51.59248733520508,8.590866088867188,10.972850799560547,5.886993408203125,13.726781845092773,7.732016563415527,19.768083572387695,13.343413352966309,app,76.89082336425781
celery\celery\bin\multi.py,34.51795196533203,9.861618995666504,149.36866760253906,12.265176773071289,16.47692108154297,9.957269668579102,10.620488166809082,4.874771595001221,44.58979797363281,11.737122535705566,bin,149.36866760253906
celery\celery\_state.py,100.99324798583984,11.811795234680176,30.075902938842773,6.185504913330078,11.136280059814453,104.70423126220703,58.048683166503906,5.619004726409912,28.23100471496582,77.06999969482422,fixups,104.70423126220703
celery\celery\worker\autoscale.py,9.779816627502441,6.309139251708984,39.95695114135742,2.7421836853027344,32.81328201293945,0.0,9.948905944824219,6.087667465209961,4.93751859664917,79.89354705810547,worker,79.89354705810547
celery\celery\worker\consumer\tasks.py,73.09368133544922,16.265560150146484,28.176424026489258,10.915009498596191,8.841401100158691,2.1920645236968994,10.953947067260742,8.782878875732422,6.929689407348633,103.54522705078125,worker,103.54522705078125
