file_path,cli,client,prompts,server,tools,utilities,best_module,best_likelihood
fastmcp\tests\experimental\__init__.py,1.6153368949890137,0.0,0.0,0.2673417925834656,0.0,1.882678747177124,utilities,1.882678747177124
fastmcp\examples\atproto_mcp\src\atproto_mcp\server.py,32.667964935302734,10.345032691955566,7.021698474884033,57.86078643798828,32.77897262573242,14.054281234741211,server,57.86078643798828
fastmcp\tests\client\client\test_auth.py,39.90045928955078,59.07331466674805,0.496534138917923,0.8938547372817993,0.496534138917923,21.00187110900879,client,59.07331466674805
fastmcp\tests\deprecated\test_elicitation.py,63.82535171508789,66.0361557006836,5.2951555252075195,3.9885573387145996,32.161441802978516,12.550825119018555,client,66.0361557006836
fastmcp\tests\server\tasks\test_resource_task_meta_parameter.py,69.19915008544922,65.71914672851562,10.124968528747559,58.158241271972656,33.82830047607422,28.805845260620117,cli,69.19915008544922
fastmcp\fastmcp_slim\fastmcp\server\auth\providers\keycloak.py,23.652545928955078,18.215763092041016,0.0,60.36288070678711,1.4471285343170166,11.179471015930176,server,60.36288070678711
fastmcp\tests\resources\test_function_resources.py,40.11484146118164,13.73060417175293,7.262784004211426,5.880365371704102,6.653524875640869,17.048994064331055,cli,40.11484146118164
fastmcp\fastmcp_slim\fastmcp\server\auth\providers\supabase.py,66.18263244628906,67.04438018798828,4.5500593185424805,67.12484741210938,7.651918411254883,37.31603240966797,server,67.12484741210938
fastmcp\tests\server\auth\test_oauth_mounting.py,75.04771423339844,72.84010314941406,3.4748117923736572,68.23619079589844,32.6818962097168,22.043804168701172,cli,75.04771423339844
fastmcp\fastmcp_slim\fastmcp\client\progress.py,49.35279083251953,53.41038513183594,1.804394245147705,2.1189143657684326,3.046143054962158,7.716775417327881,client,53.41038513183594
fastmcp\fastmcp_slim\fastmcp\dependencies.py,11.904060363769531,1.253596305847168,0.0,1.253596305847168,0.0,4.882144927978516,cli,11.904060363769531
fastmcp\docs\apps\demos\data-table.py,12.91513442993164,13.755748748779297,2.682072877883911,5.765724182128906,3.051424503326416,6.285141944885254,client,13.755748748779297
fastmcp\examples\testing_demo\server.py,14.828631401062012,20.281206130981445,60.77815628051758,57.65095138549805,30.37322998046875,15.122945785522461,prompts,60.77815628051758
fastmcp\tests\utilities\openapi\test_schemas.py,45.75118637084961,61.53202438354492,47.29634094238281,5.221107006072998,17.92471694946289,93.80976104736328,utilities,93.80976104736328
fastmcp\fastmcp_slim\fastmcp\server\providers\local_provider\decorators\tools.py,39.482967376708984,15.443931579589844,3.0099618434906006,64.3440170288086,112.770751953125,36.069549560546875,tools,112.770751953125
