Project,Prec@10,Reca@10,F1@10,Prec@20,Reca@20,F1@20,Prec@30,Reca@30,F1@30,Prec@40,Reca@40,F1@40,Prec@50,Reca@50,F1@50,Prec@60,Reca@60,F1@60,Prec@70,Reca@70,F1@70,Prec@80,Reca@80,F1@80,Prec@90,Reca@90,F1@90
celery,0.6875,0.1158,0.1982,0.7500,0.1579,0.2609,0.7619,0.1684,0.2759,0.7619,0.1684,0.2759,0.6389,0.2421,0.3511,0.6250,0.3684,0.4636,0.5333,0.5053,0.5189,0.3240,0.6105,0.4234,0.2119,0.6737,0.3224
fastmcp,0.0000,0.0000,0.0000,1.0000,0.2667,0.4211,1.0000,0.2667,0.4211,1.0000,0.3333,0.5000,1.0000,0.3333,0.5000,0.5294,0.6000,0.5625,0.3548,0.7333,0.4783,0.2973,0.7333,0.4231,0.2000,0.8000,0.3200
lerobot,0.4615,0.1875,0.2667,0.4000,0.3750,0.3871,0.4000,0.4375,0.4179,0.4474,0.5312,0.4857,0.4750,0.5938,0.5278,0.3231,0.6562,0.4330,0.2613,0.9062,0.4056,0.2026,0.9688,0.3351,0.1925,0.9688,0.3212
qlib,1.0000,0.1618,0.2785,1.0000,0.2794,0.4368,1.0000,0.3824,0.5532,1.0000,0.4265,0.5979,0.9697,0.4706,0.6337,0.4205,0.5441,0.4744,0.1342,0.6176,0.2205,0.1059,0.7647,0.1860,0.0818,0.8088,0.1486
