Precision
Project,10,20,30,40,50,60,70,80,90
celery,0.7619,0.7619,0.7619,0.7619,0.7619,0.7629,0.7707,0.7864,0.8454
fastmcp,0.7276,0.7276,0.7276,0.7276,0.7348,0.7348,0.7348,0.7558,0.7995
lerobot,0.7234,0.7234,0.7234,0.7234,0.7224,0.7262,0.7311,0.7772,0.8624
qlib,0.5118,0.5118,0.5118,0.5118,0.5134,0.5200,0.5321,0.5404,0.6495

Recall
Project,10,20,30,40,50,60,70,80,90
celery,0.7977,0.7977,0.7977,0.7977,0.7977,0.7977,0.7962,0.7850,0.6879
fastmcp,0.8341,0.8341,0.8341,0.8341,0.8341,0.8341,0.8341,0.8235,0.7014
lerobot,0.8263,0.8263,0.8263,0.8263,0.8210,0.8210,0.8065,0.7940,0.6848
qlib,0.5026,0.5026,0.5026,0.5026,0.5016,0.4938,0.4801,0.4491,0.3144

F1
Project,10,20,30,40,50,60,70,80,90
celery,0.7794,0.7794,0.7794,0.7794,0.7794,0.7799,0.7833,0.7857,0.7586
fastmcp,0.7772,0.7772,0.7772,0.7772,0.7813,0.7813,0.7813,0.7882,0.7472
lerobot,0.7714,0.7714,0.7714,0.7714,0.7686,0.7707,0.7669,0.7855,0.7634
qlib,0.5072,0.5072,0.5072,0.5072,0.5074,0.5066,0.5048,0.4905,0.4237
