Project,Prec@10,Reca@10,F1@10,Prec@20,Reca@20,F1@20,Prec@30,Reca@30,F1@30,Prec@40,Reca@40,F1@40,Prec@50,Reca@50,F1@50,Prec@60,Reca@60,F1@60,Prec@70,Reca@70,F1@70,Prec@80,Reca@80,F1@80,Prec@90,Reca@90,F1@90
celery,0.6235,0.6942,0.6570,0.6268,0.6942,0.6588,0.6276,0.6942,0.6592,0.6276,0.6942,0.6592,0.6344,0.6886,0.6604,0.6403,0.6773,0.6583,0.6439,0.6503,0.6471,0.6364,0.5624,0.5971,0.5990,0.4253,0.4974
fastmcp,0.7429,0.8698,0.8013,0.7733,0.8698,0.8187,0.7733,0.8698,0.8187,0.7812,0.8698,0.8231,0.7812,0.8698,0.8231,0.7948,0.7823,0.7885,0.7830,0.6506,0.7107,0.7781,0.5947,0.6741,0.7540,0.3816,0.5067
lerobot,0.6304,0.7034,0.6649,0.6976,0.7034,0.7005,0.7178,0.7034,0.7106,0.7289,0.7034,0.7160,0.7386,0.7034,0.7206,0.7039,0.5581,0.6226,0.7962,0.4001,0.5326,0.8083,0.2065,0.3289,0.7810,0.1543,0.2577
qlib,0.4058,0.4283,0.4168,0.4087,0.4283,0.4183,0.4118,0.4283,0.4199,0.4132,0.4283,0.4206,0.4139,0.4273,0.4205,0.3882,0.3794,0.3838,0.2984,0.2265,0.2575,0.2482,0.1457,0.1836,0.2493,0.1021,0.1448
