file_path,IMBS,KDE,LBP_MRF,LBSP,MultiLayer,PBAS,SigmaDelta,T2F,TwoPoints,ViBe,VuMeter,dp,lb,main,best_module,best_likelihood
bgslibrary\bgslibrary\algorithms\DPMean.h,20.011249542236328,0.39493048191070557,6.981085300445557,2.669849157333374,1.1513776779174805,24.637407302856445,1.1513776779174805,0.1829487532377243,3.3046209812164307,1.1513776779174805,1.1513776779174805,94.73067474365234,1.5361974239349365,13.463692665100098,dp,94.73067474365234
bgslibrary\bgslibrary\algorithms\MixtureOfGaussianV2.cpp,20.297452926635742,11.483327865600586,17.237627029418945,9.316546440124512,7.333836555480957,16.432659149169922,7.333836555480957,5.349942207336426,5.270504474639893,3.1355409622192383,7.333836555480957,6.305059432983398,10.80602741241455,13.219544410705566,IMBS,20.297452926635742
bgslibrary\bgslibrary\algorithms\LBSP\BackgroundSubtractorPAWCS.cpp,2.376331090927124,5.980048179626465,49.928775787353516,95.16249084472656,3.228412389755249,3.554689407348633,3.7926254272460938,33.81294250488281,5.745497703552246,19.667743682861328,4.376331329345703,10.480173110961914,85.34968566894531,34.69606399536133,LBSP,95.16249084472656
bgslibrary\bgslibrary\algorithms\MultiLayer\blob.cpp,7.834750175476074,3.178222894668579,31.241003036499023,3.1407864093780518,76.41421508789062,9.957275390625,3.239673614501953,18.286510467529297,4.348756790161133,9.62044620513916,1.6505622863769531,5.022076606750488,8.420619010925293,61.68834686279297,MultiLayer,76.41421508789062
bgslibrary\bgslibrary\algorithms\dp\Image.cpp,13.055479049682617,2.0,0.0,2.308685302734375,1.145263671875,0.0,1.145263671875,0.0,3.2923309803009033,1.145263671875,1.145263671875,86.6888198852539,1.3411991596221924,3.453948974609375,dp,86.6888198852539
bgslibrary\bgslibrary\algorithms\LBP_MRF\MEHistogram.cpp,14.970516204833984,28.96101188659668,123.97339630126953,40.94590377807617,5.491034984588623,19.63033676147461,2.2258501052856445,32.16954803466797,5.2808380126953125,16.383874893188477,2.2258501052856445,7.692212104797363,61.69092559814453,7.157829761505127,LBP_MRF,123.97339630126953
bgslibrary\bgslibrary\algorithms\DPTexture.h,19.861574172973633,0.4342309236526489,9.482477188110352,2.664182186126709,1.15047287940979,22.69301986694336,1.15047287940979,2.0379817485809326,3.302802324295044,14.777486801147461,1.15047287940979,102.73802185058594,5.245245456695557,13.4172945022583,dp,102.73802185058594
bgslibrary\wrapper\matlab\mxtypes.h,0.4134798049926758,0.0,0.0,0.0,0.0,0.4134798049926758,0.4134798049926758,19.031538009643555,1.414289116859436,0.4134798049926758,0.4134798049926758,0.9127660393714905,3.5830259323120117,0.5222295522689819,T2F,19.031538009643555
bgslibrary\bgslibrary\algorithms\lb\BGModelFuzzySom.h,1.149135947227478,7.6732072830200195,25.34589195251465,2.3169138431549072,1.149135947227478,8.55180549621582,1.149135947227478,2.0,3.300114870071411,1.149135947227478,1.149135947227478,1.3821218013763428,106.18801879882812,3.775721311569214,lb,106.18801879882812
bgslibrary\bgslibrary\algorithms\DPEigenbackground.cpp,20.52645492553711,11.342354774475098,10.763896942138672,6.5322723388671875,7.210853099822998,26.621353149414062,7.210853099822998,21.503707885742188,5.2509260177612305,16.788164138793945,7.210853099822998,41.25566864013672,36.51773452758789,15.41657543182373,dp,41.25566864013672
bgslibrary\bgslibrary\algorithms\LBSP\LBSP.h,1.487315058708191,0.0,48.90129470825195,109.00362396240234,1.1134250164031982,0.9224485754966736,1.487315058708191,22.64638900756836,3.6022775173187256,18.112947463989258,1.487315058708191,2.192009449005127,40.634376525878906,10.79769229888916,LBSP,109.00362396240234
bgslibrary\bgslibrary\algorithms\LBSP\BackgroundSubtractorLBSP.h,2.405564308166504,4.0,41.045310974121094,95.80352783203125,3.133233070373535,2.2723312377929688,3.405564308166504,2.31423282623291,4.54052734375,18.483070373535156,3.405564308166504,3.4474658966064453,42.5953483581543,16.414505004882812,LBSP,95.80352783203125
