file_path,contrib,data,model,rl,run,strategy,tests,utils,workflow,best_module,best_likelihood
qlib\tests\data_mid_layer_tests\test_handler_storage.py,9.676106452941895,85.60941314697266,18.658775329589844,6.011909008026123,15.041626930236816,10.12389087677002,111.45012664794922,20.25400733947754,17.716108322143555,tests,111.45012664794922
qlib\qlib\contrib\strategy\optimizer\enhanced_indexing.py,62.1429557800293,16.35146141052246,19.69598388671875,9.116342544555664,11.031488418579102,86.11144256591797,6.801574230194092,12.268616676330566,14.151299476623535,strategy,86.11144256591797
qlib\qlib\rl\reward.py,4.197549819946289,1.0585135221481323,2.8111016750335693,85.2225112915039,1.0585135221481323,5.225724220275879,1.0012303590774536,5.278863906860352,12.273388862609863,rl,85.2225112915039
qlib\qlib\contrib\model\pytorch_lstm.py,68.15672302246094,78.67536163330078,118.376220703125,37.12358093261719,44.942203521728516,27.895999908447266,81.82073974609375,81.30776977539062,36.0506477355957,model,118.376220703125
qlib\tests\ops\test_special_ops.py,8.858994483947754,79.88224029541016,10.081110000610352,3.2708191871643066,8.42357063293457,10.935629844665527,113.28882598876953,15.69226360321045,13.251052856445312,tests,113.28882598876953
qlib\examples\benchmarks_dynamic\baseline\rolling_benchmark.py,34.71286392211914,78.4659194946289,86.65763854980469,10.74933910369873,13.11514663696289,17.01698875427246,20.530048370361328,26.520187377929688,114.14944458007812,workflow,114.14944458007812
qlib\qlib\workflow\task\collect.py,13.833932876586914,15.95287799835205,23.99868392944336,8.974994659423828,16.681419372558594,17.608932495117188,11.842667579650879,20.0701961517334,122.77171325683594,workflow,122.77171325683594
qlib\qlib\rl\utils\log.py,11.955982208251953,48.844566345214844,16.570201873779297,65.52288055419922,21.540571212768555,18.463220596313477,12.670302391052246,72.97289276123047,30.012474060058594,utils,72.97289276123047
qlib\qlib\backtest\report.py,22.435306549072266,99.62197875976562,36.884334564208984,22.102279663085938,38.45539474487305,39.55108642578125,46.80617904663086,28.542343139648438,38.76412582397461,data,99.62197875976562
qlib\qlib\contrib\data\__init__.py,63.07750701904297,58.698143005371094,2.398397922515869,1.001301884651184,4.06226110458374,2.398397922515869,4.999049186706543,6.7972517013549805,3.730980396270752,contrib,63.07750701904297
qlib\qlib\rl\order_execution\simulator_simple.py,12.44221305847168,83.20952606201172,13.461590766906738,69.707763671875,40.94491195678711,13.36369514465332,13.042801856994629,25.238178253173828,27.238840103149414,data,83.20952606201172
qlib\examples\data_demo\data_mem_resuse_demo.py,18.264511108398438,82.39839172363281,21.821331024169922,7.471787929534912,11.19603443145752,12.51402473449707,16.621082305908203,20.6502742767334,121.48480987548828,workflow,121.48480987548828
qlib\qlib\data\cache.py,25.587087631225586,115.91080474853516,60.786888122558594,80.3641128540039,76.60436248779297,32.603660583496094,31.923755645751953,39.778350830078125,44.000587463378906,data,115.91080474853516
qlib\qlib\contrib\report\data\ana.py,58.88019561767578,68.60887145996094,16.718719482421875,3.185295343399048,36.78935623168945,15.545602798461914,11.201556205749512,16.37561798095703,11.159401893615723,data,68.60887145996094
qlib\qlib\contrib\data\processor.py,57.87910461425781,68.64310455322266,9.984249114990234,2.722540855407715,22.085792541503906,9.793560981750488,10.724820137023926,13.623019218444824,11.782201766967773,data,68.64310455322266
qlib\examples\highfreq\highfreq_processor.py,8.097735404968262,67.83018493652344,8.974152565002441,2.3893396854400635,5.101583957672119,5.63251256942749,15.879180908203125,12.066851615905762,8.503580093383789,data,67.83018493652344
qlib\qlib\rl\strategy\__init__.py,5.94570779800415,0.06443000584840775,1.0657309293746948,84.35688781738281,0.06443000584840775,100.89641571044922,1.0013008117675781,5.94570779800415,8.947101593017578,strategy,100.89641571044922
qlib\scripts\get_data.py,6.888272285461426,63.676841735839844,8.121816635131836,4.958858966827393,13.326986312866211,6.5234222412109375,8.95145320892334,13.233268737792969,7.790106773376465,data,63.676841735839844
qlib\qlib\rl\data\pickle_styled.py,14.203390121459961,96.001953125,15.63321304321289,70.81037902832031,28.98178482055664,15.943827629089355,14.67496395111084,26.529094696044922,34.70928955078125,data,96.001953125
qlib\tests\misc\test_sepdf.py,6.045920372009277,57.722774505615234,6.449449062347412,1.5675376653671265,4.960833549499512,4.390134811401367,108.3846435546875,14.14575481414795,8.293794631958008,tests,108.3846435546875
qlib\qlib\model\riskmodel\base.py,17.749526977539062,57.72773361206055,81.12744903564453,4.579771995544434,26.753582000732422,11.725768089294434,11.471152305603027,19.378673553466797,24.67791748046875,model,81.12744903564453
qlib\tests\rl\test_finite_env.py,10.111248016357422,54.709144592285156,12.556436538696289,64.66605377197266,29.43595314025879,9.407849311828613,106.45791625976562,13.019206047058105,23.749582290649414,tests,106.45791625976562
qlib\qlib\contrib\torch.py,61.64734649658203,62.752052307128906,2.5941338539123535,1.001240611076355,4.2785491943359375,2.4274237155914307,6.254482746124268,7.223929405212402,5.2436370849609375,data,62.752052307128906
qlib\qlib\backtest\account.py,13.744526863098145,59.63569259643555,36.74807357788086,15.356854438781738,31.83388900756836,29.24580192565918,15.175324440002441,15.355754852294922,33.05838394165039,data,59.63569259643555
qlib\qlib\rl\order_execution\interpreter.py,8.804502487182617,80.96257019042969,12.185251235961914,68.91365051269531,47.447608947753906,7.712672710418701,9.936198234558105,20.249860763549805,18.67064666748047,data,80.96257019042969
qlib\qlib\contrib\model\pytorch_gats.py,67.66429138183594,100.31621551513672,133.64010620117188,37.26697540283203,53.85643005371094,30.229938507080078,81.27940368652344,81.29891967773438,39.18010711669922,model,133.64010620117188
qlib\qlib\backtest\utils.py,11.804059028625488,72.40036010742188,8.980631828308105,5.3127617835998535,56.204410552978516,16.423124313354492,15.174514770507812,82.99117279052734,15.01490592956543,utils,82.99117279052734
