file_path,Facade,FileStorage,MediaManagement,Packaging,TagWatermarking,UserDBAdapter,UserManagement,best_module,best_likelihood
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IMediaAccessMaintenance.java,0.02865150315420968,0.0,0.0,0.0,0.0,0.004202245388712202,0.0,Facade,0.02865150315420968
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IUserManagementRemote.java,0.02865279402051653,0.0,0.0,0.0,0.0,0.0042508065700531,2110.7155990600586,UserManagement,2110.7155990600586
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IDownload.java,0.16194628306797573,0.23976159776960101,0.13329695292881558,0.13329695292881558,0.07826152529035296,0.03269130843026297,0.0,FileStorage,0.23976159776960101
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IDownloadAudioWatermarkingLocal.java,0.02865279402051653,0.058846146719796315,0.0,0.0,0.0,0.0042508065700531,0.0,FileStorage,0.058846146719796315
mediastore\Implementation\mediastore.ejb.tagwatermarking\src\edu\kit\ipd\sdq\mediastore\ejb\tagwatermarking\TagWatermarkingImpl.java,0.20956329618181502,0.3714618682861328,0.2810510635375977,0.23206514630998884,4668.792037963867,0.02857142857142857,0.017506602832249234,TagWatermarking,4668.792037963867
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IMediaManagementRemote.java,0.02865279402051653,0.0,2121.539878845215,0.0,0.0,0.0042508065700531,0.0,MediaManagement,2121.539878845215
mediastore\Implementation\mediastore.ejb.audiowatermarking\src\edu\kit\ipd\sdq\mediastore\ejb\audiowatermarking\AudioWatermarkingImpl.java,0.26981214795793806,0.5980461665562221,0.30402777535574776,0.3939587456839425,0.24483400072370257,0.10101132392883301,0.024699640274047852,FileStorage,0.5980461665562221
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IDownloadMediaAccessRemote.java,0.02865279402051653,0.0,0.0,0.0,0.0,0.0042508065700531,0.0,Facade,0.02865279402051653
mediastore\Implementation\mediastore.web\src\edu\kit\ipd\sdq\mediastore\web\beans\UploadBean.java,3.7540252685546873,0.5581260136195592,0.2519212177821568,0.3088660376412528,0.14773186274937222,0.07542116301400321,0.09639016560145787,Facade,3.7540252685546873
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\exceptions\DbException.java,0.02864994321550642,0.0,0.0,0.0,0.0,0.004143082244055612,0.0,Facade,0.02864994321550642
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\exceptions\PropertiesException.java,0.02865024975367955,0.0,0.0,0.0,0.0,0.004154781358582633,0.0,Facade,0.02865024975367955
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\data\UserRegData.java,0.028640059062412807,0.0,0.02857142857142857,0.0,0.0,0.10254919869559152,0.07768684114728655,UserDBAdapter,0.10254919869559152
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\exceptions\UnknownServerException.java,0.028651823316301617,0.08423444884163993,0.0,0.0,0.0,0.004214281269482204,0.0,FileStorage,0.08423444884163993
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IDownloadCacheRemote.java,0.02865279402051653,0.0,0.0,0.0,0.0,0.0042508065700531,0.0,Facade,0.02865279402051653
mediastore\Implementation\mediastore.ejb.mediaaccess\src\edu\kit\ipd\sdq\mediastore\ejb\mediaaccess\DbManager.java,0.23888958522251674,0.48477979387555803,0.2329824720110212,0.3095445087977818,0.21872366496494838,0.07359443392072405,0.04903643131256104,FileStorage,0.48477979387555803
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IDownloadMediaAccess.java,0.06317317826407297,0.03452005726950509,0.03452005726950509,0.03452005726950509,0.0,0.004263122592653547,0.0,Facade,0.06317317826407297
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\exceptions\UserAlreadyExistsException.java,0.0929274354662214,0.0,0.07142267227172852,0.03213843618120466,0.0,0.10772766385759626,0.07142267227172852,UserDBAdapter,0.10772766385759626
mediastore\Implementation\mediastore.ejb.packaging\src\edu\kit\ipd\sdq\mediastore\ejb\packaging\PackagingImpl.java,0.11444153104509626,0.30222399575369696,0.13312112263270787,4004.7856521606445,0.09653105735778808,0.011265380041939872,0.012356729166848318,Packaging,4004.7856521606445
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IDownloadTagWatermarking.java,0.06317317826407297,0.03452005726950509,0.03452005726950509,0.03452005726950509,0.0,0.004263122592653547,0.0,Facade,0.06317317826407297
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IPackaging.java,0.05722261156354632,0.159110164642334,0.02857142857142857,2461.735382080078,0.07339587892804827,0.004190278053283691,0.0,Packaging,2461.735382080078
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IBusinessInterface.java,0.028653124400547573,0.0,0.0,0.0,0.0,0.004263122592653547,0.0,Facade,0.028653124400547573
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\config\GlobalConstantsContainer.java,0.07109110014779227,0.19170286996023997,0.05332725388663156,0.1174501964024135,0.06412293570382255,0.0035021066665649413,0.0,FileStorage,0.19170286996023997
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\exceptions\FailedDownloadException.java,0.057222298213413784,0.11428571428571428,0.02857142857142857,0.05714285714285714,0.05714285714285714,0.004178378411701747,0.0,FileStorage,0.11428571428571428
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IMediaAccessMaintenanceLocal.java,0.02865279402051653,0.058846146719796315,0.0,0.0,0.0,0.0042508065700531,0.0,FileStorage,0.058846146719796315
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\ICacheMaintenanceRemote.java,0.02865279402051653,0.0,0.0,0.0,0.0,0.0042508065700531,0.0,Facade,0.02865279402051653
mediastore\Implementation\mediastore.ejb.mediaaccess\src\edu\kit\ipd\sdq\mediastore\ejb\mediaaccess\MediaAccessImpl.java,0.2947902134486607,0.597075925554548,0.2756136757986886,0.3566934858049665,0.20018700190952846,0.04106626510620117,0.013705287660871233,FileStorage,0.597075925554548
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IDownloadMediaAccessLocal.java,0.02865279402051653,0.058846146719796315,0.0,0.0,0.0,0.0042508065700531,0.0,FileStorage,0.058846146719796315
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IMediaManagementLocal.java,0.02865279402051653,0.058846146719796315,2121.539878845215,0.0,0.0,0.0042508065700531,0.0,MediaManagement,2121.539878845215
mediastore\Implementation\mediastore.ejb.audiowatermarking\src\edu\kit\ipd\sdq\mediastore\ejb\audiowatermarking\WavFileException.java,0.05730389186314174,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.0,0.0,Facade,0.05730389186314174
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\data\AudioFileInfo.java,0.12616515840802875,0.2055032730102539,0.02857142857142857,0.0762423242841448,0.0762423242841448,0.06559692791530064,0.0,FileStorage,0.2055032730102539
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IDownloadAudioWatermarkingRemote.java,0.02865279402051653,0.0,0.0,0.0,0.0,0.0042508065700531,0.0,Facade,0.02865279402051653
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\config\Main.java,4.24077627999442,0.22291534968784876,5.250650896344866,4.828276715959821,3.4715199061802458,5.140199061802456,4.990291922433036,MediaManagement,5.250650896344866
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\config\EJB.java,0.037707703454153876,0.02857142857142857,0.0,0.02857142857142857,0.0,0.06013260568891253,0.05588635376521519,UserDBAdapter,0.06013260568891253
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\BaseEJB.java,0.050632504054478236,0.08357963562011719,0.0,0.007837450504302979,0.007837450504302979,0.03166164670671735,0.07087682315281459,FileStorage,0.08357963562011719
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IFacadeRemote.java,1637.734546661377,0.0,0.0,0.0,0.0,0.0042508065700531,0.0,Facade,1637.734546661377
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IPackagingRemote.java,0.02865279402051653,0.0,0.0,2020.5140686035156,0.0,0.0042508065700531,0.0,Packaging,2020.5140686035156
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IMediaAccessRemote.java,0.02865279402051653,0.0,0.0,0.0,0.0,0.0042508065700531,0.0,Facade,0.02865279402051653
mediastore\Implementation\mediastore.ejb.reencoder\src\edu\kit\ipd\sdq\mediastore\ejb\reencoder\ReEncoderImpl.java,0.27124154227120534,0.5470711844308036,0.2568415233067104,0.3145021711077009,0.21930758612496512,0.06632017408098494,0.0,FileStorage,0.5470711844308036
