file_path,KDE,LBP_MRF,LBSP,MultiLayer,PBAS,SigmaDelta,T2F,TwoPoints,ViBe,VuMeter,dp,general,lb,main,best_module,best_likelihood
bgslibrary\bgslibrary\algorithms\T2F\MRF.h,10.12286376953125,73.85578155517578,8.969677925109863,6.20181131362915,5.061431884765625,6.20181131362915,121.50486755371094,7.254928112030029,15.737016677856445,6.20181131362915,85.25273895263672,10.272929191589355,12.93786907196045,7.742213726043701,T2F,121.50486755371094
bgslibrary\bgslibrary\algorithms\dp\Eigenbackground.h,7.972872734069824,16.490028381347656,6.28167724609375,5.125373363494873,13.405387878417969,5.125373363494873,3.986436367034912,5.331891059875488,17.116941452026367,5.125373363494873,89.94944763183594,7.59290075302124,10.475059509277344,16.438186645507812,dp,89.94944763183594
bgslibrary\bgslibrary\algorithms\lb\BGModel.cpp,0.46652737259864807,23.36784553527832,2.2907586097717285,1.1368275880813599,0.0,1.1368275880813599,0.0,3.333531379699707,1.1368275880813599,1.1368275880813599,1.1368275880813599,3.5614023208618164,96.75605773925781,3.6943774223327637,lb,96.75605773925781
bgslibrary\wrapper\java\src\bgslibrary_BgsLib.h,0.0,5.2582550048828125,0.0,0.0,0.0,0.0,0.14606264233589172,1.0681190490722656,0.0,0.0,1.9318578243255615,0.0,0.9321277141571045,0.0,LBP_MRF,5.2582550048828125
bgslibrary\bgslibrary\algorithms\FuzzyChoquetIntegral.h,7.649383544921875,6.842472076416016,6.261919975280762,4.790032863616943,24.98656463623047,4.790032863616943,5.828049182891846,5.174103260040283,2.9661293029785156,4.790032863616943,4.970274448394775,7.272503852844238,9.99219799041748,14.14669132232666,PBAS,24.98656463623047
bgslibrary\bgslibrary\algorithms\StaticFrameDifference.h,0.36030352115631104,6.713094234466553,2.623086929321289,1.1437376737594604,21.714431762695312,1.1437376737594604,0.17646640539169312,3.3503756523132324,1.1437376737594604,1.1437376737594604,1.3202041387557983,3.6256468296051025,1.5146377086639404,11.205902099609375,PBAS,21.714431762695312
bgslibrary\bgslibrary\algorithms\LOBSTER.h,4.401973247528076,38.118202209472656,105.31745910644531,3.1528587341308594,24.352203369140625,3.1528587341308594,2.1841821670532227,4.3726091384887695,2.1528587341308594,3.1528587341308594,3.337040901184082,5.661866188049316,41.54032897949219,12.57158088684082,LBSP,105.31745910644531
bgslibrary\bgslibrary\algorithms\dp\ZivkovicAGMM.cpp,15.20332145690918,46.281150817871094,6.761340141296387,11.564925193786621,20.7814998626709,6.796233654022217,32.517452239990234,5.198150157928467,16.061309814453125,6.796233654022217,155.0475311279297,7.384254455566406,46.22566604614258,15.302720069885254,dp,155.0475311279297
bgslibrary\bgslibrary\algorithms\LBMixtureOfGaussians.cpp,11.144547462463379,28.37972640991211,6.452602386474609,7.124398231506348,14.822803497314453,7.124398231506348,4.068285942077637,5.270610809326172,16.255014419555664,7.124398231506348,5.199153423309326,7.601562976837158,90.00341033935547,15.16226577758789,lb,90.00341033935547
bgslibrary\bgslibrary\algorithms\KDE\NPBGSubtractor.h,97.9258041381836,0.3369634747505188,28.833906173706055,1.1382265090942383,1.7520699501037598,5.067576885223389,0.0,4.691037178039551,1.1382265090942383,1.1382265090942383,2.8727810382843018,3.5680856704711914,1.2916326522827148,13.297982215881348,KDE,97.9258041381836
bgslibrary\bgslibrary\algorithms\LBP_MRF\graph.h,50.70417404174805,177.8712615966797,69.68494415283203,3.207738161087036,1.365511417388916,2.4976577758789062,39.663291931152344,5.563448429107666,27.755477905273438,2.4976577758789062,7.358451843261719,4.942403316497803,70.18303680419922,5.7855963706970215,LBP_MRF,177.8712615966797
bgslibrary\bgslibrary\algorithms\KDE\KernelTable.cpp,83.89630126953125,12.489768981933594,3.2360873222351074,1.1347813606262207,0.3869001865386963,1.521681547164917,0.0,4.4311747550964355,1.521681547164917,1.521681547164917,1.1347813606262207,3.589792490005493,5.676485061645508,10.736653327941895,KDE,83.89630126953125
bgslibrary\gui\qt\qt_utils.h,16.464868545532227,19.97612190246582,2.1492972373962402,2.1492972373962402,2.5034053325653076,0.3541080355644226,2.644486904144287,0.3541080355644226,0.3541080355644226,0.3541080355644226,0.17564697563648224,0.17564697563648224,2.6784396171569824,6.14764404296875,LBP_MRF,19.97612190246582
bgslibrary\bgslibrary\algorithms\dp\MeanBGS.h,7.980124473571777,16.520126342773438,6.2860636711120605,5.129356861114502,13.442928314208984,5.129356861114502,3.9900622367858887,5.334576606750488,3.1343257427215576,5.129356861114502,94.48985290527344,7.597959518432617,10.952445030212402,24.47520637512207,dp,94.48985290527344
bgslibrary\bgslibrary\algorithms\VuMeter\TBackgroundVuMeter.cpp,7.2301344871521,42.2822380065918,6.523803234100342,6.9982686042785645,25.82884979248047,5.088758945465088,93.53128051757812,6.246636867523193,10.892753601074219,108.3008804321289,8.448040008544922,13.41742992401123,8.420645713806152,9.184874534606934,VuMeter,108.3008804321289
bgslibrary\bgslibrary\FrameProcessor.cpp,95.26922607421875,201.09857177734375,24.937355041503906,104.4560775756836,64.283935546875,121.2608871459961,66.84249877929688,123.87877655029297,64.25340270996094,118.8895492553711,40.538570404052734,1.4228101968765259,58.184234619140625,20.637636184692383,LBP_MRF,201.09857177734375
bgslibrary\bgslibrary\algorithms\MixtureOfGaussianV2.h,4.400940418243408,13.431329727172852,4.6778364181518555,3.1526432037353516,26.050710678100586,3.1526432037353516,3.361955165863037,4.3720831871032715,2.1526432037353516,3.1526432037353516,4.33664608001709,5.838964939117432,7.8533196449279785,12.562972068786621,PBAS,26.050710678100586
bgslibrary\bgslibrary\algorithms\ViBe.h,6.625144004821777,10.350008010864258,4.721880912780762,4.656822204589844,22.087614059448242,3.8148961067199707,2.635345458984375,4.400669574737549,72.71514129638672,2.1964738368988037,5.183297634124756,6.153382778167725,7.699736595153809,13.671858787536621,ViBe,72.71514129638672
bgslibrary\bgslibrary\algorithms\LBFuzzyGaussian.cpp,11.144547462463379,28.37972640991211,6.452602386474609,7.124398231506348,14.822803497314453,7.124398231506348,4.068285942077637,5.270610809326172,16.255014419555664,7.124398231506348,5.199153423309326,7.601562976837158,90.00341033935547,15.16226577758789,lb,90.00341033935547
bgslibrary\bgslibrary\algorithms\FuzzySugenoIntegral.cpp,16.669218063354492,107.08956146240234,55.45594787597656,10.24020004272461,21.96954917907715,8.637738227844238,55.89937973022461,6.939108371734619,15.946751594543457,8.637738227844238,20.80512237548828,11.324211120605469,91.1297607421875,16.361473083496094,LBP_MRF,107.08956146240234
bgslibrary\bgslibrary\algorithms\MultiLayer\BGS.h,39.73931884765625,150.18795776367188,113.41911315917969,109.6975326538086,26.703163146972656,7.097650051116943,69.21028137207031,8.946514129638672,28.65825843811035,7.097650051116943,22.511960983276367,13.336977005004883,107.39470672607422,32.25935745239258,LBP_MRF,150.18795776367188
bgslibrary\bgslibrary\algorithms\T2FMRF_UV.cpp,13.06074047088623,65.68501281738281,8.446979522705078,8.102076530456543,25.64824104309082,8.102076530456543,70.1350326538086,7.209901332855225,15.82121467590332,8.102076530456543,84.32965850830078,8.594271659851074,53.564422607421875,15.296911239624023,dp,84.32965850830078
bgslibrary\bgslibrary\algorithms\lb\BGModelFuzzyGauss.cpp,19.02241325378418,60.26216125488281,2.2776222229003906,1.130645751953125,18.722938537597656,1.8558493852615356,6.825994968414307,4.043665885925293,1.8558493852615356,1.8558493852615356,101.16658020019531,3.512796640396118,136.99388122558594,20.98446273803711,lb,136.99388122558594
bgslibrary\gui\mfc\src\App.h,0.0,44.772159576416016,0.0,0.0,0.0,0.0,0.4485809803009033,0.0,0.0,0.0,0.14952699840068817,0.0,2.88025164604187,5.233445167541504,LBP_MRF,44.772159576416016
bgslibrary\bgslibrary\algorithms\dp\WrenGA.h,7.972872734069824,16.490028381347656,6.28167724609375,5.125373363494873,13.405387878417969,5.125373363494873,7.583040714263916,5.331891059875488,3.132155179977417,5.125373363494873,97.14265441894531,7.59290075302124,28.88520050048828,17.210771560668945,dp,97.14265441894531
bgslibrary\bgslibrary\algorithms\LBFuzzyGaussian.h,0.4131474196910858,27.501890182495117,2.6196889877319336,1.1431668996810913,20.422016143798828,1.1431668996810913,0.1759738326072693,3.3489842414855957,1.1431668996810913,1.1431668996810913,1.3191407918930054,3.623370409011841,91.61955261230469,11.182886123657227,lb,91.61955261230469
bgslibrary\bgslibrary\algorithms\TwoPoints.h,6.676501750946045,10.401259422302246,4.745569705963135,4.689662456512451,22.28927230834961,2.206851005554199,2.658458709716797,147.18734741210938,2.206851005554199,2.206851005554199,5.219996929168701,4.685924530029297,5.058804988861084,12.231695175170898,TwoPoints,147.18734741210938
