Project,Prec@10,Reca@10,F1@10,Prec@20,Reca@20,F1@20,Prec@30,Reca@30,F1@30,Prec@40,Reca@40,F1@40,Prec@50,Reca@50,F1@50,Prec@60,Reca@60,F1@60,Prec@70,Reca@70,F1@70,Prec@80,Reca@80,F1@80,Prec@90,Reca@90,F1@90
audioflux,0.5692,0.6673,0.6144,0.5692,0.6673,0.6144,0.5692,0.6673,0.6144,0.5692,0.6673,0.6144,0.5572,0.6297,0.5913,0.5524,0.5533,0.5529,0.5846,0.4466,0.5064,0.6325,0.3583,0.4574,0.7239,0.0714,0.1300
bgslibrary,0.4919,0.4853,0.4886,0.4919,0.4853,0.4886,0.4919,0.4853,0.4886,0.4919,0.4853,0.4886,0.4948,0.4833,0.4890,0.5008,0.4813,0.4909,0.5084,0.4655,0.4860,0.5177,0.4538,0.4836,0.5861,0.3829,0.4632
distributed_camera,0.6222,0.5702,0.5951,0.6222,0.5702,0.5951,0.6222,0.5702,0.5951,0.6222,0.5702,0.5951,0.6226,0.5645,0.5921,0.6405,0.5512,0.5925,0.6724,0.5032,0.5756,0.7062,0.4420,0.5437,0.9670,0.0961,0.1748
proxygen,0.7990,0.7676,0.7830,0.7990,0.7676,0.7830,0.7990,0.7676,0.7830,0.7990,0.7676,0.7830,0.8041,0.7618,0.7823,0.8207,0.7422,0.7795,0.8355,0.6864,0.7536,0.8424,0.6318,0.7221,0.8948,0.3467,0.4998
