file_path,app,backends,bin,contrib,events,fixups,loaders,security,utils,worker,best_module,best_likelihood
celery\celery\backends\gcs.py,71.79419708251953,134.06814575195312,57.082462310791016,14.390373229980469,13.250061988830566,11.886027336120605,13.664278030395508,14.247841835021973,16.24619483947754,17.2413272857666,backends,134.06814575195312
celery\celery\worker\pidbox.py,59.52097702026367,8.420415878295898,26.545854568481445,48.06162643432617,119.95921325683594,0.5595219135284424,8.159059524536133,5.267535209655762,11.914263725280762,67.9039077758789,events,119.95921325683594
celery\celery\app\defaults.py,85.82281494140625,84.73434448242188,71.64586639404297,49.566898345947266,123.02559661865234,9.4036865234375,20.9174861907959,131.4439239501953,26.512468338012695,98.20587158203125,security,131.4439239501953
celery\celery\security\key.py,7.37773323059082,45.795249938964844,10.869166374206543,7.170398235321045,1.8370137214660645,1.8370137214660645,2.051692485809326,137.3657989501953,8.645125389099121,2.047494649887085,security,137.3657989501953
celery\celery\utils\debug.py,49.614036560058594,2.9807181358337402,31.54353904724121,3.8035690784454346,10.338083267211914,4.172840118408203,5.031306743621826,2.041355848312378,103.83658599853516,4.365151882171631,utils,103.83658599853516
celery\celery\worker\heartbeat.py,9.457356452941895,3.4539284706115723,19.14213752746582,2.2740447521209717,86.67239379882812,1.5014747381210327,7.242300987243652,0.9372225999832153,8.886238098144531,79.38178253173828,events,86.67239379882812
celery\celery\concurrency\base.py,79.69161224365234,18.34796905517578,36.47406768798828,8.695611953735352,44.98834991455078,6.016201496124268,16.48417091369629,6.93559455871582,20.847000122070312,60.31377410888672,app,79.69161224365234
celery\celery\app\control.py,84.52397155761719,23.997974395751953,66.95226287841797,63.00284194946289,91.14854431152344,3.942051410675049,58.82478332519531,8.24614143371582,20.633338928222656,24.375999450683594,events,91.14854431152344
celery\celery\utils\term.py,22.03020668029785,9.046449661254883,23.017210006713867,10.785301208496094,3.3547050952911377,5.481873035430908,2.667795419692993,5.2552170753479,76.92182922363281,3.7679922580718994,utils,76.92182922363281
celery\celery\events\event.py,9.481806755065918,6.16210412979126,9.150214195251465,3.49851393699646,130.48995971679688,3.0108320713043213,3.25653076171875,5.067853927612305,8.84035587310791,3.49851393699646,events,130.48995971679688
celery\celery\concurrency\eventlet.py,72.42457580566406,10.145026206970215,44.26292037963867,8.550552368164062,11.23618221282959,5.960300922393799,14.278746604919434,7.919797897338867,19.871126174926758,13.393532752990723,app,72.42457580566406
celery\celery\backends\cosmosdbsql.py,50.60480499267578,111.46759796142578,22.659626007080078,3.4234321117401123,2.946202516555786,1.1726875305175781,4.718410015106201,2.629747152328491,7.55706262588501,2.9068355560302734,backends,111.46759796142578
celery\celery\backends\base.py,95.226318359375,145.1798858642578,69.94702911376953,26.279029846191406,27.24957275390625,13.836742401123047,46.404701232910156,62.886390686035156,31.60981559753418,82.76850891113281,backends,145.1798858642578
celery\celery\apps\multi.py,81.3138427734375,32.74238967895508,90.33454132080078,9.457565307617188,12.439249992370605,4.680516719818115,29.413991928100586,4.028308868408203,43.18324279785156,82.66584777832031,bin,90.33454132080078
