file_path,dns,general,http_general,httpserver,sampling,services,ssl,transport,best_module,best_likelihood
proxygen\proxygen\lib\http\coro\test\HttpWtUpstreamTests.cpp,1.0004057884216309,7.956892490386963,50.979103088378906,6.151424407958984,3.550617257133126E-4,5.524777412414551,62.35262680053711,134.70281982421875,transport,134.70281982421875
proxygen\proxygen\lib\http\codec\test\CodecUtilTests.cpp,21.010528564453125,3.179917573928833,48.9119758605957,4.259349822998047,3.881766751874238E-4,2.845304012298584,18.856876373291016,1.202088713645935,http_general,48.9119758605957
proxygen\proxygen\lib\http\structuredheaders\StructuredFields.h,14.83069896697998,3.453423261642456,46.40284729003906,3.809220552444458,3.835139505099505E-4,1.9638352394104004,14.033756256103516,0.29515600204467773,http_general,46.40284729003906
proxygen\proxygen\httpserver\samples\hq\HQClient.cpp,32.992515563964844,9.353897094726562,49.235511779785156,79.23857116699219,1.5759646892547607,11.493244171142578,14.444923400878906,84.3087387084961,transport,84.3087387084961
proxygen\proxygen\lib\http\HTTPMethod.h,1.0005381107330322,1.2794835567474365,49.0214729309082,3.9214959144592285,4.7081400407478213E-4,1.4056766033172607,1.4188097715377808,0.418989896774292,http_general,49.0214729309082
proxygen\proxygen\httpclient\samples\curl\CurlClient.h,1.0005773305892944,1.4574939012527466,44.76573944091797,4.41685676574707,5.051413900218904E-4,1.0350605249404907,49.05668258666992,5.051413900218904E-4,ssl,49.05668258666992
proxygen\proxygen\lib\http\coro\HTTPEvents.h,1.000502109527588,3.767326831817627,48.484432220458984,3.393404006958008,4.393373674247414E-4,2.481839656829834,1.1473617553710938,4.370969772338867,http_general,48.484432220458984
proxygen\proxygen\lib\http\observer\HTTPTransactionObserverContainer.h,1.0005360841751099,1.2775814533233643,48.946407318115234,3.919670820236206,4.6906975330784917E-4,1.3994417190551758,0.20783425867557526,0.41613757610321045,http_general,48.946407318115234
proxygen\proxygen\lib\pools\generators\ServerListGenerator.h,2.4162938594818115,0.9750304222106934,0.32528406381607056,6.115224361419678,4.108954453840852E-4,1.7274484634399414,0.0,4.108954453840852E-4,httpserver,6.115224361419678
proxygen\proxygen\lib\http\coro\filters\VisitorFilter.h,1.0005335807800293,2.1778576374053955,49.39556884765625,3.5500128269195557,4.669075133278966E-4,1.7608786821365356,1.2060797214508057,0.41262635588645935,http_general,49.39556884765625
proxygen\proxygen\httpclient\samples\curl\CurlClient.cpp,1.000502109527588,3.193887710571289,58.61934280395508,5.392312526702881,4.393635899759829E-4,2.2200875282287598,80.73444366455078,1.4546849727630615,ssl,80.73444366455078
proxygen\proxygen\lib\http\codec\HTTPChecks.h,1.0005381107330322,4.251592636108398,49.6619873046875,3.5584962368011475,4.7081400407478213E-4,3.295828342437744,17.256610870361328,0.418989896774292,http_general,49.6619873046875
proxygen\proxygen\lib\http\SynchronizedLruQuicPskCache.cpp,17.741788864135742,2.8765599727630615,47.94269561767578,4.856773853302002,4.304526373744011E-4,1.922818899154663,30.061594009399414,9.799867630004883,http_general,47.94269561767578
proxygen\proxygen\httpserver\samples\push\PushStats.h,1.00044584274292,1.0003900527954102,38.000389099121094,98.36031341552734,3.900940646417439E-4,1.0,1.0,3.900940646417439E-4,httpserver,98.36031341552734
proxygen\proxygen\lib\utils\ZlibStreamDecompressor.h,20.273279190063477,0.8054319024085999,0.26876139640808105,1.0004260540008545,4.261066787876189E-4,0.3007161319255829,0.0,4.261066787876189E-4,dns,20.273279190063477
proxygen\proxygen\lib\http\codec\compress\experimental\simulator\HPACKScheme.h,2.6333088874816895,4.746760845184326,49.56480407714844,9.274944305419922,4.393635899759829E-4,3.7183945178985596,0.18485620617866516,40.59173583984375,http_general,49.56480407714844
proxygen\proxygen\lib\http\codec\ResetsRateLimitFilter.h,1.0005335807800293,3.0637166500091553,49.16938781738281,3.5500128269195557,4.669075133278966E-4,2.8691556453704834,1.2060797214508057,0.41262635588645935,http_general,49.16938781738281
proxygen\proxygen\lib\http\codec\compress\QPACKStaticHeaderTable.h,1.0005435943603516,3.100883960723877,49.559730529785156,3.5692272186279297,4.756782727781683E-4,2.8687872886657715,0.2132818102836609,0.4270392954349518,http_general,49.559730529785156
proxygen\proxygen\lib\stats\PeriodicStats.h,1.0004665851593018,0.7494615316390991,0.25009268522262573,1.0004082918167114,4.0824568714015186E-4,0.28465768694877625,0.0,4.0824568714015186E-4,dns,1.0004665851593018
proxygen\proxygen\lib\http\codec\HeaderDecodeInfo.h,1.0005258321762085,4.357056140899658,50.21501922607422,3.920271635055542,4.601204418577254E-4,3.190534830093384,17.786378860473633,0.4017782211303711,http_general,50.21501922607422
proxygen\proxygen\httpclient\samples\websocket\main.cpp,2.4320883750915527,2.9112389087677,51.30668640136719,7.414783000946045,1.894360065460205,6.360689163208008,29.632537841796875,1.8829635381698608,http_general,51.30668640136719
proxygen\proxygen\lib\http\codec\compress\HPACKHeaderName.h,1.0005435943603516,7.076542854309082,51.62971878051758,4.418869495391846,4.756413691211492E-4,4.1512770652771,0.23216748237609863,0.4648106098175049,http_general,51.62971878051758
proxygen\proxygen\lib\http\session\SimpleController.h,1.0005316734313965,1.2733949422836304,51.06635284423828,4.901410102844238,4.6519204624928534E-4,1.3962275981903076,16.581525802612305,0.4098597466945648,http_general,51.06635284423828
proxygen\proxygen\lib\utils\AsyncTimeoutSet.h,1.0004788637161255,4.190551699139178E-4,4.190551699139178E-4,1.000419020652771,4.190551699139178E-4,0.0347999669611454,2.379206657409668,4.190551699139178E-4,ssl,2.379206657409668
proxygen\proxygen\lib\utils\test\PerfectIndexMapTest.cpp,1.0004279613494873,4.688828945159912,50.57978439331055,4.011558532714844,3.7444039480760694E-4,3.2686874866485596,17.257139205932617,0.4537947177886963,http_general,50.57978439331055
proxygen\proxygen\lib\http\connpool\SessionHolder.h,1.0004853010177612,2.513627767562866,49.947261810302734,3.465217113494873,4.2462843703106046E-4,1.6564819812774658,14.267475128173828,0.34901902079582214,http_general,49.947261810302734
proxygen\proxygen\lib\pools\generators\FileServerListGenerator.h,1.000486969947815,1.2937756776809692,0.6651170253753662,2.40926456451416,4.261066787876189E-4,0.34886854887008667,1.2161409854888916,4.261066787876189E-4,httpserver,2.40926456451416
proxygen\proxygen\lib\http\codec\compress\test\HPACKCodecTests.cpp,36.16606140136719,6.500955104827881,46.62725067138672,9.280669212341309,0.33311229944229126,3.7091734409332275,1.7217837572097778,40.369224548339844,http_general,46.62725067138672
proxygen\proxygen\httpserver\RequestHandler.h,1.0005258321762085,1.2808799743652344,38.00046157836914,96.55995178222656,4.601395921781659E-4,1.3107922077178955,1.0,4.601395921781659E-4,httpserver,96.55995178222656
proxygen\proxygen\lib\http\webtransport\WtEgressContainer.cpp,1.0005202293395996,6.026126384735107,48.82508087158203,3.4355125427246094,1.8890392780303955,1.8122674226760864,0.163146510720253,1.3267481327056885,http_general,48.82508087158203
proxygen\proxygen\lib\http\coro\filters\MutateFilter.cpp,1.0005220174789429,3.2454745769500732,49.334354400634766,3.5286014080047607,4.568003350868821E-4,3.4746434688568115,1.198054313659668,0.39656534790992737,http_general,49.334354400634766
