file_path,contrib,data,model,rl,run,strategy,tests,utils,workflow,best_module,best_likelihood
qlib\qlib\contrib\strategy\optimizer\enhanced_indexing.py,57.719947814941406,18.40955924987793,13.646708488464355,9.404363632202148,11.692094802856445,84.27680969238281,7.443924903869629,10.269105911254883,20.656591415405273,strategy,84.27680969238281
qlib\qlib\rl\reward.py,3.331927537918091,1.3281861543655396,0.9302036166191101,90.44818115234375,0.0,1.7544368505477905,0.0,4.374569416046143,12.335664749145508,rl,90.44818115234375
qlib\qlib\contrib\model\pytorch_lstm.py,68.44855499267578,93.65068054199219,92.09252166748047,40.57832717895508,43.0426139831543,22.73680877685547,91.82560729980469,72.99948120117188,53.088462829589844,data,93.65068054199219
qlib\qlib\workflow\task\collect.py,11.329771041870117,14.373197555541992,13.841636657714844,9.291739463806152,22.0656795501709,14.29072093963623,10.870989799499512,17.296924591064453,149.8252410888672,workflow,149.8252410888672
qlib\qlib\rl\utils\log.py,13.142729759216309,54.83986282348633,11.675311088562012,70.02484893798828,22.39508628845215,13.570147514343262,11.341714859008789,67.36060333251953,39.38736343383789,rl,70.02484893798828
qlib\qlib\backtest\report.py,19.577119827270508,109.28807830810547,24.388275146484375,23.977510452270508,36.49211883544922,25.72756576538086,51.6737060546875,28.662355422973633,47.07212829589844,data,109.28807830810547
qlib\qlib\contrib\data\__init__.py,57.72470474243164,66.71148681640625,0.0,0.0,4.169467926025391,0.0,4.169467926025391,5.788233757019043,6.9994587898254395,data,66.71148681640625
qlib\qlib\rl\order_execution\simulator_simple.py,11.560873985290527,94.13700103759766,6.8707594871521,71.49897003173828,39.2017936706543,4.256580829620361,11.822301864624023,21.642993927001953,32.917598724365234,data,94.13700103759766
qlib\qlib\data\cache.py,24.22666358947754,128.2995147705078,45.0899772644043,87.26254272460938,76.4583969116211,27.216785430908203,33.80643844604492,39.68440628051758,70.21028137207031,data,128.2995147705078
qlib\qlib\contrib\report\data\ana.py,56.60975646972656,75.79539489746094,8.188371658325195,5.26024866104126,35.50220489501953,9.687042236328125,11.183786392211914,11.652997970581055,16.721576690673828,data,75.79539489746094
qlib\qlib\contrib\data\processor.py,56.681610107421875,79.08021545410156,3.142029285430908,4.457415580749512,22.234302520751953,6.4318389892578125,11.911191940307617,10.783697128295898,19.615047454833984,data,79.08021545410156
qlib\qlib\rl\strategy\__init__.py,5.010282516479492,0.0,0.0,89.49335479736328,0.0,96.38172149658203,0.0,5.010282516479492,5.260105609893799,strategy,96.38172149658203
qlib\qlib\rl\data\pickle_styled.py,12.812820434570312,109.68868255615234,8.341312408447266,71.52220153808594,29.74378776550293,4.8069353103637695,13.458649635314941,23.647329330444336,43.34125900268555,data,109.68868255615234
qlib\qlib\model\riskmodel\base.py,17.850982666015625,57.667362213134766,65.06187438964844,5.019756317138672,26.9829158782959,8.418625831604004,10.550019264221191,17.268142700195312,44.50958251953125,model,65.06187438964844
qlib\qlib\contrib\torch.py,56.81856155395508,72.42817687988281,1.3683840036392212,0.0,4.494837284088135,0.0,5.419328689575195,6.296151161193848,8.728026390075684,data,72.42817687988281
qlib\qlib\backtest\account.py,15.352730751037598,66.51304626464844,28.09923553466797,16.356367111206055,29.543262481689453,25.14244270324707,15.360760688781738,14.962770462036133,47.60610580444336,data,66.51304626464844
qlib\qlib\rl\order_execution\interpreter.py,9.620929718017578,93.33065032958984,6.608034133911133,75.09989929199219,47.29120635986328,4.700135707855225,9.245158195495605,19.261199951171875,33.192012786865234,data,93.33065032958984
qlib\qlib\contrib\model\pytorch_gats.py,67.99507904052734,121.85000610351562,103.14617919921875,40.00587463378906,52.816368103027344,25.17580223083496,90.30403137207031,72.9697494506836,65.81503295898438,data,121.85000610351562
qlib\qlib\backtest\utils.py,13.677908897399902,82.05866241455078,3.535085916519165,5.572929382324219,55.89794921875,7.669295310974121,13.89861011505127,76.61515045166016,22.578245162963867,data,82.05866241455078
qlib\qlib\contrib\model\pytorch_adarnn.py,67.9132080078125,125.4755630493164,97.06478881835938,51.95807647705078,66.9159164428711,23.976999282836914,81.38604736328125,77.01564025878906,64.9987564086914,data,125.4755630493164
qlib\qlib\rl\simulator.py,3.796318769454956,0.4297906458377838,0.0,87.69795227050781,0.0,0.2035588026046753,0.0,4.059909343719482,3.3039636611938477,rl,87.69795227050781
qlib\qlib\contrib\tuner\pipeline.py,64.90059661865234,86.78076171875,23.521419525146484,6.142455577850342,63.64442443847656,10.644757270812988,41.430850982666016,23.888961791992188,49.48174285888672,data,86.78076171875
qlib\qlib\contrib\model\catboost_model.py,64.48529815673828,82.9462890625,78.09663391113281,9.467947006225586,13.673537254333496,11.954974174499512,86.3796615600586,14.0612211227417,49.22563934326172,tests,86.3796615600586
qlib\qlib\contrib\eva\alpha.py,59.40691375732422,71.6090316772461,11.842596054077148,4.669781684875488,20.103961944580078,7.734642028808594,8.296673774719238,14.938675880432129,17.644784927368164,data,71.6090316772461
