file_path,IMBS,LBP_MRF,LBSP,MultiLayer,PBAS,SigmaDelta,T2F,TwoPoints,ViBe,VuMeter,dp,general,lb,main,best_module,best_likelihood
bgslibrary\bgslibrary\algorithms\SigmaDelta.h,18.884859085083008,6.705855369567871,2.8865299224853516,1.2836482524871826,19.985637664794922,142.9682159423828,0.17629005014896393,3.6301071643829346,1.2836482524871826,1.2836482524871826,1.4599382877349854,4.029608249664307,1.6386016607284546,11.602434158325195,SigmaDelta,142.9682159423828
bgslibrary\bgslibrary\algorithms\LBP_MRF\MEImage.hpp,2.231475353240967,156.9083709716797,51.1494255065918,6.74302339553833,5.9677581787109375,2.231475353240967,26.657712936401367,5.351894378662109,12.7398681640625,2.231475353240967,21.115467071533203,13.941387176513672,103.44224548339844,43.66684341430664,LBP_MRF,156.9083709716797
bgslibrary\bgslibrary\algorithms\DPMean.h,20.16423988342285,7.013012409210205,2.67564058303833,1.1522963047027588,24.84988021850586,1.1522963047027588,0.18371464312076569,3.3712379932403564,1.1522963047027588,1.1522963047027588,94.88792419433594,3.6596407890319824,1.5387626886367798,13.51087474822998,dp,94.88792419433594
bgslibrary\bgslibrary\algorithms\MixtureOfGaussianV2.cpp,20.536434173583984,17.363515853881836,9.38779354095459,7.359328269958496,16.716156005859375,7.359328269958496,5.369566440582275,5.340239524841309,3.1458449363708496,7.359328269958496,6.325462818145752,7.923333644866943,10.845705032348633,13.308574676513672,IMBS,20.536434173583984
bgslibrary\bgslibrary\algorithms\LBSP\BackgroundSubtractorPAWCS.cpp,2.390150547027588,53.15958023071289,98.53926086425781,3.2688632011413574,3.600780487060547,3.869086742401123,37.870784759521484,5.823884963989258,19.801300048828125,4.390150547027588,10.81469440460205,7.609513282775879,87.53654479980469,36.504844665527344,LBSP,98.53926086425781
bgslibrary\bgslibrary\algorithms\MultiLayer\blob.cpp,8.336565017700195,32.153114318847656,3.2013533115386963,79.51959228515625,10.591950416564941,3.38840913772583,19.07977294921875,4.444669723510742,10.25947093963623,1.6771924495697021,8.207550048828125,93.50008392333984,8.789833068847656,63.27224349975586,general,93.50008392333984
bgslibrary\bgslibrary\algorithms\dp\Image.cpp,13.158307075500488,0.0,2.31244158744812,1.147031307220459,0.0,1.147031307220459,0.0,3.3584041595458984,1.147031307220459,1.147031307220459,87.30563354492188,3.459472894668579,1.344696283340454,3.459472894668579,dp,87.30563354492188
bgslibrary\bgslibrary\algorithms\LBP_MRF\MEHistogram.cpp,15.887954711914062,128.47901916503906,44.27143096923828,5.539852619171143,20.796552658081055,2.2473487854003906,34.62652587890625,5.364675998687744,16.83179473876953,2.2473487854003906,7.926057815551758,5.462180137634277,63.437713623046875,7.03292179107666,LBP_MRF,128.47901916503906
bgslibrary\bgslibrary\algorithms\DPTexture.h,20.03508949279785,9.5244779586792,2.6707518100738525,1.1515212059020996,22.92462921142578,1.1515212059020996,2.062253713607788,3.3693487644195557,14.950325012207031,1.1515212059020996,102.94850158691406,3.6565725803375244,5.294968605041504,13.471061706542969,dp,102.94850158691406
bgslibrary\wrapper\matlab\mxtypes.h,0.41427433490753174,0.0,0.0,0.0,0.41427433490753174,0.41427433490753174,19.784530639648438,0.41427433490753174,0.41427433490753174,0.41427433490753174,0.9143013954162598,0.0,3.6186022758483887,0.5296292304992676,T2F,19.784530639648438
bgslibrary\bgslibrary\algorithms\lb\BGModelFuzzySom.h,1.1503732204437256,25.558727264404297,2.3195431232452393,1.1503732204437256,8.679410934448242,1.1503732204437256,2.0,3.3665504455566406,1.1503732204437256,1.1503732204437256,1.3868356943130493,3.6275579929351807,106.73646545410156,3.7842087745666504,lb,106.73646545410156
bgslibrary\bgslibrary\algorithms\DPEigenbackground.cpp,20.89771270751953,10.898787498474121,6.57923698425293,7.261129856109619,27.156261444091797,7.261129856109619,22.175386428833008,5.330902576446533,17.102890014648438,7.261129856109619,41.298397064208984,7.7281317710876465,37.20270538330078,15.556669235229492,dp,41.298397064208984
bgslibrary\bgslibrary\algorithms\LBSP\LBSP.h,1.4959440231323242,49.2013053894043,109.301025390625,1.1175953149795532,0.9470760822296143,1.4959440231323242,23.134784698486328,3.664999485015869,18.165725708007812,1.4959440231323242,2.2217350006103516,3.5557098388671875,40.676475524902344,10.866827011108398,LBSP,109.301025390625
