Project,Prec@10,Reca@10,F1@10,Prec@20,Reca@20,F1@20,Prec@30,Reca@30,F1@30,Prec@40,Reca@40,F1@40,Prec@50,Reca@50,F1@50,Prec@60,Reca@60,F1@60,Prec@70,Reca@70,F1@70,Prec@80,Reca@80,F1@80,Prec@90,Reca@90,F1@90
bigbluebutton,0.1607,0.0508,0.0773,0.1607,0.0508,0.0773,0.1607,0.0508,0.0773,0.1754,0.0565,0.0855,0.1754,0.0565,0.0855,0.1724,0.0565,0.0851,0.1875,0.0678,0.0996,0.1818,0.0678,0.0988,0.1791,0.1356,0.1543
jabref,0.7672,0.1232,0.2123,0.8787,0.2706,0.4138,0.9098,0.3772,0.5333,0.9195,0.4270,0.5832,0.9230,0.4478,0.6030,0.9306,0.5010,0.6514,0.9305,0.6304,0.7517,0.9143,0.7017,0.7940,0.7973,0.8740,0.8339
mediastore,0.2500,0.0769,0.1176,0.2500,0.0769,0.1176,0.2500,0.0769,0.1176,0.3333,0.1154,0.1714,0.3333,0.1154,0.1714,0.3333,0.1154,0.1714,0.3333,0.1538,0.2105,0.3333,0.1538,0.2105,0.3571,0.1923,0.2500
teammates,0.0515,0.0092,0.0156,0.0800,0.0147,0.0248,0.1402,0.0275,0.0459,0.2000,0.0421,0.0696,0.2000,0.0421,0.0696,0.2955,0.0714,0.1150,0.5121,0.1941,0.2815,0.5903,0.3114,0.4077,0.5142,0.7289,0.6030
teastore,0.6667,0.1667,0.2667,0.8182,0.3750,0.5143,0.8605,0.5139,0.6435,0.8824,0.6250,0.7317,0.8868,0.6528,0.7520,0.8929,0.6944,0.7812,0.9077,0.8194,0.8613,0.9091,0.8333,0.8696,0.9041,0.9167,0.9103
