Project,Prec@10,Reca@10,F1@10,Prec@20,Reca@20,F1@20,Prec@30,Reca@30,F1@30,Prec@40,Reca@40,F1@40,Prec@50,Reca@50,F1@50,Prec@60,Reca@60,F1@60,Prec@70,Reca@70,F1@70,Prec@80,Reca@80,F1@80,Prec@90,Reca@90,F1@90
bigbluebutton,1.0000,0.0847,0.1562,1.0000,0.0960,0.1753,1.0000,0.0960,0.1753,0.8333,0.1130,0.1990,0.7647,0.1469,0.2464,0.5800,0.1638,0.2555,0.4935,0.2147,0.2992,0.4695,0.8249,0.5984,0.2993,0.9774,0.4583
jabref,1.0000,0.5737,0.7291,1.0000,0.6747,0.8058,1.0000,0.7419,0.8518,1.0000,0.8388,0.9123,0.8354,0.8533,0.8442,0.3318,0.8651,0.4797,0.2356,0.8706,0.3709,0.2218,0.8803,0.3543,0.2101,0.9066,0.3412
mediastore,0.5135,0.7308,0.6032,0.5610,0.8846,0.6866,0.5714,0.9231,0.7059,0.5714,0.9231,0.7059,0.4444,0.9231,0.6000,0.2857,0.9231,0.4364,0.2222,0.9231,0.3582,0.1818,0.9231,0.3038,0.1818,0.9231,0.3038
teammates,1.0000,0.6117,0.7591,1.0000,0.7179,0.8358,1.0000,0.7601,0.8637,1.0000,0.7930,0.8846,0.9909,0.7985,0.8844,0.7040,0.8059,0.7515,0.3830,0.8480,0.5276,0.3152,0.9542,0.4739,0.2580,0.9872,0.4091
teastore,1.0000,0.4722,0.6415,1.0000,0.5417,0.7027,1.0000,0.7083,0.8293,1.0000,0.7222,0.8387,1.0000,0.7500,0.8571,0.9322,0.7639,0.8397,0.7949,0.8611,0.8267,0.4085,0.9306,0.5678,0.3722,0.9306,0.5317
