file_path,datasets,environments,policies,robot_devices,utilities,best_module,best_likelihood
lerobot\src\lerobot\teleoperators\rebot_102_leader\rebot_102_leader.py,14.908243179321289,9.259644508361816,13.134105682373047,62.58070755004883,25.838268280029297,robot_devices,62.58070755004883
lerobot\src\lerobot\processor\hil_processor.py,14.739026069641113,2.3103883266448975,14.182195663452148,37.77971649169922,9.100181579589844,robot_devices,37.77971649169922
lerobot\src\lerobot\rl\queue.py,0.0,0.0,0.29603105783462524,2.323124408721924,0.29603105783462524,robot_devices,2.323124408721924
lerobot\src\lerobot\processor\newline_task_processor.py,7.3639373779296875,1.9500458240509033,7.0,0.012407099828124046,0.3772837519645691,datasets,7.3639373779296875
lerobot\src\lerobot\policies\molmoact2\__init__.py,1.3016167879104614,0.7378369569778442,73.58869934082031,0.4573209583759308,3.2140955924987793,policies,73.58869934082031
lerobot\src\lerobot\annotations\steerable_pipeline\validator.py,47.345821380615234,3.6259593963623047,5.452843189239502,7.129217147827148,12.853198051452637,datasets,47.345821380615234
lerobot\src\lerobot\teleoperators\homunculus\config_homunculus.py,5.160391330718994,0.0,0.8265935778617859,0.012649265117943287,1.6212892532348633,datasets,5.160391330718994
lerobot\src\lerobot\cameras\zmq\camera_zmq.py,16.460256576538086,6.606106758117676,9.914667129516602,6.672787666320801,15.10973072052002,datasets,16.460256576538086
lerobot\tests\mocks\mock_dynamixel.py,9.953221321105957,3.719308853149414,13.94584846496582,1.4484760761260986,5.668368816375732,policies,13.94584846496582
lerobot\src\lerobot\motors\damiao\__init__.py,0.0,0.0,0.0,2.6885805130004883,0.0,robot_devices,2.6885805130004883
lerobot\src\lerobot\policies\multi_task_dit\__init__.py,2.9254112243652344,1.579874038696289,73.46415710449219,0.4558241069316864,3.9294536113739014,policies,73.46415710449219
lerobot\tests\cameras\test_opencv.py,14.33016586303711,7.733607769012451,8.190396308898926,7.999235153198242,13.593330383300781,datasets,14.33016586303711
lerobot\src\lerobot\policies\evo1\evo1_model.py,11.791814804077148,3.6616439819335938,73.36295318603516,34.246185302734375,14.217065811157227,policies,73.36295318603516
lerobot\tests\datasets\test_dataset_metadata.py,118.34298706054688,12.102858543395996,6.1993255615234375,44.39043426513672,22.644710540771484,datasets,118.34298706054688
