file_path,dns,general,http_general,pools,sampling,services,ssl,transport,best_module,best_likelihood
proxygen\proxygen\lib\http\coro\test\HttpWtUpstreamTests.cpp,1.0003584623336792,6.940450668334961,48.533390045166016,2.2613415718078613,3.1366467010229826E-4,4.801637172698975,50.8006591796875,124.57575988769531,transport,124.57575988769531
proxygen\proxygen\lib\http\codec\test\CodecUtilTests.cpp,19.22281837463379,3.006363868713379,47.23560333251953,1.3141824007034302,3.757577214855701E-4,2.7137200832366943,17.562713623046875,0.9678633213043213,http_general,47.23560333251953
proxygen\proxygen\lib\http\structuredheaders\StructuredFields.h,12.978541374206543,3.316157341003418,45.33052444458008,7.205262184143066,3.9137923158705235E-4,1.8933484554290771,12.786484718322754,0.25568756461143494,http_general,45.33052444458008
proxygen\proxygen\httpserver\samples\hq\HQClient.cpp,27.596006393432617,8.780517578125,47.34021759033203,5.19482421875,1.5463553667068481,10.443126678466797,12.03179931640625,76.2359619140625,transport,76.2359619140625
proxygen\proxygen\lib\http\HTTPMethod.h,1.0005245208740234,1.243212103843689,47.589210510253906,1.3158255815505981,4.5895521179772913E-4,1.35555899143219,1.2344262599945068,0.36458879709243774,http_general,47.589210510253906
proxygen\proxygen\httpclient\samples\curl\CurlClient.h,1.000573992729187,1.3998782634735107,44.342350006103516,3.7477290630340576,5.022097029723227E-4,1.0348213911056519,47.898338317871094,5.022097029723227E-4,ssl,47.898338317871094
proxygen\proxygen\lib\http\coro\HTTPEvents.h,1.0004770755767822,3.6330666542053223,46.64141082763672,1.0,4.1738900472410023E-4,2.3835015296936035,1.1147375106811523,3.846139907836914,http_general,46.64141082763672
proxygen\proxygen\lib\http\observer\HTTPTransactionObserverContainer.h,1.0005223751068115,1.2407995462417603,47.49398422241211,2.3186416625976562,4.5709818368777633E-4,1.3464399576187134,0.18025681376457214,0.36097073554992676,http_general,47.49398422241211
proxygen\proxygen\lib\pools\generators\ServerListGenerator.h,2.342163562774658,0.9380201697349548,0.3129558563232422,130.0387725830078,4.236703971400857E-4,1.674051284790039,0.0,4.236703971400857E-4,pools,130.0387725830078
proxygen\proxygen\lib\http\coro\filters\VisitorFilter.h,1.0005197525024414,2.1015496253967285,47.89579391479492,1.908003568649292,4.547979333437979E-4,1.6936061382293701,1.1780465841293335,0.3565479516983032,http_general,47.89579391479492
proxygen\proxygen\httpclient\samples\curl\CurlClient.cpp,1.0004945993423462,3.0038702487945557,57.64324188232422,5.7302422523498535,4.3273772462271154E-4,2.111485004425049,77.72205352783203,1.3455963134765625,ssl,77.72205352783203
proxygen\proxygen\lib\http\codec\HTTPChecks.h,1.0005245208740234,3.9590330123901367,48.146484375,1.0,4.5895521179772913E-4,3.127427101135254,15.952160835266113,0.36458879709243774,http_general,48.146484375
proxygen\proxygen\lib\http\SynchronizedLruQuicPskCache.cpp,17.03919792175293,2.7978382110595703,47.52545166015625,2.373873472213745,4.471473803278059E-4,1.8852335214614868,29.200904846191406,9.684544563293457,http_general,47.52545166015625
proxygen\proxygen\httpserver\samples\push\PushStats.h,1.0005038976669312,1.0004409551620483,38.00044250488281,1.0,4.409576067700982E-4,1.0,1.0,4.409576067700982E-4,http_general,38.00044250488281
proxygen\proxygen\lib\utils\ZlibStreamDecompressor.h,19.674013137817383,0.7636299133300781,0.25483793020248413,1.845717191696167,4.4190013431943953E-4,0.2862183749675751,0.0,4.4190013431943953E-4,dns,19.674013137817383
proxygen\proxygen\lib\http\codec\compress\experimental\simulator\HPACKScheme.h,2.536616563796997,4.3796586990356445,47.62841033935547,3.8433547019958496,4.268721677362919E-4,3.474226236343384,0.15356774628162384,40.322383880615234,http_general,47.62841033935547
proxygen\proxygen\lib\http\codec\ResetsRateLimitFilter.h,1.0005197525024414,2.919070243835449,47.650062561035156,1.0,4.547979333437979E-4,2.7509238719940186,1.1780465841293335,0.3565479516983032,http_general,47.650062561035156
proxygen\proxygen\lib\http\codec\compress\QPACKStaticHeaderTable.h,1.00053071975708,2.967705488204956,48.16086196899414,1.0,4.643791471607983E-4,2.7636499404907227,0.18747124075889587,0.3754068613052368,http_general,48.16086196899414
proxygen\proxygen\lib\stats\PeriodicStats.h,1.0004770755767822,0.6714286804199219,0.22408783435821533,1.0,4.174087953288108E-4,0.25839343667030334,0.0,4.174087953288108E-4,dns,1.0004770755767822
proxygen\proxygen\lib\http\codec\HeaderDecodeInfo.h,1.0005110502243042,4.069380760192871,48.573516845703125,1.3509740829467773,4.471473803278059E-4,3.037996530532837,16.907329559326172,0.3422890901565552,http_general,48.573516845703125
proxygen\proxygen\httpclient\samples\websocket\main.cpp,2.3935282230377197,2.86010479927063,51.091495513916016,2.6867477893829346,1.8348275423049927,6.2213134765625,28.365793228149414,1.837693691253662,http_general,51.091495513916016
proxygen\proxygen\lib\http\codec\compress\HPACKHeaderName.h,1.0005245208740234,6.5530595779418945,50.88637924194336,1.3897110223770142,4.5892526395618916E-4,3.926022529602051,0.2212049663066864,0.4428688585758209,http_general,50.88637924194336
proxygen\proxygen\lib\http\session\SimpleController.h,1.0005182027816772,1.2361150979995728,49.418766021728516,1.3065993785858154,4.5342888915911317E-4,1.3439605236053467,14.453897476196289,0.3539459705352783,http_general,49.418766021728516
proxygen\proxygen\lib\utils\AsyncTimeoutSet.h,1.0004953145980835,4.334231489337981E-4,4.334231489337981E-4,1.0,4.334231489337981E-4,0.03459162265062332,2.2862303256988525,4.334231489337981E-4,ssl,2.2862303256988525
proxygen\proxygen\lib\utils\test\PerfectIndexMapTest.cpp,1.00043523311615,4.538370609283447,50.13982009887695,1.3978168964385986,3.8082446553744376E-4,3.2051565647125244,16.67691421508789,0.438556045293808,http_general,50.13982009887695
proxygen\proxygen\lib\http\connpool\SessionHolder.h,1.0004700422286987,2.3385367393493652,48.11641311645508,2.0,4.113295872230083E-4,1.5592962503433228,11.777688980102539,0.2835882008075714,http_general,48.11641311645508
proxygen\proxygen\lib\pools\generators\FileServerListGenerator.h,1.000504970550537,1.2595269680023193,0.650416374206543,219.84066772460938,4.4190013431943953E-4,0.33888036012649536,1.1529659032821655,4.4190013431943953E-4,pools,219.84066772460938
proxygen\proxygen\lib\http\codec\compress\test\HPACKCodecTests.cpp,31.0759334564209,6.023953437805176,44.73271179199219,6.153675556182861,0.25449082255363464,3.4807472229003906,1.620919108390808,40.12008285522461,http_general,44.73271179199219
proxygen\proxygen\httpserver\RequestHandler.h,1.0005356073379517,1.2736265659332275,38.00046920776367,2.222851276397705,4.6869865036569536E-4,1.3030729293823242,1.0,4.6869865036569536E-4,http_general,38.00046920776367
proxygen\proxygen\lib\http\webtransport\WtEgressContainer.cpp,1.0005184412002563,5.641326904296875,47.877708435058594,1.0,1.719961166381836,1.7636836767196655,0.14854073524475098,1.2975350618362427,http_general,47.877708435058594
proxygen\proxygen\lib\http\codec\HTTP2Constants.cpp,1.0005011558532715,3.0842864513397217,57.56965255737305,1.3957798480987549,4.384698695503175E-4,2.9544005393981934,12.669014930725098,0.8140504956245422,http_general,57.56965255737305
proxygen\proxygen\lib\http\coro\filters\MutateFilter.cpp,1.0005069971084595,3.1192729473114014,47.70185089111328,1.0,4.4363547931425273E-4,3.2635984420776367,1.1677614450454712,0.3359665274620056,http_general,47.70185089111328
proxygen\proxygen\lib\http\codec\compress\test\HPACKBenchmark.cpp,1.0005171298980713,3.577430009841919,58.07170867919922,1.0,4.525061813183129E-4,3.3877756595611572,1.3741525411605835,1.5462768077850342,http_general,58.07170867919922
proxygen\proxygen\lib\http\coro\HTTPStreamSourceHolder.h,1.0005030632019043,2.81842303276062,47.432861328125,1.0,4.401783226057887E-4,1.9147133827209473,1.1647166013717651,0.3298734426498413,http_general,47.432861328125
proxygen\proxygen\lib\pools\generators\ServerListGenerator.cpp,2.239877462387085,4.498180060181767E-4,4.498180060181767E-4,138.04183959960938,0.45235201716423035,1.108361840248108,0.0,4.498180060181767E-4,pools,138.04183959960938
proxygen\proxygen\lib\http\session\test\HTTPSessionTest.h,1.0005630254745483,1.7146506309509277,50.13523864746094,1.0,4.926429246552289E-4,1.3080666065216064,1.1535677909851074,39.3076286315918,http_general,50.13523864746094
proxygen\proxygen\lib\http\coro\filters\RateLimitFilter.cpp,15.171014785766602,2.5443408489227295,46.48053741455078,1.0,4.236703971400857E-4,2.032663345336914,1.1510124206542969,0.3024485111236572,http_general,46.48053741455078
proxygen\proxygen\lib\http\coro\filters\StatsFilterUtil.cpp,1.000537633895874,4.779429912567139,51.20785903930664,1.0,4.7039063065312803E-4,3.6789662837982178,1.1589468717575073,0.3183642029762268,http_general,51.20785903930664
proxygen\proxygen\external\http_parser\http_parser.h,4.593286037445068,8.24840259552002,54.93487548828125,2.776895523071289,2.1805763244628906,9.887598037719727,23.902931213378906,4.014615058898926,http_general,54.93487548828125
proxygen\proxygen\lib\http\codec\compress\experimental\simulator\CompressionUtils.h,1.0005271434783936,2.9517364501953125,47.993141174316406,1.3198357820510864,4.612978082150221E-4,2.783095121383667,14.034725189208984,0.3692146837711334,http_general,47.993141174316406
proxygen\proxygen\lib\http\codec\HTTP2Framer.cpp,15.049776077270508,7.232774257659912,55.630287170410156,3.0832359790802,1.0229339599609375,3.5563454627990723,10.579076766967773,2.1508803367614746,http_general,55.630287170410156
proxygen\proxygen\lib\http\structuredheaders\test\StructuredHeadersBufferTest.cpp,24.935710906982422,1.1072956323623657,42.22650909423828,3.6932766437530518,3.0315667390823364E-4,1.211702823638916,18.189210891723633,0.16079193353652954,http_general,42.22650909423828
proxygen\proxygen\lib\utils\SafePathUtils.h,1.000514030456543,4.498180060181767E-4,4.498180060181767E-4,1.4193804264068604,4.498180060181767E-4,1.3819220066070557,0.0,4.498180060181767E-4,pools,1.4193804264068604
proxygen\proxygen\lib\utils\SafePathUtils.cpp,30.214067459106445,1.2666754722595215,0.3448410630226135,1.412100076675415,3.660182119347155E-4,2.8707566261291504,0.0,0.8307059407234192,dns,30.214067459106445
proxygen\proxygen\httpserver\RequestHandlerAdaptor.cpp,1.0004667043685913,5.459934711456299,53.185882568359375,1.7109817266464233,4.083559033460915E-4,3.5001347064971924,17.661418914794922,39.35731887817383,http_general,53.185882568359375
proxygen\proxygen\lib\http\coro\client\HTTPClient.h,1.0003976821899414,3.9071547985076904,46.99432373046875,3.3279411792755127,3.47979279467836E-4,4.344186782836914,1.1018598079681396,3.2040674686431885,http_general,46.99432373046875
proxygen\proxygen\lib\http\coro\HTTPError.h,1.0004856586456299,132.82508850097656,191.9975128173828,1.355292558670044,4.249248013366014E-4,5.02513313293457,19.206226348876953,101.0758285522461,http_general,191.9975128173828
proxygen\proxygen\lib\stats\test\PeriodicStatsTest.cpp,1.0004878044128418,0.3249616026878357,4.268721677362919E-4,1.0,4.268721677362919E-4,0.034118346869945526,0.0,4.268721677362919E-4,dns,1.0004878044128418
proxygen\proxygen\httpserver\filters\CompressionFilter.h,1.0004734992980957,3.4206109046936035,48.139156341552734,1.2495042085647583,4.143468977417797E-4,2.240366220474243,33.19532775878906,0.3644855320453644,http_general,48.139156341552734
proxygen\proxygen\lib\transport\test\AsyncUDPSocketFactoryTest.cpp,1.0005090236663818,4.453845031093806E-4,4.453845031093806E-4,1.0,4.453845031093806E-4,0.0,0.0,93.62872314453125,transport,93.62872314453125
proxygen\proxygen\lib\stats\PeriodicStatsDataBase.h,1.0005213022232056,0.3482477366924286,4.561753012239933E-4,1.0,4.561753012239933E-4,0.033881377428770065,0.0,4.561753012239933E-4,dns,1.0005213022232056
proxygen\proxygen\lib\stats\BaseStats.h,1.0004600286483765,2.200939655303955,0.32560279965400696,1.3035956621170044,4.025357193313539E-4,0.35956770181655884,0.0,4.025357193313539E-4,general,2.200939655303955
proxygen\proxygen\lib\http\coro\filters\test\Status1xxFilterTest.cpp,1.0005338191986084,3.0035502910614014,47.50330352783203,1.8400232791900635,4.67090547317639E-4,2.0011041164398193,12.538203239440918,0.3299003541469574,http_general,47.50330352783203
proxygen\proxygen\lib\http\session\test\ByteEventTrackerMocks.h,1.0005415678024292,1.2469353675842285,49.89623260498047,1.0,4.738593415822834E-4,1.3286153078079224,0.18484610319137573,0.3701660633087158,http_general,49.89623260498047
proxygen\proxygen\lib\http\coro\filters\test\MutateFilterTest.cpp,1.0004770755767822,3.4712116718292236,46.46474838256836,43.47987747192383,4.174087953288108E-4,2.3529934883117676,17.006492614746094,0.29271477460861206,http_general,46.46474838256836
proxygen\proxygen\lib\http\coro\client\ProxygenCertVerifier.h,1.000515103340149,2.8153765201568604,47.9113883972168,1.3888680934906006,4.507153353188187E-4,1.9239476919174194,0.17420178651809692,0.34885427355766296,http_general,47.9113883972168
