file_path,backtest,contrib,data,rl,run,strategy,tests,utils,workflow,best_module,best_likelihood
qlib\qlib\contrib\strategy\optimizer\enhanced_indexing.py,5.209280490875244,57.719947814941406,18.40955924987793,9.404363632202148,11.692094802856445,84.27680969238281,7.443924903869629,10.269105911254883,20.656591415405273,strategy,84.27680969238281
qlib\qlib\rl\reward.py,7.501636505126953,3.331927537918091,1.3281861543655396,90.44818115234375,0.0,1.7544368505477905,0.0,4.374569416046143,12.335664749145508,rl,90.44818115234375
qlib\qlib\contrib\model\pytorch_lstm.py,5.9763689041137695,68.44855499267578,93.65068054199219,40.57832717895508,43.0426139831543,22.767309188842773,91.82560729980469,72.99948120117188,52.24893569946289,data,93.65068054199219
qlib\qlib\workflow\task\collect.py,7.547471523284912,11.329771041870117,15.218853950500488,9.291739463806152,22.911334991455078,14.29072093963623,10.870989799499512,17.296924591064453,149.8252410888672,workflow,149.8252410888672
qlib\qlib\rl\utils\log.py,3.8546106815338135,13.142729759216309,54.83986282348633,70.02484893798828,22.39508628845215,13.598203659057617,11.341714859008789,67.36060333251953,39.38736343383789,rl,70.02484893798828
qlib\qlib\backtest\report.py,63.78797912597656,18.85553741455078,109.26727294921875,23.977510452270508,35.76215362548828,25.72756576538086,51.6737060546875,28.662355422973633,47.07212829589844,data,109.26727294921875
qlib\qlib\contrib\data\__init__.py,0.0,57.72470474243164,66.71148681640625,0.0,4.169467926025391,0.0,4.169467926025391,5.788233757019043,6.9994587898254395,data,66.71148681640625
qlib\qlib\rl\order_execution\simulator_simple.py,108.04438018798828,11.560873985290527,94.24607849121094,71.49897003173828,39.2017936706543,4.290807247161865,11.822301864624023,21.642993927001953,32.917598724365234,backtest,108.04438018798828
qlib\qlib\data\cache.py,15.313411712646484,24.339086532592773,127.90286254882812,87.26254272460938,75.9606704711914,27.243253707885742,33.80643844604492,39.27887725830078,69.2026596069336,data,127.90286254882812
qlib\qlib\contrib\report\data\ana.py,2.3314242362976074,56.60975646972656,76.13033294677734,5.26024866104126,36.0008544921875,10.07159423828125,11.183786392211914,11.652997970581055,16.49695587158203,data,76.13033294677734
qlib\qlib\contrib\data\processor.py,2.477681875228882,56.281089782714844,79.1513442993164,4.457415580749512,22.234302520751953,6.4583024978637695,11.911191940307617,10.783697128295898,19.615047454833984,data,79.1513442993164
qlib\qlib\rl\strategy\__init__.py,2.6049113273620605,5.010282516479492,0.0,89.49335479736328,0.0,96.38172149658203,0.0,5.010282516479492,5.260105609893799,strategy,96.38172149658203
qlib\qlib\rl\data\pickle_styled.py,103.31329345703125,12.812820434570312,109.68868255615234,71.52220153808594,28.910783767700195,4.828075408935547,13.458649635314941,23.163402557373047,43.34125900268555,data,109.68868255615234
qlib\qlib\model\riskmodel\base.py,2.653651714324951,17.850982666015625,57.52703857421875,5.019756317138672,26.086915969848633,8.418625831604004,10.550019264221191,17.268142700195312,44.50958251953125,data,57.52703857421875
qlib\qlib\contrib\torch.py,0.0,56.81856155395508,72.42817687988281,0.0,4.494837284088135,0.0,5.419328689575195,6.296151161193848,8.728026390075684,data,72.42817687988281
qlib\qlib\backtest\account.py,84.1953125,14.94125747680664,66.51304626464844,16.356367111206055,29.152048110961914,25.14244270324707,15.360760688781738,14.962770462036133,48.56912612915039,backtest,84.1953125
qlib\qlib\rl\order_execution\interpreter.py,3.230112314224243,9.620929718017578,93.44593048095703,75.09989929199219,47.29120635986328,4.700135707855225,9.245158195495605,19.261199951171875,33.192012786865234,data,93.44593048095703
qlib\qlib\contrib\model\pytorch_gats.py,5.955926418304443,67.99507904052734,121.85000610351562,40.00587463378906,52.816368103027344,25.203128814697266,90.30403137207031,72.9697494506836,64.91213989257812,data,121.85000610351562
qlib\qlib\backtest\utils.py,77.15509796142578,13.677908897399902,82.05866241455078,5.572929382324219,55.89794921875,7.711621284484863,13.89861011505127,76.61515045166016,22.578245162963867,data,82.05866241455078
qlib\qlib\contrib\model\pytorch_adarnn.py,9.748086929321289,67.55363464355469,125.36839294433594,51.95807647705078,66.51693725585938,24.03789710998535,81.38604736328125,77.01564025878906,64.09346008300781,data,125.36839294433594
qlib\qlib\rl\simulator.py,4.602781295776367,3.796318769454956,0.4297906458377838,87.69795227050781,0.0,0.2035588026046753,0.0,4.059909343719482,3.3039636611938477,rl,87.69795227050781
qlib\qlib\contrib\tuner\pipeline.py,109.451904296875,64.29939270019531,86.78076171875,6.142455577850342,63.64442443847656,10.684478759765625,41.430850982666016,23.50383758544922,49.48174285888672,backtest,109.451904296875
qlib\qlib\contrib\model\catboost_model.py,3.115591287612915,64.48529815673828,82.9462890625,9.467947006225586,13.673537254333496,11.998692512512207,86.3796615600586,14.0612211227417,49.22563934326172,tests,86.3796615600586
qlib\qlib\contrib\eva\alpha.py,0.25745469331741333,59.40691375732422,71.6090316772461,4.669781684875488,20.103961944580078,7.734642028808594,8.296673774719238,14.938675880432129,17.644784927368164,data,71.6090316772461
qlib\qlib\contrib\model\pytorch_add.py,4.847519874572754,64.5692138671875,105.91967010498047,37.71380615234375,66.33782196044922,24.771799087524414,77.05953216552734,66.87409973144531,71.76866912841797,data,105.91967010498047
qlib\qlib\contrib\model\pytorch_tabnet.py,12.649341583251953,63.715484619140625,93.07804870605469,39.60309982299805,41.7534294128418,25.63270378112793,84.58831024169922,72.15015411376953,55.729679107666016,data,93.07804870605469
qlib\qlib\contrib\model\__init__.py,2.085648536682129,60.04320526123047,9.246365547180176,1.769075870513916,14.142496109008789,7.420422077178955,2.3001549243927,6.5112786293029785,15.363485336303711,contrib,60.04320526123047
qlib\qlib\utils\index_data.py,4.354100227355957,14.150134086608887,98.01854705810547,5.213676929473877,49.59183120727539,6.686028480529785,21.328989028930664,74.14814758300781,28.560733795166016,data,98.01854705810547
qlib\qlib\data\ops.py,9.73611068725586,25.71980857849121,72.9935302734375,180.44705200195312,56.40498352050781,23.250629425048828,36.008399963378906,18.560684204101562,45.571224212646484,rl,180.44705200195312
qlib\qlib\data\storage\__init__.py,0.4663867950439453,2.8238255977630615,70.00314331054688,0.0,4.160780906677246,0.0,5.160780906677246,4.210752487182617,10.415253639221191,data,70.00314331054688
qlib\qlib\utils\serial.py,5.337789058685303,10.454839706420898,15.69420051574707,28.148418426513672,2.5057241916656494,9.811901092529297,5.599910259246826,72.85144805908203,12.343646049499512,utils,72.85144805908203
qlib\qlib\rl\utils\env_wrapper.py,1.89320969581604,12.025717735290527,2.5626120567321777,85.9976806640625,59.44679260253906,8.889015197753906,6.830270767211914,85.32151794433594,18.67402458190918,rl,85.9976806640625
qlib\qlib\model\riskmodel\shrink.py,2.407864570617676,6.264337062835693,24.926231384277344,5.479406356811523,17.723587036132812,6.467499256134033,9.640390396118164,9.361900329589844,18.030187606811523,data,24.926231384277344
qlib\qlib\rl\trainer\trainer.py,7.520981788635254,13.247184753417969,24.04381561279297,79.99109649658203,76.88465118408203,17.659467697143555,50.66252517700195,18.159406661987305,45.24110794067383,rl,79.99109649658203
qlib\qlib\contrib\report\__init__.py,14.835598945617676,60.72219467163086,1.2350748777389526,4.157607078552246,7.715994834899902,3.8814239501953125,1.363356590270996,4.104698657989502,23.020328521728516,contrib,60.72219467163086
qlib\qlib\data\pit.py,0.9059677720069885,12.011421203613281,72.6397705078125,7.925398349761963,29.755542755126953,12.10533618927002,14.7215576171875,12.216465950012207,18.926410675048828,data,72.6397705078125
qlib\qlib\contrib\model\pytorch_gats_ts.py,5.726037979125977,67.84251403808594,128.47418212890625,69.3727798461914,54.208980560302734,24.796728134155273,82.94721221923828,72.94132995605469,71.20527648925781,data,128.47418212890625
qlib\qlib\rl\data\base.py,0.0,7.535872936248779,82.17411041259766,86.58802795410156,13.024039268493652,1.4392708539962769,5.898874282836914,12.311617851257324,15.520914077758789,rl,86.58802795410156
qlib\qlib\rl\trainer\callbacks.py,6.470485210418701,18.10432243347168,71.25877380371094,79.26421356201172,20.439088821411133,14.174603462219238,82.69123840332031,17.331058502197266,64.74241638183594,tests,82.69123840332031
qlib\qlib\rl\aux_info.py,7.772327423095703,3.511399745941162,0.4297906458377838,87.69795227050781,7.3281168937683105,2.757160186767578,0.0,3.7595415115356445,7.699906349182129,rl,87.69795227050781
qlib\qlib\contrib\model\pytorch_gru_ts.py,5.749975204467773,70.03356170654297,100.46995544433594,98.80113220214844,50.744110107421875,22.838193893432617,81.19052124023438,75.53228759765625,61.03328323364258,data,100.46995544433594
qlib\qlib\data\dataset\processor.py,6.840548038482666,11.291818618774414,83.28749084472656,10.425562858581543,34.32478713989258,12.845499038696289,25.62370491027832,21.775285720825195,42.02449035644531,data,83.28749084472656
qlib\qlib\rl\data\__init__.py,0.0,5.186769008636475,66.71148681640625,89.55758666992188,4.169467926025391,0.0,4.169467926025391,6.576591968536377,6.9994587898254395,rl,89.55758666992188
qlib\qlib\contrib\model\pytorch_gru.py,5.918502330780029,68.71843719482422,93.3320083618164,40.714542388916016,51.81895446777344,22.887447357177734,89.3828353881836,72.32978820800781,57.44926071166992,data,93.3320083618164
qlib\qlib\data\dataset\storage.py,1.0208079814910889,9.397924423217773,76.48975372314453,2.032627582550049,17.089670181274414,15.603527069091797,8.83298110961914,11.36211109161377,28.3115291595459,data,76.48975372314453
qlib\qlib\contrib\data\utils\sepdf.py,2.805652141571045,57.71977233886719,66.60403442382812,6.90425443649292,17.499202728271484,10.739666938781738,12.140358924865723,74.47957611083984,14.449413299560547,utils,74.47957611083984
qlib\qlib\rl\contrib\utils.py,2.846208333969116,61.84660339355469,76.01409149169922,90.4499740600586,7.4664106369018555,1.843599796295166,8.332128524780273,84.51347351074219,10.5662260055542,rl,90.4499740600586
qlib\qlib\backtest\backtest.py,110.92007446289062,10.458013534545898,69.21717071533203,6.397531986236572,12.31489372253418,129.8046112060547,9.568711280822754,14.054752349853516,34.40761184692383,strategy,129.8046112060547
qlib\qlib\rl\trainer\__init__.py,96.8683853149414,6.984259128570557,0.0,91.89276885986328,0.0,1.844562292098999,0.0,4.984259128570557,10.23192310333252,backtest,96.8683853149414
qlib\qlib\data\_libs\__init__.py,0.6414279341697693,3.471418619155884,66.71148681640625,0.6414279341697693,4.169467926025391,0.6414279341697693,4.810895919799805,4.861241340637207,8.28231430053711,data,66.71148681640625
qlib\qlib\utils\mod.py,2.9354088306427,15.911956787109375,21.482820510864258,52.8275260925293,11.421993255615234,12.374500274658203,9.942665100097656,100.64881134033203,14.47675895690918,utils,100.64881134033203
qlib\qlib\backtest\signal.py,103.43885803222656,11.852740287780762,69.8761215209961,4.748579502105713,4.939643859863281,9.496251106262207,27.944347381591797,13.666285514831543,33.47499465942383,backtest,103.43885803222656
qlib\qlib\rl\contrib\__init__.py,0.0,57.30183792114258,0.0,89.55758666992188,0.0,0.0,0.0,3.9755442142486572,0.050345562398433685,rl,89.55758666992188
qlib\qlib\data\storage\file_storage.py,11.909626007080078,26.94288444519043,100.8395767211914,32.49449920654297,37.1707878112793,17.642391204833984,29.75613021850586,32.768157958984375,34.80366516113281,data,100.8395767211914
qlib\qlib\model\riskmodel\structured.py,2.4298160076141357,19.50152587890625,14.590572357177734,3.162264108657837,19.929500579833984,4.847414493560791,5.0920867919921875,9.650675773620605,24.249134063720703,workflow,24.249134063720703
