file_path,configs,environments,policies,robot_devices,utilities,best_module,best_likelihood
lerobot\src\lerobot\cameras\opencv\__init__.py,0.0,0.0,0.0,6.165238857269287,0.0,robot_devices,6.165238857269287
lerobot\examples\lekiwi\replay.py,18.2663631439209,3.4844019412994385,1.7569067478179932,47.7691650390625,6.250727653503418,robot_devices,47.7691650390625
lerobot\src\lerobot\robots\openarm_follower\config_openarm_follower.py,15.991741180419922,4.123659133911133,1.4190303087234497,55.156192779541016,3.646930456161499,robot_devices,55.156192779541016
lerobot\src\lerobot\robots\hope_jr\hope_jr_hand.py,67.20724487304688,4.491953372955322,6.593698501586914,67.80350494384766,12.170089721679688,robot_devices,67.80350494384766
lerobot\src\lerobot\envs\robomme.py,3.687299966812134,5.188214302062988,4.2790141105651855,3.0683445930480957,9.169548034667969,utilities,9.169548034667969
lerobot\src\lerobot\async_inference\robot_client.py,28.540328979492188,71.06521606445312,19.86782455444336,118.02668762207031,17.041053771972656,robot_devices,118.02668762207031
lerobot\tests\policies\pi0_pi05\test_pi05.py,28.221052169799805,7.8920512199401855,101.69490814208984,36.27920150756836,11.702983856201172,policies,101.69490814208984
lerobot\src\lerobot\utils\robot_utils.py,1.6648945808410645,2.293818712234497,1.23868727684021,51.434471130371094,2.967698812484741,robot_devices,51.434471130371094
lerobot\src\lerobot\motors\dynamixel\__init__.py,0.0,0.0,0.0,6.493765830993652,0.0,robot_devices,6.493765830993652
lerobot\tests\policies\test_gaussian_actor_config.py,29.400001525878906,6.426459312438965,91.4106674194336,32.46938705444336,13.483755111694336,policies,91.4106674194336
lerobot\tests\policies\lingbot_va\test_modules.py,13.222825050354004,9.140501976013184,91.59931182861328,34.441776275634766,17.673492431640625,policies,91.59931182861328
lerobot\src\lerobot\utils\io_utils.py,2.4824562072753906,0.0,4.031534194946289,3.650631904602051,7.309130668640137,utilities,7.309130668640137
lerobot\tests\policies\groot\test_groot_train_random_crop.py,14.805380821228027,4.60903263092041,72.6071548461914,37.40679168701172,12.556903839111328,policies,72.6071548461914
lerobot\tests\policies\vla_jepa\test_vla_jepa.py,33.157569885253906,11.115958213806152,86.51032257080078,67.39623260498047,18.81089973449707,policies,86.51032257080078
lerobot\src\lerobot\motors\robstride\robstride.py,8.162294387817383,8.132492065429688,10.420331954956055,30.33716583251953,19.078369140625,robot_devices,30.33716583251953
lerobot\examples\omx\record_grab.py,12.450888633728027,5.850420951843262,5.897478103637695,57.421417236328125,13.720775604248047,robot_devices,57.421417236328125
lerobot\src\lerobot\configs\policies.py,82.276611328125,10.684591293334961,96.51578521728516,87.63037109375,22.362253189086914,policies,96.51578521728516
lerobot\tests\processor\test_migration_detection.py,97.652099609375,7.683492183685303,33.80030059814453,5.929520130157471,14.19946575164795,configs,97.652099609375
lerobot\tests\policies\test_gaussian_actor_policy.py,32.604774475097656,9.695297241210938,71.84284973144531,8.736658096313477,17.359106063842773,policies,71.84284973144531
lerobot\tests\fixtures\files.py,8.488059043884277,8.103171348571777,4.055457592010498,3.48248553276062,15.498733520507812,utilities,15.498733520507812
lerobot\tests\policies\pi0_pi05\test_pi0.py,27.789472579956055,7.784185409545898,97.07093811035156,37.112361907958984,10.818490028381348,policies,97.07093811035156
lerobot\src\lerobot\async_inference\__init__.py,0.0,0.0,0.0,3.889664649963379,2.4888014793395996,robot_devices,3.889664649963379
lerobot\tests\conftest.py,11.78282642364502,7.113297939300537,17.866207122802734,39.5035400390625,15.155356407165527,robot_devices,39.5035400390625
lerobot\tests\policies\vla_jepa\conftest.py,23.712080001831055,3.537468433380127,85.43928527832031,37.33216857910156,9.355358123779297,policies,85.43928527832031
lerobot\src\lerobot\robots\so_follower\so_follower.py,69.1396255493164,8.449124336242676,8.737067222595215,70.02216339111328,20.362716674804688,robot_devices,70.02216339111328
lerobot\src\lerobot\robots\openarm_follower\__init__.py,0.0,0.7277724146842957,0.0,48.92875671386719,0.0,robot_devices,48.92875671386719
lerobot\tests\cameras\test_realsense.py,23.86317253112793,4.500046730041504,4.426313400268555,39.870758056640625,9.561553955078125,robot_devices,39.870758056640625
lerobot\tests\datasets\test_quantiles_dataset_integration.py,4.018504619598389,3.0677244663238525,3.2325778007507324,11.415732383728027,14.528334617614746,utilities,14.528334617614746
lerobot\tests\policies\test_relative_actions.py,5.3552069664001465,5.441117763519287,74.87246704101562,3.9156954288482666,13.21025562286377,policies,74.87246704101562
lerobot\src\lerobot\teleoperators\homunculus\joints_translation.py,0.9449014663696289,0.5581506490707397,2.7071022987365723,3.682244300842285,1.1163012981414795,robot_devices,3.682244300842285
lerobot\src\lerobot\teleoperators\keyboard\teleop_keyboard.py,23.240190505981445,52.126163482666016,5.448070526123047,56.74509048461914,14.512367248535156,robot_devices,56.74509048461914
lerobot\tests\utils\test_hub.py,25.204736709594727,6.613767147064209,8.763203620910645,6.099376678466797,15.821791648864746,configs,25.204736709594727
lerobot\tests\policies\pi0_pi05\test_pi0_original_vs_lerobot.py,25.646757125854492,5.0832085609436035,93.92525482177734,42.79397201538086,10.236443519592285,policies,93.92525482177734
lerobot\src\lerobot\robots\koch_follower\config_koch_follower.py,15.651222229003906,3.9240963459014893,0.7371638417243958,52.36934280395508,3.11586332321167,robot_devices,52.36934280395508
lerobot\src\lerobot\annotations\steerable_pipeline\config.py,16.70574951171875,6.19003963470459,8.914254188537598,16.05341148376465,11.297725677490234,configs,16.70574951171875
lerobot\src\lerobot\teleoperators\rebot_102_leader\rebot_102_leader.py,29.375167846679688,9.132364273071289,13.15267562866211,69.90145111083984,25.776512145996094,robot_devices,69.90145111083984
lerobot\src\lerobot\processor\hil_processor.py,19.632919311523438,2.3102214336395264,14.142511367797852,41.43885040283203,8.930575370788574,robot_devices,41.43885040283203
lerobot\src\lerobot\rl\queue.py,0.0,0.0,0.3060113489627838,6.026122093200684,0.3060113489627838,robot_devices,6.026122093200684
lerobot\src\lerobot\processor\newline_task_processor.py,2.0,1.86257004737854,7.0,3.639162063598633,0.3995741605758667,policies,7.0
lerobot\src\lerobot\annotations\steerable_pipeline\validator.py,7.249922752380371,3.562256097793579,5.613672256469727,9.159272193908691,12.94504165649414,utilities,12.94504165649414
lerobot\src\lerobot\teleoperators\homunculus\config_homunculus.py,13.899895668029785,0.0,0.8437422513961792,3.775319814682007,1.6129449605941772,configs,13.899895668029785
lerobot\src\lerobot\cameras\zmq\camera_zmq.py,26.890056610107422,6.49176025390625,9.999516487121582,9.007012367248535,15.120976448059082,configs,26.890056610107422
lerobot\tests\mocks\mock_dynamixel.py,2.0233585834503174,3.689926862716675,14.471875190734863,1.4532550573349,5.700562953948975,policies,14.471875190734863
lerobot\src\lerobot\motors\damiao\__init__.py,0.0,0.0,0.0,6.508990287780762,0.0,robot_devices,6.508990287780762
lerobot\tests\cameras\test_opencv.py,33.68096160888672,7.526597023010254,8.378729820251465,9.217569351196289,13.647347450256348,configs,33.68096160888672
lerobot\src\lerobot\policies\evo1\evo1_model.py,22.839679718017578,3.627474546432495,80.62013244628906,38.478214263916016,14.79413890838623,policies,80.62013244628906
lerobot\tests\datasets\test_dataset_metadata.py,23.98989486694336,11.62861442565918,6.12576150894165,59.97348403930664,22.273149490356445,robot_devices,59.97348403930664
lerobot\tests\processor\test_policy_robot_bridge.py,23.730295181274414,8.607695579528809,27.80536460876465,51.222206115722656,2.53466796875,robot_devices,51.222206115722656
lerobot\src\lerobot\__version__.py,0.0,0.0,0.0,4.429180145263672,1.0,robot_devices,4.429180145263672
lerobot\examples\lekiwi\evaluate.py,25.581327438354492,86.25045776367188,25.4323673248291,87.65201568603516,15.198478698730469,robot_devices,87.65201568603516
lerobot\src\lerobot\annotations\steerable_pipeline\modules\general_vqa.py,25.72515869140625,8.12962818145752,7.192183017730713,12.6796875,23.18404769897461,configs,25.72515869140625
lerobot\tests\configs\test_plugin_loading.py,69.97682189941406,3.6926207542419434,10.732324600219727,1.080984115600586,8.412934303283691,configs,69.97682189941406
lerobot\tests\datasets\test_delta_timestamps.py,0.749114990234375,3.7908449172973633,3.7000603675842285,5.318412780761719,5.505844593048096,utilities,5.505844593048096
lerobot\tests\processor\test_gaussian_actor_processor.py,26.5882625579834,6.173634052276611,22.210376739501953,37.606773376464844,7.227382659912109,robot_devices,37.606773376464844
