file_path,backtest,contrib,model,rl,run,strategy,tests,utils,workflow,best_module,best_likelihood
qlib\qlib\data\storage\__init__.py,0.47313737869262695,2.3953235149383545,2.3953235149383545,1.0012961626052856,4.054051876068115,2.3953235149383545,5.9913330078125,5.055347919464111,7.156134605407715,workflow,7.156134605407715
qlib\qlib\utils\serial.py,4.304969787597656,8.051501274108887,4.728494644165039,26.293214797973633,2.0785388946533203,7.210450649261475,5.2569708824157715,78.45968627929688,7.956890106201172,utils,78.45968627929688
qlib\examples\online_srv\update_online_pred.py,10.352808952331543,23.853145599365234,34.78815841674805,9.151015281677246,11.709854125976562,14.982844352722168,21.1420955657959,23.073928833007812,154.18911743164062,workflow,154.18911743164062
qlib\qlib\rl\utils\env_wrapper.py,7.049367904663086,10.822627067565918,23.02643585205078,81.62518310546875,65.19475555419922,14.647170066833496,8.074212074279785,93.67479705810547,17.04473304748535,utils,93.67479705810547
qlib\examples\benchmarks\TFT\expt_settings\configs.py,9.639084815979004,22.895336151123047,105.85623931884766,5.219542026519775,11.64816665649414,12.166779518127441,13.148035049438477,16.38787841796875,31.0647029876709,model,105.85623931884766
qlib\qlib\model\riskmodel\shrink.py,7.339886665344238,7.983523368835449,66.1478271484375,4.90639066696167,19.804140090942383,12.154735565185547,10.072989463806152,12.001242637634277,11.134636878967285,model,66.1478271484375
qlib\qlib\rl\trainer\trainer.py,13.1489896774292,16.695877075195312,25.35409927368164,75.17439270019531,78.8632583618164,18.64336585998535,46.073272705078125,22.260787963867188,36.485008239746094,run,78.8632583618164
qlib\qlib\contrib\report\__init__.py,21.040298461914062,67.61569213867188,77.84611511230469,5.499880790710449,0.5459599494934082,7.964565753936768,2.503692150115967,5.29860258102417,12.776291847229004,model,77.84611511230469
qlib\tests\rl\test_saoe_simple.py,110.38909912109375,17.02908706665039,12.977714538574219,76.02345275878906,31.55653190612793,87.40719604492188,97.830078125,29.61270523071289,39.53406524658203,backtest,110.38909912109375
qlib\qlib\data\pit.py,3.166996955871582,13.242652893066406,25.79018211364746,8.546027183532715,30.210912704467773,14.045656204223633,17.888883590698242,16.384838104248047,10.886298179626465,run,30.210912704467773
qlib\qlib\contrib\model\pytorch_gats_ts.py,11.669893264770508,67.85616302490234,130.51504516601562,64.31449890136719,55.173213958740234,31.889293670654297,75.8875503540039,81.39781188964844,41.0841064453125,model,130.51504516601562
qlib\tests\test_contrib_model.py,5.371042251586914,71.49332427978516,111.9888916015625,2.5073859691619873,79.82508850097656,8.305034637451172,110.08324432373047,14.665432929992676,13.995108604431152,model,111.9888916015625
qlib\examples\highfreq\highfreq_ops.py,1.6011230945587158,9.174230575561523,5.864645957946777,46.887664794921875,10.226304054260254,4.80450439453125,12.635729789733887,7.533693313598633,7.244420051574707,rl,46.887664794921875
qlib\examples\benchmarks\LightGBM\multi_freq_handler.py,6.097567081451416,16.089366912841797,14.459857940673828,4.9979352951049805,9.598301887512207,7.869771957397461,15.276713371276855,15.424099922180176,16.809499740600586,workflow,16.809499740600586
qlib\qlib\rl\data\base.py,1.4921401739120483,7.189505577087402,7.595156192779541,82.06293487548828,14.166099548339844,4.301942348480225,7.041229248046875,13.48040771484375,8.213231086730957,rl,82.06293487548828
qlib\qlib\rl\trainer\callbacks.py,11.050592422485352,19.673263549804688,107.80534362792969,74.85021209716797,20.55754852294922,16.532747268676758,75.05126190185547,23.03144645690918,45.53518295288086,model,107.80534362792969
qlib\qlib\rl\aux_info.py,9.7210693359375,4.423840045928955,2.0012736320495605,82.67732238769531,8.528688430786133,4.983425617218018,1.00127375125885,4.663630962371826,7.803747177124023,rl,82.67732238769531
qlib\qlib\data\dataset\processor.py,8.926379203796387,11.945616722106934,29.897056579589844,7.972739219665527,33.31669235229492,20.261005401611328,23.54118537902832,26.40792465209961,25.47719383239746,run,33.31669235229492
qlib\qlib\contrib\model\pytorch_gru_ts.py,11.365224838256836,70.2559814453125,117.50747680664062,90.20438385009766,52.71133804321289,28.914987564086914,73.62699890136719,84.40662384033203,39.66773986816406,model,117.50747680664062
qlib\examples\benchmarks\TFT\data_formatters\base.py,15.838139533996582,13.978083610534668,22.980810165405273,4.29141902923584,26.819717407226562,14.118038177490234,13.736255645751953,16.465576171875,25.383520126342773,run,26.819717407226562
qlib\qlib\rl\data\__init__.py,0.06451363861560822,4.6528778076171875,2.398397922515869,84.41706085205078,4.06226110458374,2.398397922515869,4.999049186706543,7.318042755126953,3.730980396270752,rl,84.41706085205078
qlib\qlib\contrib\model\pytorch_gru.py,10.206892967224121,68.43485260009766,117.62864685058594,37.2879753112793,53.95524597167969,28.71389389038086,79.67750549316406,80.43402099609375,41.532466888427734,model,117.62864685058594
qlib\examples\data_demo\data_cache_demo.py,8.580479621887207,21.24310302734375,21.06373405456543,5.540386199951172,85.76776885986328,13.266488075256348,16.701990127563477,22.814760208129883,114.68140411376953,workflow,114.68140411376953
qlib\examples\benchmarks\TFT\tft.py,20.612079620361328,30.303781509399414,126.75035095214844,10.637297630310059,55.8791618347168,32.10319137573242,85.03466796875,90.53739166259766,53.182281494140625,model,126.75035095214844
qlib\qlib\data\dataset\storage.py,2.7580039501190186,8.172379493713379,27.124765396118164,3.164271116256714,18.448909759521484,15.821107864379883,9.728858947753906,15.885882377624512,13.89332389831543,model,27.124765396118164
qlib\qlib\contrib\data\utils\sepdf.py,7.404332637786865,62.83375930786133,14.237311363220215,5.262239456176758,21.25363540649414,19.35896110534668,13.096672058105469,82.51911926269531,12.453088760375977,utils,82.51911926269531
qlib\qlib\rl\contrib\utils.py,4.68234395980835,66.33572387695312,6.732105731964111,86.75785064697266,7.037814140319824,6.40688419342041,8.999967575073242,92.5102767944336,9.027935028076172,utils,92.5102767944336
qlib\examples\hyperparameter\LightGBM\hyperparameter_360.py,6.500813961029053,81.84896850585938,109.21382141113281,12.45315933227539,26.766870498657227,13.909736633300781,16.40482521057129,21.873300552368164,24.158937454223633,model,109.21382141113281
qlib\qlib\backtest\backtest.py,116.51824951171875,11.64497184753418,11.92961597442627,7.890114784240723,13.319716453552246,140.46188354492188,11.10054874420166,15.656994819641113,33.31930160522461,strategy,140.46188354492188
qlib\qlib\rl\trainer\__init__.py,97.91883087158203,7.881863117218018,2.0786197185516357,86.28699493408203,0.06385060399770737,4.987253665924072,1.0012942552566528,6.342533588409424,10.215407371520996,backtest,97.91883087158203
qlib\qlib\data\_libs\__init__.py,0.06451363861560822,2.3989720344543457,2.3989720344543457,1.0018759965896606,4.06226110458374,2.3989720344543457,4.9996232986450195,5.064136981964111,3.7315545082092285,utils,5.064136981964111
qlib\qlib\utils\mod.py,6.891805648803711,16.433937072753906,51.20207214355469,49.41606521606445,12.546696662902832,13.60136890411377,11.939571380615234,114.96774291992188,11.369743347167969,utils,114.96774291992188
qlib\qlib\backtest\signal.py,105.37750244140625,12.001724243164062,92.8088607788086,5.351477146148682,5.905891418457031,19.023258209228516,26.951852798461914,15.713138580322266,16.85202980041504,backtest,105.37750244140625
qlib\examples\benchmarks\TFT\data_formatters\qlib_Alpha158.py,18.027517318725586,22.987852096557617,99.33026885986328,14.026235580444336,18.832162857055664,25.50368309020996,50.6640739440918,102.90320587158203,33.069129943847656,utils,102.90320587158203
qlib\qlib\rl\contrib\__init__.py,0.06451363861560822,63.99940490722656,1.0658154487609863,84.41706085205078,0.06451363861560822,1.0658154487609863,1.001301884651184,5.05398416519165,1.0658154487609863,rl,84.41706085205078
qlib\scripts\data_collector\index.py,11.548747062683105,16.553178787231445,34.001609802246094,10.252500534057617,34.21626663208008,20.139881134033203,13.798592567443848,25.434188842773438,21.458148956298828,run,34.21626663208008
qlib\examples\orderbook_data\create_dataset.py,15.281408309936523,20.36616325378418,42.57252883911133,37.760337829589844,31.641359329223633,22.39196014404297,31.049009323120117,38.24528503417969,30.50077247619629,model,42.57252883911133
qlib\qlib\data\storage\file_storage.py,13.68777847290039,30.575223922729492,47.02909469604492,28.545692443847656,35.30344772338867,23.439191818237305,26.550392150878906,34.710811614990234,28.53955841064453,model,47.02909469604492
qlib\examples\portfolio\prepare_riskdata.py,4.586352348327637,20.426422119140625,36.88373947143555,5.225191593170166,14.78996467590332,17.4548397064209,16.598237991333008,20.064708709716797,15.558004379272461,model,36.88373947143555
qlib\qlib\model\riskmodel\structured.py,4.856653690338135,20.42672348022461,85.23477172851562,3.815579891204834,21.03453254699707,9.842432975769043,6.600054740905762,11.356807708740234,15.96297836303711,model,85.23477172851562
qlib\qlib\contrib\report\graph.py,4.123178005218506,66.80834197998047,44.99002456665039,4.064420700073242,24.34817123413086,11.294415473937988,10.933026313781738,19.74690818786621,13.84135627746582,contrib,66.80834197998047
qlib\examples\rl_order_execution\scripts\gen_training_orders.py,89.23390197753906,21.246273040771484,22.264026641845703,87.66315460205078,32.732181549072266,17.959983825683594,52.28533935546875,23.569814682006836,28.936487197875977,backtest,89.23390197753906
qlib\qlib\utils\resam.py,4.9909348487854,6.265193939208984,10.619755744934082,3.4755144119262695,24.117277145385742,11.999983787536621,20.033002853393555,78.46282958984375,14.051451683044434,utils,78.46282958984375
qlib\qlib\data\__init__.py,0.06065576523542404,2.3746066093444824,4.374606609344482,1.0012565851211548,3.9987385272979736,2.3746066093444824,4.9393391609191895,4.999995231628418,3.68730092048645,utils,4.999995231628418
qlib\qlib\contrib\model\pytorch_tcts.py,19.96639633178711,71.71683502197266,151.61280822753906,41.53648376464844,58.08000946044922,31.562475204467773,95.95964050292969,91.4974594116211,43.01218032836914,model,151.61280822753906
qlib\qlib\model\riskmodel\__init__.py,2.367307186126709,3.802980899810791,71.61656188964844,1.4356735944747925,0.4985560178756714,5.490696430206299,1.4356735944747925,3.22381329536438,4.94777250289917,model,71.61656188964844
qlib\qlib\contrib\model\gbdt.py,12.240415573120117,71.00917053222656,105.47045135498047,9.468167304992676,16.918804168701172,25.86924934387207,76.10231018066406,19.648881912231445,36.09571838378906,model,105.47045135498047
qlib\examples\benchmarks\TFT\libs\__init__.py,0.06443000584840775,6.173151016235352,3.397722005844116,1.0017203092575073,0.06443000584840775,1.0661503076553345,5.664863586425781,1.0661503076553345,1.0661503076553345,contrib,6.173151016235352
qlib\qlib\rl\__init__.py,1.7399882078170776,3.3117854595184326,1.065394639968872,86.75595092773438,0.06409763544797897,1.065394639968872,1.0012969970703125,3.3117854595184326,3.888948917388916,rl,86.75595092773438
