file_path,dsp,filter_bank,general,mir,best_module,best_likelihood
audioflux\src\synsq_algorithm.h,4.3539042472839355,4.736310958862305,4.3023600578308105,0.8384667634963989,filter_bank,4.736310958862305
audioflux\include\pwt_algorithm.h,4.590088367462158,4.138486385345459,4.539910316467285,1.0883082151412964,dsp,4.590088367462158
audioflux\src\filterbank\auditory_weight.c,1.118361473083496,88.88485717773438,3.522301197052002,50.72797393798828,filter_bank,88.88485717773438
audioflux\src\mir\harmonic_algorithm.h,3.3380696773529053,1.8796015977859497,2.2871289253234863,81.97344207763672,mir,81.97344207763672
audioflux\src\mir\pitchShift_algorithm.c,4.8027544021606445,3.390997886657715,2.503849506378174,77.30780792236328,mir,77.30780792236328
audioflux\include\synsq_algorithm.h,4.3539042472839355,4.736310958862305,4.3023600578308105,0.8384667634963989,filter_bank,4.736310958862305
audioflux\src\dsp\resample_algorithm.h,83.41883087158203,1.8431177139282227,4.4597487449646,31.659225463867188,dsp,83.41883087158203
audioflux\src\mir\_pitch_stft.h,0.18168407678604126,0.18168407678604126,1.0429186820983887,82.44950866699219,mir,82.44950866699219
audioflux\include\st_algorithm.h,3.3775007724761963,1.9179576635360718,3.722878932952881,0.8668973445892334,general,3.722878932952881
audioflux\src\dsp\filterDesign_fir.h,84.78084564208984,167.3288116455078,5.377268314361572,59.538394927978516,filter_bank,167.3288116455078
audioflux\src\util\flux_wave.h,1.4834136962890625,1.4834136962890625,1.4834136962890625,16.110145568847656,mir,16.110145568847656
audioflux\src\dsp\conv_algorithm.c,70.05553436279297,5.400205612182617,11.704594612121582,4.4222869873046875,dsp,70.05553436279297
audioflux\src\flux_spectral.c,3.6853041648864746,10.875635147094727,11.188068389892578,27.329519271850586,mir,27.329519271850586
audioflux\src\mir\_pitch_cep.c,8.857370376586914,0.35772061347961426,1.1068663597106934,67.57564544677734,mir,67.57564544677734
audioflux\src\feature\spectral_algorithm.c,29.5391845703125,12.758978843688965,12.336015701293945,23.28519058227539,dsp,29.5391845703125
audioflux\src\feature\deconv_algorithm.h,6.540140628814697,5.075146198272705,5.488474369049072,6.023480415344238,dsp,6.540140628814697
audioflux\src\classic\hmm.h,2.490954637527466,6.398868560791016,78.32353210449219,15.013580322265625,general,78.32353210449219
audioflux\src\dsp\filterDesign_freqz.c,74.3743667602539,66.17777252197266,4.820374965667725,18.66095542907715,dsp,74.3743667602539
audioflux\include\classic\viterbi.h,0.0,0.0,1.327130913734436,0.0,general,1.327130913734436
audioflux\src\flux_base.h,31.715904235839844,187.86459350585938,10.236713409423828,69.54174041748047,filter_bank,187.86459350585938
audioflux\src\mir\hpss_algorithm.h,3.1944875717163086,1.734944462776184,2.1434271335601807,77.89275360107422,mir,77.89275360107422
audioflux\include\mir\pitchShift_algorithm.h,3.115767002105713,1.6507728099822998,2.064100742340088,77.37016296386719,mir,77.37016296386719
audioflux\src\filterbank\dwt_filterCoef.c,135.38668823242188,54.58274459838867,9.016424179077148,76.04013061523438,dsp,135.38668823242188
audioflux\include\filterbank\auditory_weight.h,1.4574424028396606,104.07108306884766,1.4574424028396606,1.0,filter_bank,104.07108306884766
audioflux\src\classic\viterbi.c,0.22254332900047302,1.220750093460083,2.3473665714263916,15.429884910583496,mir,15.429884910583496
audioflux\include\feature\chroma_algorithm.h,6.531761646270752,5.067868232727051,5.480217933654785,6.016324520111084,dsp,6.531761646270752
audioflux\include\bft_algorithm.h,4.5633544921875,40.81411361694336,4.514084339141846,2.9962375164031982,filter_bank,40.81411361694336
audioflux\src\st_algorithm.c,3.303971290588379,2.968968629837036,5.181431770324707,0.9658093452453613,general,5.181431770324707
audioflux\include\vector\flux_vector.h,2.015291929244995,5.370589256286621,0.5644450187683105,59.39552688598633,mir,59.39552688598633
audioflux\include\mir\harmonic_algorithm.h,3.3380696773529053,1.8796015977859497,2.2871289253234863,81.97344207763672,mir,81.97344207763672
audioflux\src\wsst_algorithm.c,4.398529529571533,5.974172592163086,6.441291809082031,30.72259521484375,mir,30.72259521484375
